image,Epsilon,label,runtime,network,ds
316,0.091,6,9738.01273393631,mnist-net_256x4,test
339,0.073,6,6446.38124537468,mnist-net_256x4,test
341,0.053,6,10299.657475948334,mnist-net_256x4,test
353,0.089,6,12784.208969593048,mnist-net_256x4,test
361,0.091,6,12942.63198685646,mnist-net_256x4,test
366,0.075,6,9672.84754705429,mnist-net_256x4,test
368,0.071,6,9630.062920570374,mnist-net_256x4,test
384,0.077,6,10694.721402645113,mnist-net_256x4,test
386,0.057,6,9688.66973900795,mnist-net_256x4,test
392,0.099,6,16660.104868650436,mnist-net_256x4,test
439,0.069,6,10164.546225070952,mnist-net_256x4,test
446,0.047,6,4643.591366052628,mnist-net_256x4,test
457,0.019,6,5891.590598583221,mnist-net_256x4,test
461,0.141,6,10208.336984157562,mnist-net_256x4,test
462,0.097,6,9857.03193640709,mnist-net_256x4,test
463,0.097,6,12817.720638275146,mnist-net_256x4,test
472,0.093,6,14035.844801664352,mnist-net_256x4,test
499,0.025,6,10170.439085960388,mnist-net_256x4,test
508,0.033,6,6778.552492141724,mnist-net_256x4,test
514,0.121,6,17085.988312721252,mnist-net_256x4,test
517,0.103,6,20050.81002688408,mnist-net_256x4,test
534,0.089,6,9951.348000526428,mnist-net_256x4,test
559,0.087,6,6593.945842504501,mnist-net_256x4,test
566,0.051,6,6691.483021497726,mnist-net_256x4,test
568,0.069,6,6721.0182638168335,mnist-net_256x4,test
587,0.115,6,12841.488590955734,mnist-net_256x4,test
594,0.075,6,10132.784883260729,mnist-net_256x4,test
600,0.063,6,3505.1808412075043,mnist-net_256x4,test
602,0.117,6,13279.955395936966,mnist-net_256x4,test
607,0.099,6,9691.860964298248,mnist-net_256x4,test
623,0.103,6,13440.023050069807,mnist-net_256x4,test
625,0.049,6,6575.841507673264,mnist-net_256x4,test
650,0.053,6,9845.048877239227,mnist-net_256x4,test
665,0.143,6,10109.105976104736,mnist-net_256x4,test
680,0.097,6,6453.837269306183,mnist-net_256x4,test
688,0.057,6,12905.3665702343,mnist-net_256x4,test
724,0.091,6,13358.078398227692,mnist-net_256x4,test
729,0.057,6,10182.31682062149,mnist-net_256x4,test
732,0.095,6,12833.458875894548,mnist-net_256x4,test
737,0.107,6,14582.258340358734,mnist-net_256x4,test
743,0.067,6,6619.615997314453,mnist-net_256x4,test
769,0.063,6,3235.1134419441223,mnist-net_256x4,test
786,0.069,6,13515.905661344528,mnist-net_256x4,test
814,0.073,6,3335.391367673874,mnist-net_256x4,test
817,0.037,6,4559.49983048439,mnist-net_256x4,test
820,0.083,6,10155.260698080065,mnist-net_256x4,test
834,0.029,6,7009.443554878235,mnist-net_256x4,test
860,0.087,6,7267.827033281326,mnist-net_256x4,test
861,0.075,6,6962.779422998428,mnist-net_256x4,test
870,0.045,6,9857.517962217333,mnist-net_256x4,test
885,0.087,6,14194.954866170883,mnist-net_256x4,test
886,0.079,6,9550.35638332367,mnist-net_256x4,test
903,0.077,6,10018.68106842041,mnist-net_256x4,test
937,0.161,6,11796.525560617449,mnist-net_256x4,test
940,0.057,6,9757.073452711104,mnist-net_256x4,test
942,0.109,6,10607.25497031212,mnist-net_256x4,test
943,0.073,6,6866.826417922974,mnist-net_256x4,test
952,0.073,6,10126.447474479675,mnist-net_256x4,test
965,0.017,6,3589.407660007477,mnist-net_256x4,test
973,0.115,6,13657.859918117523,mnist-net_256x4,test
986,0.051,6,7489.207912683487,mnist-net_256x4,test
989,0.049,6,10208.706501960754,mnist-net_256x4,test
1017,0.107,6,13877.2906935215,mnist-net_256x4,test
1035,0.081,6,5865.8643119335175,mnist-net_256x4,test
1044,0.007,6,520.9026284217834,mnist-net_256x4,test
1079,0.075,6,9789.22578215599,mnist-net_256x4,test
1085,0.079,6,6691.930962562561,mnist-net_256x4,test
1099,0.045,6,9295.855684518814,mnist-net_256x4,test
1106,0.115,6,9993.244998216627,mnist-net_256x4,test
1108,0.071,6,10093.5151450634,mnist-net_256x4,test
1123,0.109,6,11832.995261192322,mnist-net_256x4,test
1151,0.023,6,7830.570159435272,mnist-net_256x4,test
1153,0.077,6,9742.628069639206,mnist-net_256x4,test
1161,0.071,6,6380.958923816681,mnist-net_256x4,test
13,0.087,6,6386.505612373352,mnist-net_256x4,train
18,0.033,6,6398.873275518417,mnist-net_256x4,train
32,0.089,6,10435.61671924591,mnist-net_256x4,train
36,0.079,6,8844.20285487175,mnist-net_256x4,train
39,0.061,6,13188.380975484848,mnist-net_256x4,train
62,0.065,6,6544.6511244773865,mnist-net_256x4,train
66,0.091,6,19947.576564073563,mnist-net_256x4,train
73,0.067,6,8924.288257360458,mnist-net_256x4,train
83,0.081,6,13266.66583418846,mnist-net_256x4,train
90,0.083,6,15640.48108124733,mnist-net_256x4,train
93,0.057,6,7273.009433984756,mnist-net_256x4,train
106,0.075,6,10979.86482477188,mnist-net_256x4,train
126,0.069,6,13742.629146814346,mnist-net_256x4,train
129,0.067,6,7433.837633132935,mnist-net_256x4,train
147,0.089,6,12185.435475826263,mnist-net_256x4,train
151,0.095,6,18094.178363084797,mnist-net_256x4,train
155,0.085,6,7372.137086391449,mnist-net_256x4,train
165,0.087,6,22329.40606784821,mnist-net_256x4,train
186,0.081,6,10496.356360197067,mnist-net_256x4,train
204,0.099,6,10365.23359489441,mnist-net_256x4,train
218,0.067,6,10736.15421652794,mnist-net_256x4,train
221,0.115,6,20863.49289035797,mnist-net_256x4,train
238,0.041,6,14703.251952648165,mnist-net_256x4,train
241,0.077,6,8433.635187864304,mnist-net_256x4,train
256,0.043,6,11739.677799224854,mnist-net_256x4,train
261,0.081,6,17248.71234893799,mnist-net_256x4,train
274,0.049,6,10506.506953716278,mnist-net_256x4,train
286,0.067,6,10940.941138744354,mnist-net_256x4,train
299,0.111,6,14269.276881456375,mnist-net_256x4,train
302,0.097,6,6937.488032579422,mnist-net_256x4,train
311,0.097,6,5296.806562423706,mnist-net_256x4,train
323,0.103,6,14232.804132461548,mnist-net_256x4,train
331,0.071,6,10332.240638971329,mnist-net_256x4,train
367,0.089,6,7158.500420331955,mnist-net_256x4,train
388,0.065,6,3115.434872150421,mnist-net_256x4,train
395,0.069,6,14321.746928453444,mnist-net_256x4,train
401,0.087,6,20598.14537334442,mnist-net_256x4,train
421,0.087,6,10846.742854356766,mnist-net_256x4,train
430,0.059,6,15181.134239196776,mnist-net_256x4,train
431,0.107,6,12538.724999666214,mnist-net_256x4,train
449,0.099,6,7283.778765439987,mnist-net_256x4,train
465,0.075,6,16547.4819149971,mnist-net_256x4,train
488,0.117,6,25704.16793870926,mnist-net_256x4,train
498,0.059,6,12494.846156835556,mnist-net_256x4,train
506,0.025,6,11351.411902189257,mnist-net_256x4,train
534,0.101,6,15618.6475045681,mnist-net_256x4,train
536,0.083,6,17366.642737150192,mnist-net_256x4,train
547,0.063,6,3421.313283920288,mnist-net_256x4,train
565,0.071,6,5214.094431638718,mnist-net_256x4,train
578,0.049,6,20084.122148752213,mnist-net_256x4,train
592,0.075,6,12012.48341012001,mnist-net_256x4,train
597,0.065,6,7203.026332616806,mnist-net_256x4,train
598,0.031,6,4931.828381538391,mnist-net_256x4,train
607,0.059,6,15486.940356254578,mnist-net_256x4,train
623,0.061,6,14164.12653875351,mnist-net_256x4,train
630,0.017,6,7905.55841422081,mnist-net_256x4,train
649,0.109,6,15196.464146614077,mnist-net_256x4,train
658,0.081,6,9351.012951374054,mnist-net_256x4,train
660,0.043,6,5760.659059524536,mnist-net_256x4,train
665,0.055,6,17170.773015499115,mnist-net_256x4,train
672,0.079,6,16688.513114213943,mnist-net_256x4,train
681,0.095,6,14214.233580827711,mnist-net_256x4,train
701,0.101,6,19947.620903015137,mnist-net_256x4,train
721,0.091,6,19624.55175209045,mnist-net_256x4,train
735,0.093,6,30809.14046049118,mnist-net_256x4,train
737,0.077,6,17181.190720319748,mnist-net_256x4,train
739,0.077,6,13519.609778404236,mnist-net_256x4,train
759,0.065,6,3431.1757695674896,mnist-net_256x4,train
762,0.109,6,10211.245314359663,mnist-net_256x4,train
770,0.065,6,11081.919735193253,mnist-net_256x4,train
785,0.091,6,10563.221489667892,mnist-net_256x4,train
794,0.115,6,10439.690994024277,mnist-net_256x4,train
802,0.099,6,10327.568837165833,mnist-net_256x4,train
810,0.111,6,13325.398160934448,mnist-net_256x4,train
816,0.085,6,7101.224734783173,mnist-net_256x4,train
829,0.089,6,12956.829231262209,mnist-net_256x4,train
841,0.101,6,13728.35749745369,mnist-net_256x4,train
846,0.089,6,6457.082522630692,mnist-net_256x4,train
852,0.081,6,9390.062024116516,mnist-net_256x4,train
881,0.089,6,17462.839162826538,mnist-net_256x4,train
892,0.013,6,3488.319400787353,mnist-net_256x4,train
901,0.069,6,9199.12712597847,mnist-net_256x4,train
910,0.045,6,9904.558506011965,mnist-net_256x4,train
922,0.027,6,11028.635481834412,mnist-net_256x4,train
939,0.035,6,10984.67665886879,mnist-net_256x4,train
944,0.093,6,13182.4601085186,mnist-net_256x4,train
955,0.063,6,4010.729986190796,mnist-net_256x4,train
958,0.063,6,13247.640151023865,mnist-net_256x4,train
973,0.081,6,10049.391894102097,mnist-net_256x4,train
977,0.075,6,8271.812396526337,mnist-net_256x4,train
986,0.113,6,16679.366300344467,mnist-net_256x4,train
996,0.075,6,10350.358082294464,mnist-net_256x4,train
999,0.071,6,6988.644921779633,mnist-net_256x4,train
1020,0.061,6,17082.239861249924,mnist-net_256x4,train
1041,0.085,6,9278.664865016935,mnist-net_256x4,train
1070,0.019,6,3528.595737695694,mnist-net_256x4,train
1091,0.051,6,6715.588715553284,mnist-net_256x4,train
1092,0.087,6,6755.213599681854,mnist-net_256x4,train
1100,0.043,6,10371.228312969208,mnist-net_256x4,train
0,0.059,7,10102.4878282547,mnist-net_256x4,test
17,0.065,7,5916.09094953537,mnist-net_256x4,test
26,0.047,7,6876.521742582321,mnist-net_256x4,test
34,0.049,7,6958.5058624744415,mnist-net_256x4,test
36,0.037,7,6806.653808832169,mnist-net_256x4,test
41,0.033,7,6532.869467496872,mnist-net_256x4,test
60,0.079,7,13396.547159194946,mnist-net_256x4,test
64,0.073,7,6729.19451546669,mnist-net_256x4,test
70,0.087,7,6680.748987197876,mnist-net_256x4,test
75,0.073,7,6327.308174371719,mnist-net_256x4,test
79,0.055,7,9889.488461256027,mnist-net_256x4,test
80,0.037,7,9945.204184532166,mnist-net_256x4,test
83,0.055,7,10065.368162155151,mnist-net_256x4,test
86,0.059,7,9708.085300207138,mnist-net_256x4,test
97,0.093,7,10261.15323972702,mnist-net_256x4,test
111,0.045,7,13633.901314258575,mnist-net_256x4,test
114,0.047,7,9387.67564034462,mnist-net_256x4,test
122,0.047,7,6610.359834432602,mnist-net_256x4,test
124,0.039,7,10057.260834693909,mnist-net_256x4,test
133,0.057,7,7123.556083440781,mnist-net_256x4,test
141,0.077,7,11313.03426527977,mnist-net_256x4,test
144,0.039,7,10176.172672271729,mnist-net_256x4,test
171,0.047,7,3954.587725162506,mnist-net_256x4,test
175,0.023,7,6961.617748498917,mnist-net_256x4,test
220,0.073,7,6933.5387489795685,mnist-net_256x4,test
223,0.071,7,9373.701433181765,mnist-net_256x4,test
229,0.039,7,9445.536458015442,mnist-net_256x4,test
234,0.049,7,9748.232415676115,mnist-net_256x4,test
243,0.075,7,7111.994103908539,mnist-net_256x4,test
254,0.047,7,10063.186211586,mnist-net_256x4,test
255,0.039,7,6775.591600179672,mnist-net_256x4,test
262,0.079,7,6466.189308643341,mnist-net_256x4,test
263,0.065,7,3316.741937875748,mnist-net_256x4,test
282,0.023,7,6483.96513915062,mnist-net_256x4,test
301,0.065,7,3332.321673154831,mnist-net_256x4,test
307,0.039,7,6869.846445798874,mnist-net_256x4,test
328,0.047,7,10172.87325668335,mnist-net_256x4,test
337,0.057,7,9704.513154745102,mnist-net_256x4,test
358,0.017,7,6437.142822265625,mnist-net_256x4,test
370,0.049,7,12717.10737466812,mnist-net_256x4,test
383,0.047,7,6692.801392316818,mnist-net_256x4,test
410,0.075,7,6999.63823056221,mnist-net_256x4,test
411,0.035,7,9859.159433841704,mnist-net_256x4,test
413,0.089,7,10128.705828666689,mnist-net_256x4,test
415,0.067,7,6519.460003852844,mnist-net_256x4,test
438,0.033,7,7005.475453615189,mnist-net_256x4,test
468,0.029,7,3247.159519672394,mnist-net_256x4,test
482,0.067,7,6779.166586875916,mnist-net_256x4,test
494,0.093,7,12696.56960463524,mnist-net_256x4,test
510,0.027,7,6531.560011148453,mnist-net_256x4,test
522,0.031,7,4016.965868473053,mnist-net_256x4,test
550,0.031,7,6760.385275602341,mnist-net_256x4,test
551,0.021,7,3624.051336526871,mnist-net_256x4,test
554,0.079,7,13892.38282585144,mnist-net_256x4,test
557,0.013,7,3538.9976541996,mnist-net_256x4,test
579,0.061,7,10341.829204320908,mnist-net_256x4,test
585,0.075,7,8261.080015420914,mnist-net_256x4,test
605,0.023,7,3274.67768740654,mnist-net_256x4,test
617,0.093,7,13387.078161001204,mnist-net_256x4,test
626,0.069,7,9714.669297218325,mnist-net_256x4,test
636,0.087,7,13548.770125627518,mnist-net_256x4,test
649,0.035,7,9997.173413276672,mnist-net_256x4,test
651,0.071,7,8131.578822135925,mnist-net_256x4,test
658,0.051,7,10407.785324335098,mnist-net_256x4,test
666,0.031,7,3663.447111606598,mnist-net_256x4,test
667,0.019,7,10332.108568668364,mnist-net_256x4,test
676,0.041,7,3147.003950357437,mnist-net_256x4,test
679,0.055,7,12743.642916202543,mnist-net_256x4,test
689,0.017,7,3102.695785045624,mnist-net_256x4,test
702,0.047,7,9407.528322458267,mnist-net_256x4,test
703,0.071,7,10244.251183509828,mnist-net_256x4,test
705,0.041,7,6986.331135034561,mnist-net_256x4,test
726,,7,45.97927236557007,mnist-net_256x4,test
730,0.087,7,10304.24184346199,mnist-net_256x4,test
746,0.057,7,12094.277076482773,mnist-net_256x4,test
756,0.067,7,6805.997710943222,mnist-net_256x4,test
771,0.053,7,6222.783554553986,mnist-net_256x4,test
810,,7,55.34693455696106,mnist-net_256x4,test
822,0.099,7,10756.447609424593,mnist-net_256x4,test
825,0.057,7,13388.767291784286,mnist-net_256x4,test
832,0.059,7,12948.730189800262,mnist-net_256x4,test
841,0.075,7,13307.310654640198,mnist-net_256x4,test
842,0.031,7,6076.344850540161,mnist-net_256x4,test
846,0.009,7,1031.095654964447,mnist-net_256x4,test
852,0.037,7,9982.128600358965,mnist-net_256x4,test
853,0.035,7,6228.512630224228,mnist-net_256x4,test
859,0.059,7,13362.026722192764,mnist-net_256x4,test
880,0.061,7,12815.19351387024,mnist-net_256x4,test
898,0.047,7,10667.665464162828,mnist-net_256x4,test
909,0.051,7,10131.1285507679,mnist-net_256x4,test
911,0.081,7,9861.924668073654,mnist-net_256x4,test
917,0.055,7,14030.204756975174,mnist-net_256x4,test
930,0.057,7,10382.51332783699,mnist-net_256x4,test
941,0.077,7,9869.083594083786,mnist-net_256x4,test
946,0.039,7,6527.130267381668,mnist-net_256x4,test
950,0.025,7,10068.406708240507,mnist-net_256x4,test
960,0.035,7,6388.669943809509,mnist-net_256x4,test
987,0.051,7,8984.958804130554,mnist-net_256x4,test
1006,0.045,7,7179.453547000885,mnist-net_256x4,test
15,0.067,7,10313.94187784195,mnist-net_256x4,train
29,0.049,7,6638.723217964172,mnist-net_256x4,train
38,0.063,7,3360.9481568336487,mnist-net_256x4,train
42,0.033,7,7100.759591341019,mnist-net_256x4,train
52,0.077,7,17069.095197439194,mnist-net_256x4,train
71,0.067,7,6850.861107826233,mnist-net_256x4,train
79,0.083,7,12947.361899137495,mnist-net_256x4,train
84,0.059,7,13158.028436422348,mnist-net_256x4,train
91,0.059,7,12354.598386526108,mnist-net_256x4,train
96,0.049,7,13034.958417654036,mnist-net_256x4,train
101,0.079,7,6390.200222253799,mnist-net_256x4,train
103,0.049,7,8896.673633098602,mnist-net_256x4,train
123,0.071,7,6888.573523283005,mnist-net_256x4,train
140,0.039,7,6470.576226472855,mnist-net_256x4,train
141,0.077,7,10063.448350906372,mnist-net_256x4,train
148,0.007,7,188.5746681690216,mnist-net_256x4,train
158,0.033,7,7049.496135473251,mnist-net_256x4,train
168,0.025,7,3679.549696445465,mnist-net_256x4,train
185,0.067,7,12481.479007959366,mnist-net_256x4,train
193,0.063,7,2693.45350432396,mnist-net_256x4,train
196,0.097,7,13962.728309392927,mnist-net_256x4,train
214,0.093,7,10688.475054502487,mnist-net_256x4,train
223,0.075,7,10026.222451210022,mnist-net_256x4,train
230,0.031,7,3691.443793535233,mnist-net_256x4,train
243,0.063,7,3413.1007413864136,mnist-net_256x4,train
258,0.051,7,6679.336549282074,mnist-net_256x4,train
263,0.077,7,9827.02614068985,mnist-net_256x4,train
288,0.077,7,14209.98527765274,mnist-net_256x4,train
301,0.053,7,8527.649610757828,mnist-net_256x4,train
305,0.047,7,3805.9789469242096,mnist-net_256x4,train
307,0.039,7,6802.441362380981,mnist-net_256x4,train
324,0.035,7,7006.763575315476,mnist-net_256x4,train
337,0.069,7,6575.847417593002,mnist-net_256x4,train
340,0.013,7,3416.4805648326874,mnist-net_256x4,train
349,0.059,7,11070.075986146929,mnist-net_256x4,train
353,0.047,7,6848.697520017624,mnist-net_256x4,train
370,0.037,7,6184.169090747833,mnist-net_256x4,train
371,0.051,7,9817.278277635574,mnist-net_256x4,train
377,0.073,7,6913.6510689258575,mnist-net_256x4,train
384,0.025,7,7012.901481866837,mnist-net_256x4,train
387,0.063,7,3365.707218647003,mnist-net_256x4,train
411,0.047,7,3648.358766555786,mnist-net_256x4,train
422,0.049,7,11167.410500049593,mnist-net_256x4,train
426,0.117,7,13140.298979759216,mnist-net_256x4,train
436,0.037,7,6969.138180971146,mnist-net_256x4,train
446,0.045,7,6788.075061559677,mnist-net_256x4,train
467,0.081,7,10842.768414974213,mnist-net_256x4,train
468,0.067,7,7063.901943683624,mnist-net_256x4,train
478,0.099,7,7044.382471084595,mnist-net_256x4,train
483,0.061,7,10640.322786331177,mnist-net_256x4,train
497,0.035,7,6783.103592395783,mnist-net_256x4,train
505,0.061,7,13398.468329906464,mnist-net_256x4,train
511,0.077,7,10884.130670547484,mnist-net_256x4,train
518,0.045,7,6600.954800128937,mnist-net_256x4,train
521,0.055,7,6673.804889917374,mnist-net_256x4,train
522,0.089,7,12905.248551607132,mnist-net_256x4,train
560,0.067,7,7224.908281564712,mnist-net_256x4,train
562,0.101,7,14401.166801691055,mnist-net_256x4,train
567,0.059,7,10490.711233377457,mnist-net_256x4,train
586,0.043,7,10312.276106834412,mnist-net_256x4,train
599,0.049,7,6967.466378211975,mnist-net_256x4,train
608,0.061,7,13914.667509794235,mnist-net_256x4,train
611,0.051,7,10614.10253405571,mnist-net_256x4,train
617,0.049,7,9744.279944896698,mnist-net_256x4,train
624,0.045,7,9904.560724020004,mnist-net_256x4,train
632,0.095,7,14007.090371608734,mnist-net_256x4,train
634,0.035,7,6807.794680595398,mnist-net_256x4,train
636,0.031,7,6919.193684101105,mnist-net_256x4,train
640,0.099,7,14908.534158706663,mnist-net_256x4,train
644,0.025,7,6959.708510637283,mnist-net_256x4,train
651,0.051,7,9863.269043445587,mnist-net_256x4,train
654,0.079,7,13316.093732357023,mnist-net_256x4,train
683,0.055,7,6754.408227682114,mnist-net_256x4,train
686,0.069,7,7830.550138950348,mnist-net_256x4,train
703,0.059,7,14556.022117853165,mnist-net_256x4,train
723,0.047,7,6852.995277166367,mnist-net_256x4,train
724,0.113,7,16985.091278791428,mnist-net_256x4,train
728,0.031,7,3217.726162672043,mnist-net_256x4,train
730,0.067,7,6988.230421304703,mnist-net_256x4,train
750,0.049,7,12340.103531599045,mnist-net_256x4,train
753,0.061,7,13541.358737945557,mnist-net_256x4,train
773,0.063,7,3410.163019657135,mnist-net_256x4,train
786,0.025,7,6665.471196889877,mnist-net_256x4,train
795,0.067,7,7131.100838661194,mnist-net_256x4,train
798,0.073,7,6671.862772226334,mnist-net_256x4,train
803,0.071,7,10524.710144042969,mnist-net_256x4,train
819,0.067,7,7151.501170396805,mnist-net_256x4,train
820,0.063,7,3296.963261842728,mnist-net_256x4,train
824,0.051,7,7919.362860679626,mnist-net_256x4,train
839,0.057,7,10027.56328201294,mnist-net_256x4,train
853,0.053,7,10033.65918970108,mnist-net_256x4,train
868,0.035,7,6390.857728481293,mnist-net_256x4,train
880,0.061,7,12921.36136507988,mnist-net_256x4,train
883,0.063,7,13157.542751550674,mnist-net_256x4,train
884,0.037,7,11468.689972639084,mnist-net_256x4,train
888,0.047,7,13646.32032752037,mnist-net_256x4,train
898,0.053,7,7030.208645105362,mnist-net_256x4,train
904,0.057,7,9663.712084770204,mnist-net_256x4,train
908,0.083,7,13298.008459568024,mnist-net_256x4,train
61,0.061,8,12912.490417003632,mnist-net_256x4,test
84,0.097,8,6577.12094950676,mnist-net_256x4,test
110,0.073,8,10342.068829774857,mnist-net_256x4,test
128,0.113,8,15687.980246067047,mnist-net_256x4,test
134,0.151,8,9798.029731035233,mnist-net_256x4,test
146,0.135,8,9865.686166286469,mnist-net_256x4,test
177,0.053,8,6351.405445814133,mnist-net_256x4,test
179,0.095,8,12775.395624876022,mnist-net_256x4,test
181,0.123,8,16165.864870786669,mnist-net_256x4,test
184,0.087,8,13696.302599191666,mnist-net_256x4,test
226,0.095,8,9750.29941558838,mnist-net_256x4,test
232,0.027,8,6628.106305360794,mnist-net_256x4,test
233,0.009,8,165.45682525634766,mnist-net_256x4,test
242,0.129,8,23465.516525268555,mnist-net_256x4,test
257,0.077,8,13644.648133516312,mnist-net_256x4,test
260,0.153,8,6664.844305992127,mnist-net_256x4,test
266,0.007,8,157.48231649398804,mnist-net_256x4,test
268,0.033,8,10082.73510813713,mnist-net_256x4,test
277,0.071,8,10165.321991682053,mnist-net_256x4,test
290,0.021,8,7084.61273765564,mnist-net_256x4,test
299,0.101,8,10207.905950307846,mnist-net_256x4,test
338,0.107,8,6407.904068946838,mnist-net_256x4,test
344,0.043,8,14254.861001253128,mnist-net_256x4,test
355,0.127,8,14167.09042596817,mnist-net_256x4,test
373,0.133,8,3556.914448738098,mnist-net_256x4,test
374,0.125,8,15212.501728534698,mnist-net_256x4,test
391,0.051,8,6469.735503911972,mnist-net_256x4,test
401,0.105,8,16292.582216978071,mnist-net_256x4,test
403,0.031,8,10480.623898029327,mnist-net_256x4,test
429,0.065,8,5774.376830816269,mnist-net_256x4,test
431,0.019,8,10847.356251716614,mnist-net_256x4,test
435,0.057,8,13268.539128303528,mnist-net_256x4,test
436,0.097,8,12893.469442367554,mnist-net_256x4,test
458,0.139,8,7224.824924707413,mnist-net_256x4,test
465,0.135,8,6559.319433689117,mnist-net_256x4,test
466,0.123,8,14583.776551008224,mnist-net_256x4,test
470,0.079,8,9756.8773560524,mnist-net_256x4,test
474,0.145,8,13315.172907590866,mnist-net_256x4,test
486,0.101,8,17008.197063684464,mnist-net_256x4,test
520,0.123,8,13753.719878196716,mnist-net_256x4,test
527,0.083,8,16369.093603849413,mnist-net_256x4,test
538,0.051,8,10873.544898748398,mnist-net_256x4,test
542,0.009,8,7127.794098138809,mnist-net_256x4,test
543,0.031,8,10040.786164283752,mnist-net_256x4,test
553,0.035,8,9516.136996746063,mnist-net_256x4,test
563,0.107,8,15622.34490275383,mnist-net_256x4,test
572,0.071,8,7912.523085594177,mnist-net_256x4,test
580,0.111,8,9763.953194141388,mnist-net_256x4,test
591,0.051,8,9733.183758735657,mnist-net_256x4,test
596,0.099,8,12858.95384812355,mnist-net_256x4,test
601,0.083,8,19936.461926460262,mnist-net_256x4,test
603,0.023,8,6497.08594751358,mnist-net_256x4,test
606,0.037,8,14200.57700061798,mnist-net_256x4,test
621,0.113,8,13647.45884180069,mnist-net_256x4,test
631,0.095,8,6547.441961765289,mnist-net_256x4,test
641,0.077,8,10277.753094911575,mnist-net_256x4,test
655,0.085,8,3181.5944380760197,mnist-net_256x4,test
664,0.095,8,13118.151523828506,mnist-net_256x4,test
685,0.053,8,10111.98733663559,mnist-net_256x4,test
691,0.001,8,43.09188270568848,mnist-net_256x4,test
693,0.097,8,10325.323678731918,mnist-net_256x4,test
709,0.149,8,6511.5381026268005,mnist-net_256x4,test
714,0.049,8,10381.614776849749,mnist-net_256x4,test
718,0.125,8,12493.964130878448,mnist-net_256x4,test
761,0.097,8,6690.9299659729,mnist-net_256x4,test
781,0.071,8,10258.199226140976,mnist-net_256x4,test
787,0.075,8,10120.1061296463,mnist-net_256x4,test
793,0.111,8,13902.291759729384,mnist-net_256x4,test
800,0.087,8,3406.0224566459656,mnist-net_256x4,test
805,0.155,8,7219.101468086243,mnist-net_256x4,test
806,0.111,8,10197.4481112957,mnist-net_256x4,test
839,0.029,8,3649.5422103405,mnist-net_256x4,test
864,0.155,8,6656.133939266205,mnist-net_256x4,test
872,0.085,8,6733.050022125244,mnist-net_256x4,test
876,0.125,8,13806.60536122322,mnist-net_256x4,test
878,0.099,8,7213.533212900162,mnist-net_256x4,test
879,0.075,8,12805.729734182358,mnist-net_256x4,test
899,0.105,8,12971.324100017548,mnist-net_256x4,test
914,0.085,8,9087.315400123596,mnist-net_256x4,test
915,0.097,8,5802.536090135574,mnist-net_256x4,test
936,0.065,8,9566.276042461395,mnist-net_256x4,test
961,0.135,8,6552.887140035629,mnist-net_256x4,test
983,0.073,8,9954.871107578278,mnist-net_256x4,test
998,0.091,8,12916.370500326157,mnist-net_256x4,test
1007,0.051,8,9609.41249871254,mnist-net_256x4,test
1018,0.097,8,6156.832854270935,mnist-net_256x4,test
1026,0.029,8,6336.694141149521,mnist-net_256x4,test
1029,0.093,8,12392.619552135468,mnist-net_256x4,test
1033,0.063,8,3136.911651611328,mnist-net_256x4,test
1052,0.005,8,45.55499482154846,mnist-net_256x4,test
1068,0.009,8,3508.032735824585,mnist-net_256x4,test
1074,0.081,8,9137.227943181992,mnist-net_256x4,test
1093,0.055,8,9413.914521217346,mnist-net_256x4,test
1101,0.001,8,38.87104368209839,mnist-net_256x4,test
1118,0.135,8,8298.743537664413,mnist-net_256x4,test
17,0.095,8,12981.895234584808,mnist-net_256x4,train
31,0.151,8,13386.814193248749,mnist-net_256x4,train
41,0.107,8,15998.469619512558,mnist-net_256x4,train
46,0.089,8,9879.286790847778,mnist-net_256x4,train
55,0.087,8,9558.47408246994,mnist-net_256x4,train
85,0.085,8,16725.90920639038,mnist-net_256x4,train
94,0.111,8,13424.03604245186,mnist-net_256x4,train
97,0.103,8,7115.00547170639,mnist-net_256x4,train
125,0.033,8,6789.180994987488,mnist-net_256x4,train
137,0.055,8,9853.934181690216,mnist-net_256x4,train
144,0.119,8,10485.760925531387,mnist-net_256x4,train
146,0.089,8,6509.350009679794,mnist-net_256x4,train
160,0.055,8,9199.287513017654,mnist-net_256x4,train
188,0.109,8,13314.911452770231,mnist-net_256x4,train
197,0.147,8,7414.042287588119,mnist-net_256x4,train
202,0.007,8,3650.211377620697,mnist-net_256x4,train
225,0.063,8,16209.89400458336,mnist-net_256x4,train
240,0.059,8,11505.470803499222,mnist-net_256x4,train
245,0.157,8,9138.512659072876,mnist-net_256x4,train
265,0.131,8,3369.994461297989,mnist-net_256x4,train
295,0.087,8,5913.033593654633,mnist-net_256x4,train
300,0.071,8,10361.023110628128,mnist-net_256x4,train
312,0.101,8,9738.120999097824,mnist-net_256x4,train
333,0.131,8,3481.557204246521,mnist-net_256x4,train
343,0.103,8,6270.090341091156,mnist-net_256x4,train
348,0.111,8,10452.080475568771,mnist-net_256x4,train
352,0.079,8,13300.782224655151,mnist-net_256x4,train
368,0.093,8,13316.58346772194,mnist-net_256x4,train
386,0.063,8,2697.349585056305,mnist-net_256x4,train
393,0.129,8,13811.744798660278,mnist-net_256x4,train
404,0.087,8,9727.540598869324,mnist-net_256x4,train
