image,Epsilon,label,runtime,network,ds
88,0.035,6,483.5034689903259,mnist-net,test
91,0.031,6,284.7444043159485,mnist-net,test
98,0.037,6,3647.536628961563,mnist-net,test
100,0.039,6,3612.074570417404,mnist-net,test
123,0.029,6,154.27058863639832,mnist-net,test
130,0.033,6,3684.390609502792,mnist-net,test
131,0.051,6,3631.376154184341,mnist-net,test
138,0.051,6,603.4432699680328,mnist-net,test
140,0.033,6,3917.106624603272,mnist-net,test
156,0.013,6,406.5233001708984,mnist-net,test
161,0.039,6,322.83292984962463,mnist-net,test
164,0.033,6,1000.3723802566528,mnist-net,test
197,0.057,6,13822.04243516922,mnist-net,test
201,0.053,6,560.2919452190399,mnist-net,test
217,0.021,6,245.6588878631592,mnist-net,test
259,0.029,6,109.12054300308228,mnist-net,test
286,0.019,6,142.55435299873352,mnist-net,test
316,0.041,6,3905.8731853961945,mnist-net,test
339,0.035,6,4994.8217561244965,mnist-net,test
341,0.031,6,3874.4202830791473,mnist-net,test
353,0.037,6,50.14061880111694,mnist-net,test
361,0.041,6,244.34894967079163,mnist-net,test
366,0.037,6,3694.1486473083496,mnist-net,test
368,0.033,6,743.0374910831451,mnist-net,test
384,0.059,6,3740.638758659363,mnist-net,test
386,0.017,6,250.02591228485107,mnist-net,test
392,0.033,6,1373.2919037342072,mnist-net,test
439,0.033,6,427.9626910686493,mnist-net,test
446,0.035,6,3591.0615293979645,mnist-net,test
457,0.037,6,7754.872523784637,mnist-net,test
461,0.045,6,464.767382144928,mnist-net,test
462,0.041,6,306.13258814811707,mnist-net,test
463,0.047,6,274.2896783351898,mnist-net,test
472,0.047,6,7040.671465873718,mnist-net,test
499,0.011,6,174.36307549476624,mnist-net,test
508,0.031,6,511.7422168254852,mnist-net,test
514,0.105,6,9966.075514554976,mnist-net,test
517,0.051,6,3341.030962228775,mnist-net,test
534,0.033,6,348.1046214103699,mnist-net,test
559,0.057,6,6585.369857788086,mnist-net,test
566,0.029,6,1301.9051473140717,mnist-net,test
568,0.019,6,407.3835713863373,mnist-net,test
587,0.045,6,2133.731236934662,mnist-net,test
594,0.037,6,774.595495223999,mnist-net,test
600,0.017,6,215.7182941436768,mnist-net,test
602,0.047,6,313.48860692977905,mnist-net,test
607,0.043,6,1751.5726444721222,mnist-net,test
623,0.051,6,1993.0123224258425,mnist-net,test
625,0.021,6,377.3930389881134,mnist-net,test
650,0.047,6,3858.5885741710654,mnist-net,test
665,0.073,6,6679.084349632263,mnist-net,test
680,0.035,6,423.1396594047546,mnist-net,test
688,0.037,6,3895.242717504501,mnist-net,test
724,0.025,6,1451.7611258029938,mnist-net,test
729,0.045,6,6757.178342819214,mnist-net,test
732,0.043,6,547.8370635509491,mnist-net,test
737,0.053,6,206.53042459487915,mnist-net,test
743,0.037,6,3636.523138523102,mnist-net,test
769,0.033,6,270.9640271663666,mnist-net,test
786,0.033,6,5874.822975873947,mnist-net,test
814,0.029,6,1031.5568594932556,mnist-net,test
817,0.037,6,135.22036504745483,mnist-net,test
820,0.047,6,1226.6158986091614,mnist-net,test
834,0.027,6,193.88031935691836,mnist-net,test
860,0.047,6,431.5333342552185,mnist-net,test
861,0.035,6,3689.527086734772,mnist-net,test
870,0.031,6,593.8689177036285,mnist-net,test
885,0.025,6,389.7379281520844,mnist-net,test
886,0.045,6,303.70720911026,mnist-net,test
903,0.031,6,165.8833565711975,mnist-net,test
937,0.039,6,151.38686656951904,mnist-net,test
940,0.031,6,3600.186014890671,mnist-net,test
942,0.039,6,1088.5174515247345,mnist-net,test
943,0.045,6,7076.211053371429,mnist-net,test
952,0.037,6,8689.807451486588,mnist-net,test
973,0.063,6,3419.88906621933,mnist-net,test
986,0.041,6,1684.0858948230743,mnist-net,test
989,0.009,6,43.17675018310547,mnist-net,test
1017,0.007,6,29.82739543914795,mnist-net,test
1035,0.029,6,567.8145854473114,mnist-net,test
1044,0.007,6,22.30296039581299,mnist-net,test
1079,0.029,6,299.30770087242126,mnist-net,test
1085,0.029,6,1128.0486166477203,mnist-net,test
1099,0.015,6,230.2190897464752,mnist-net,test
1106,0.061,6,1820.7867436409,mnist-net,test
1108,0.033,6,2188.24861907959,mnist-net,test
1123,0.049,6,220.45226168632507,mnist-net,test
1151,0.015,6,251.0117514133453,mnist-net,test
1153,0.045,6,6922.472762346268,mnist-net,test
1161,0.027,6,3615.2608869075775,mnist-net,test
13,0.045,6,2839.076942920685,mnist-net,train
18,0.015,6,72.43822693824768,mnist-net,train
32,0.027,6,309.93632102012634,mnist-net,train
36,0.027,6,90.8846447467804,mnist-net,train
39,0.027,6,105.09217476844788,mnist-net,train
62,0.039,6,3640.623605489731,mnist-net,train
66,0.053,6,3678.085566282272,mnist-net,train
73,0.049,6,3640.820508241653,mnist-net,train
83,0.043,6,979.3375358581544,mnist-net,train
90,0.049,6,6936.730553388596,mnist-net,train
93,0.035,6,122.41127014160156,mnist-net,train
106,0.049,6,6976.614009857178,mnist-net,train
126,0.033,6,313.1445796489716,mnist-net,train
129,0.045,6,249.33625435829163,mnist-net,train
147,0.039,6,592.3032789230347,mnist-net,train
151,0.039,6,1220.8910360336304,mnist-net,train
155,0.051,6,544.764285326004,mnist-net,train
165,0.057,6,6302.76150393486,mnist-net,train
186,0.023,6,511.5874166488648,mnist-net,train
204,0.039,6,6934.061917304993,mnist-net,train
218,0.037,6,866.1833503246307,mnist-net,train
221,0.053,6,2552.575463533401,mnist-net,train
238,0.005,6,37.28755211830139,mnist-net,train
241,0.043,6,683.7216045856476,mnist-net,train
256,0.035,6,4268.124459505081,mnist-net,train
261,0.043,6,249.73030161857605,mnist-net,train
274,0.025,6,253.5605595111847,mnist-net,train
286,0.027,6,135.9165313243866,mnist-net,train
299,0.055,6,5027.299875259399,mnist-net,train
302,0.051,6,3679.096838951111,mnist-net,train
311,0.037,6,2966.6188926696777,mnist-net,train
323,0.045,6,1107.220029592514,mnist-net,train
331,0.033,6,505.2254664897919,mnist-net,train
367,0.041,6,473.0675909519196,mnist-net,train
388,0.021,6,1404.5639958381653,mnist-net,train
395,0.043,6,587.5023703575134,mnist-net,train
401,0.037,6,4082.596980333328,mnist-net,train
421,0.041,6,381.60072803497314,mnist-net,train
430,0.031,6,3537.27308511734,mnist-net,train
431,0.035,6,512.6967117786407,mnist-net,train
449,0.045,6,787.5374236106873,mnist-net,train
465,0.061,6,917.7556383609772,mnist-net,train
488,0.051,6,6376.45790553093,mnist-net,train
498,0.019,6,96.47374629974364,mnist-net,train
506,0.031,6,151.2249972820282,mnist-net,train
534,0.037,6,580.2003345489502,mnist-net,train
536,0.021,6,1241.7023231983185,mnist-net,train
547,0.017,6,150.84159898757937,mnist-net,train
565,0.035,6,250.24335074424744,mnist-net,train
578,0.033,6,1541.4835262298584,mnist-net,train
592,0.025,6,3648.8563282489777,mnist-net,train
597,0.035,6,73.6023678779602,mnist-net,train
598,0.037,6,113.09112071990968,mnist-net,train
607,0.025,6,66.66553735733032,mnist-net,train
623,0.025,6,130.33185195922852,mnist-net,train
630,0.019,6,34.423317670822144,mnist-net,train
649,0.065,6,3602.5906567573547,mnist-net,train
658,0.039,6,63.485676288604736,mnist-net,train
660,0.019,6,49.8647882938385,mnist-net,train
665,0.031,6,78.79328942298889,mnist-net,train
672,0.051,6,3577.4320108890533,mnist-net,train
681,0.051,6,224.30257868766785,mnist-net,train
701,0.053,6,782.6220359802246,mnist-net,train
721,0.063,6,216.17537927627563,mnist-net,train
735,0.057,6,577.3436353206635,mnist-net,train
737,0.047,6,66.18255233764648,mnist-net,train
739,0.039,6,219.7575881481171,mnist-net,train
759,0.053,6,384.8598084449768,mnist-net,train
762,0.029,6,3605.430854082108,mnist-net,train
770,0.023,6,242.9523439407349,mnist-net,train
785,0.053,6,3682.111053466797,mnist-net,train
794,0.061,6,8594.078618049622,mnist-net,train
802,0.023,6,92.08284020423888,mnist-net,train
810,0.039,6,74.82188677787781,mnist-net,train
816,0.037,6,558.42955493927,mnist-net,train
829,0.055,6,108.99733185768127,mnist-net,train
841,0.061,6,5312.845185756683,mnist-net,train
846,0.049,6,606.1212899684906,mnist-net,train
852,0.041,6,113.29737639427184,mnist-net,train
881,0.049,6,40.280574321746826,mnist-net,train
892,0.011,6,24.978172540664676,mnist-net,train
901,0.049,6,95.24545407295228,mnist-net,train
910,0.031,6,83.61921715736389,mnist-net,train
922,0.015,6,38.12601613998413,mnist-net,train
939,0.033,6,3206.105208396912,mnist-net,train
944,0.067,6,107.10051798820496,mnist-net,train
955,0.035,6,112.74182653427124,mnist-net,train
958,0.025,6,43.51082110404968,mnist-net,train
973,0.051,6,121.33949732780457,mnist-net,train
977,0.043,6,412.4162142276764,mnist-net,train
986,0.057,6,5213.430625677109,mnist-net,train
996,0.021,6,23.176474571228027,mnist-net,train
999,0.043,6,1834.434923410416,mnist-net,train
1020,0.031,6,1076.6164572238922,mnist-net,train
1041,0.051,6,244.72842073440552,mnist-net,train
1070,0.023,6,126.34272360801695,mnist-net,train
1091,0.041,6,121.8285391330719,mnist-net,train
1092,0.051,6,3640.787054538727,mnist-net,train
1100,0.021,6,37.75285243988037,mnist-net,train
0,0.043,7,9008.7835149765,mnist-net,test
17,0.051,7,6776.433426141739,mnist-net,test
26,0.027,7,3175.3967843055725,mnist-net,test
34,0.033,7,3950.1265540122986,mnist-net,test
36,0.039,7,2596.2086067199707,mnist-net,test
41,0.041,7,7057.60037112236,mnist-net,test
60,0.075,7,7040.8269739151,mnist-net,test
64,0.023,7,356.69735980033875,mnist-net,test
70,0.059,7,9996.314324140549,mnist-net,test
75,0.031,7,313.6896255016327,mnist-net,test
79,0.029,7,215.06348705291748,mnist-net,test
80,0.023,7,3749.554581642151,mnist-net,test
83,0.029,7,210.30019998550412,mnist-net,test
86,0.033,7,4261.286760568619,mnist-net,test
97,0.035,7,3629.471910476685,mnist-net,test
111,0.025,7,355.81656765937805,mnist-net,test
114,0.035,7,3536.462418794632,mnist-net,test
122,0.029,7,3338.326765537262,mnist-net,test
124,0.003,7,29.079977989196777,mnist-net,test
133,0.045,7,6889.589483737946,mnist-net,test
141,0.049,7,7397.782492160797,mnist-net,test
144,0.021,7,180.39881086349487,mnist-net,test
171,0.029,7,477.7650954723358,mnist-net,test
175,0.013,7,1251.1366019248962,mnist-net,test
220,0.027,7,265.6865565776825,mnist-net,test
223,0.031,7,288.946489572525,mnist-net,test
229,0.025,7,2088.01572060585,mnist-net,test
234,0.033,7,6342.358986854553,mnist-net,test
243,0.021,7,289.3582708835602,mnist-net,test
254,0.033,7,7088.59667634964,mnist-net,test
255,0.029,7,3425.693425178528,mnist-net,test
262,0.041,7,7065.09255695343,mnist-net,test
263,0.035,7,3608.4016664028168,mnist-net,test
282,0.015,7,29.24740839004517,mnist-net,test
301,0.047,7,4461.834724903107,mnist-net,test
307,0.021,7,187.1735019683838,mnist-net,test
328,0.021,7,71.0145320892334,mnist-net,test
337,0.025,7,1213.8730609416962,mnist-net,test
358,0.023,7,459.7890934944153,mnist-net,test
370,0.035,7,3668.7783777713776,mnist-net,test
383,0.033,7,4352.344789981842,mnist-net,test
410,0.047,7,6720.587516546249,mnist-net,test
411,0.019,7,466.5597035884857,mnist-net,test
413,0.057,7,3982.030288934708,mnist-net,test
415,0.021,7,105.8227994441986,mnist-net,test
438,0.027,7,283.0048065185547,mnist-net,test
468,0.007,7,28.63264489173889,mnist-net,test
482,0.023,7,6318.589839935303,mnist-net,test
494,0.049,7,5930.3562088012695,mnist-net,test
510,0.021,7,265.3972568511963,mnist-net,test
522,0.013,7,109.94735717773438,mnist-net,test
550,0.017,7,87.49617838859558,mnist-net,test
551,0.027,7,4020.626711845398,mnist-net,test
554,0.045,7,7012.954034566879,mnist-net,test
557,0.025,7,511.0648455619812,mnist-net,test
579,0.041,7,7306.51193857193,mnist-net,test
585,0.035,7,6787.774867296219,mnist-net,test
605,0.027,7,4382.031753778458,mnist-net,test
617,0.037,7,3732.2511587142944,mnist-net,test
626,0.045,7,6799.504915475845,mnist-net,test
636,0.049,7,6905.787828445435,mnist-net,test
649,0.025,7,2153.3315980434418,mnist-net,test
651,0.055,7,4207.350568056107,mnist-net,test
658,0.037,7,7472.507796525955,mnist-net,test
666,0.021,7,655.2733001708984,mnist-net,test
667,0.015,7,692.029797077179,mnist-net,test
676,0.037,7,3750.9375426769257,mnist-net,test
679,0.041,7,7170.325170993805,mnist-net,test
684,0.007,7,21.132358074188232,mnist-net,test
689,0.007,7,37.99746894836426,mnist-net,test
702,0.027,7,4054.381633043289,mnist-net,test
703,0.043,7,7107.556647539139,mnist-net,test
705,0.035,7,769.6745383739471,mnist-net,test
726,0.005,7,31.53889298439026,mnist-net,test
730,0.015,7,134.93928408622742,mnist-net,test
746,0.025,7,198.3785991668701,mnist-net,test
756,0.037,7,3368.2596719264984,mnist-net,test
771,0.025,7,178.61503648757937,mnist-net,test
810,0.025,7,343.4500644207001,mnist-net,test
822,0.053,7,7121.917109489441,mnist-net,test
825,0.049,7,6924.8730905056,mnist-net,test
832,0.031,7,232.0406167507172,mnist-net,test
841,0.069,7,6554.209814310074,mnist-net,test
842,0.015,7,439.4578425884247,mnist-net,test
846,0.009,7,66.45555758476257,mnist-net,test
852,0.023,7,773.6019570827484,mnist-net,test
853,0.015,7,69.1557264328003,mnist-net,test
859,0.027,7,4448.697470903397,mnist-net,test
880,0.035,7,3594.001172542572,mnist-net,test
898,0.029,7,799.359069108963,mnist-net,test
909,0.033,7,2250.946941137314,mnist-net,test
911,0.049,7,6908.761019706726,mnist-net,test
917,0.031,7,1224.9807343482971,mnist-net,test
930,0.031,7,3237.9260845184326,mnist-net,test
941,0.045,7,6681.309456348419,mnist-net,test
946,0.029,7,3433.785713672638,mnist-net,test
950,0.031,7,3325.251797437668,mnist-net,test
960,0.029,7,4866.730503797531,mnist-net,test
987,0.035,7,6052.088991641998,mnist-net,test
1006,0.023,7,823.7796754837036,mnist-net,test
15,0.047,7,4739.834262132645,mnist-net,train
29,0.023,7,4276.701389074326,mnist-net,train
38,0.047,7,7247.413824796677,mnist-net,train
42,0.015,7,3777.178213596344,mnist-net,train
52,0.033,7,4353.201831102371,mnist-net,train
71,0.029,7,3186.729320049286,mnist-net,train
79,0.043,7,7147.730934619904,mnist-net,train
84,0.037,7,7318.560000658035,mnist-net,train
91,0.031,7,2152.343500852585,mnist-net,train
96,0.033,7,6747.4984126091,mnist-net,train
101,0.027,7,4737.915154218674,mnist-net,train
103,0.039,7,7353.286816120148,mnist-net,train
123,0.039,7,7284.01703619957,mnist-net,train
140,0.031,7,3270.464559316635,mnist-net,train
141,0.031,7,6576.471719264984,mnist-net,train
148,0.003,7,143.0426869392395,mnist-net,train
158,0.023,7,3354.089370727539,mnist-net,train
168,0.015,7,562.1736271381378,mnist-net,train
185,0.043,7,4082.399672269821,mnist-net,train
193,0.043,7,6753.516869544983,mnist-net,train
196,0.037,7,4913.966540336609,mnist-net,train
212,0.003,7,110.41797995567322,mnist-net,train
214,0.037,7,8632.75001692772,mnist-net,train
223,0.043,7,6805.494228363037,mnist-net,train
230,0.021,7,3252.766103029251,mnist-net,train
243,0.035,7,5269.664717912674,mnist-net,train
258,0.031,7,3302.8574724197388,mnist-net,train
263,0.043,7,3971.354756832123,mnist-net,train
288,0.043,7,6543.66056728363,mnist-net,train
301,0.025,7,539.7570233345032,mnist-net,train
305,0.025,7,6789.170394182205,mnist-net,train
307,0.023,7,1300.9612202644348,mnist-net,train
324,0.025,7,1504.7173788547516,mnist-net,train
337,0.037,7,3689.210106611252,mnist-net,train
340,0.019,7,407.1714901924133,mnist-net,train
349,0.031,7,3174.3541045188904,mnist-net,train
353,0.033,7,4193.804732322693,mnist-net,train
370,0.011,7,654.2592904567719,mnist-net,train
371,0.019,7,371.49071884155273,mnist-net,train
377,0.041,7,5464.931820869446,mnist-net,train
384,0.013,7,317.6719148159027,mnist-net,train
387,0.033,7,2278.54936170578,mnist-net,train
411,0.029,7,3549.9425575733185,mnist-net,train
422,0.027,7,4354.174450159073,mnist-net,train
426,0.041,7,4879.483260154724,mnist-net,train
436,0.021,7,3218.835375547409,mnist-net,train
446,0.033,7,4118.036513328552,mnist-net,train
467,0.033,7,5415.330108165741,mnist-net,train
468,0.027,7,2027.717618227005,mnist-net,train
478,0.053,7,10379.028539657593,mnist-net,train
483,0.043,7,3400.614898920059,mnist-net,train
497,0.031,7,6298.013497591019,mnist-net,train
505,0.053,7,5859.089935302734,mnist-net,train
511,0.033,7,4672.565620660782,mnist-net,train
518,0.027,7,4169.245713710785,mnist-net,train
521,0.013,7,532.5892426967621,mnist-net,train
522,0.053,7,7257.19150018692,mnist-net,train
560,0.029,7,2268.700840950012,mnist-net,train
562,0.075,7,10107.134068250656,mnist-net,train
567,0.035,7,4967.2735414505005,mnist-net,train
586,0.035,7,4879.199944972992,mnist-net,train
599,0.033,7,4729.678473472595,mnist-net,train
608,0.033,7,6839.175023078919,mnist-net,train
611,0.023,7,3792.150037765503,mnist-net,train
617,0.019,7,3677.881857872009,mnist-net,train
624,0.037,7,7007.407937288284,mnist-net,train
632,0.039,7,4370.801836490631,mnist-net,train
634,0.031,7,4347.937949895859,mnist-net,train
636,0.019,7,1947.016958475113,mnist-net,train
640,0.049,7,4140.041607379913,mnist-net,train
644,0.025,7,3902.401507616043,mnist-net,train
651,0.031,7,2397.3767318725586,mnist-net,train
654,0.049,7,9725.042325496674,mnist-net,train
683,0.035,7,5665.709651708603,mnist-net,train
686,0.043,7,11825.72853732109,mnist-net,train
703,0.035,7,3439.845849275589,mnist-net,train
723,0.025,7,4151.021568536758,mnist-net,train
724,0.061,7,10822.578258752825,mnist-net,train
728,0.019,7,2361.752865552902,mnist-net,train
730,0.027,7,708.3493859767914,mnist-net,train
750,0.031,7,3327.5203495025635,mnist-net,train
753,0.031,7,3900.478291273117,mnist-net,train
773,0.035,7,1281.529592514038,mnist-net,train
786,0.021,7,2918.209438562393,mnist-net,train
795,0.037,7,7077.610719203949,mnist-net,train
798,0.041,7,6173.979923248291,mnist-net,train
803,0.041,7,6537.927064657211,mnist-net,train
819,0.033,7,6456.908434152603,mnist-net,train
820,0.035,7,6690.212230920792,mnist-net,train
824,0.033,7,6477.492933273315,mnist-net,train
839,0.033,7,4002.5635979175568,mnist-net,train
853,0.029,7,3055.6675503253937,mnist-net,train
868,0.017,7,285.29905819892883,mnist-net,train
880,0.041,7,2998.122210741043,mnist-net,train
883,0.039,7,869.9520378112793,mnist-net,train
884,0.019,7,1580.7667291164398,mnist-net,train
888,0.029,7,321.76217246055603,mnist-net,train
898,0.035,7,1078.635898590088,mnist-net,train
904,0.039,7,6902.469795227051,mnist-net,train
908,0.057,7,14647.59247994423,mnist-net,train
61,0.043,8,9929.484540224075,mnist-net,test
84,0.063,8,20390.907826423645,mnist-net,test
110,0.067,8,10103.134417533876,mnist-net,test
128,0.099,8,17453.576374530792,mnist-net,test
134,0.091,8,9765.286496162416,mnist-net,test
146,0.079,8,17500.666422843933,mnist-net,test
177,0.033,8,8330.825372457504,mnist-net,test
179,0.063,8,9810.166764736176,mnist-net,test
181,0.087,8,9980.388158798218,mnist-net,test
184,0.063,8,11587.61213374138,mnist-net,test
226,0.085,8,10207.9111661911,mnist-net,test
232,0.041,8,1585.496682882309,mnist-net,test
233,0.013,8,469.6813793182373,mnist-net,test
242,0.119,8,16560.79445552826,mnist-net,test
257,0.083,8,22221.9118013382,mnist-net,test
260,0.053,8,5354.0979616642,mnist-net,test
266,0.025,8,4270.015243291855,mnist-net,test
268,0.041,8,3585.1170585155487,mnist-net,test
277,0.063,8,8265.770171642303,mnist-net,test
290,0.023,8,9653.349306106567,mnist-net,test
299,0.093,8,8156.867648124695,mnist-net,test
338,0.077,8,10112.873036623,mnist-net,test
344,0.065,8,7389.408798217773,mnist-net,test
355,0.045,8,5270.107597112656,mnist-net,test
373,0.101,8,12081.447488307953,mnist-net,test
374,0.057,8,10320.322543382645,mnist-net,test
391,0.085,8,13323.995210409164,mnist-net,test
401,0.073,8,10079.36562681198,mnist-net,test
403,0.025,8,4370.67739200592,mnist-net,test
429,0.075,8,14553.341091156006,mnist-net,test
431,0.063,8,12936.939125537872,mnist-net,test
435,0.035,8,17779.568461418152,mnist-net,test
436,0.065,8,7140.013064146042,mnist-net,test
458,0.069,8,19882.066308259964,mnist-net,test
465,0.077,8,18593.832182884216,mnist-net,test
466,0.097,8,12134.168072462082,mnist-net,test
470,0.057,8,10259.105567216871,mnist-net,test
474,0.133,8,5721.718076944351,mnist-net,test
486,0.071,8,19973.1215968132,mnist-net,test
520,0.155,8,25779.913804531097,mnist-net,test
527,0.079,8,8683.449000358582,mnist-net,test
538,0.043,8,8136.399777412415,mnist-net,test
542,0.365,8,14680.23586320877,mnist-net,test
543,0.051,8,12618.705657243729,mnist-net,test
553,0.045,8,2447.274931192398,mnist-net,test
563,0.077,8,12508.962818861008,mnist-net,test
572,0.047,8,9876.78049826622,mnist-net,test
580,0.079,8,7828.040896892548,mnist-net,test
591,0.045,8,13806.724999427795,mnist-net,test
596,0.047,8,15543.318789482117,mnist-net,test
601,0.067,8,6579.894717693329,mnist-net,test
603,0.033,8,7232.380506515503,mnist-net,test
606,0.063,8,15881.259509563446,mnist-net,test
621,0.109,8,15015.054735183716,mnist-net,test
631,0.081,8,8659.607169628143,mnist-net,test
641,0.025,8,4972.0688371658325,mnist-net,test
655,0.023,8,775.9293255805969,mnist-net,test
664,0.089,8,3825.5908510684967,mnist-net,test
685,0.027,8,7181.406674146652,mnist-net,test
693,0.063,8,11448.323052167892,mnist-net,test
709,0.087,8,4575.048526763916,mnist-net,test
714,0.039,8,6837.417853593826,mnist-net,test
718,0.075,8,21481.07951402664,mnist-net,test
761,0.063,8,4941.584630489349,mnist-net,test
781,0.059,8,19904.40436553955,mnist-net,test
787,0.089,8,12266.236950159073,mnist-net,test
793,0.083,8,13330.154417037964,mnist-net,test
800,0.033,8,12672.414161682129,mnist-net,test
805,0.097,8,14025.640171051024,mnist-net,test
806,0.061,8,11393.585276842115,mnist-net,test
839,0.029,8,9934.529090642927,mnist-net,test
844,0.011,8,3215.5819973945618,mnist-net,test
864,0.125,8,13502.315618038176,mnist-net,test
872,0.047,8,11373.612876415253,mnist-net,test
876,0.077,8,14429.235032320024,mnist-net,test
877,0.019,8,1645.40731549263,mnist-net,test
878,0.079,8,20593.094745874405,mnist-net,test
879,0.081,8,15141.266053199768,mnist-net,test
899,0.093,8,14156.634535312653,mnist-net,test
914,0.047,8,12726.193130254744,mnist-net,test
915,0.067,8,10525.14461159706,mnist-net,test
936,0.057,8,14512.695263385773,mnist-net,test
961,0.283,8,20794.97792005539,mnist-net,test
983,0.063,8,10658.49653339386,mnist-net,test
998,0.085,8,6928.267929077148,mnist-net,test
1007,0.035,8,7440.619307518005,mnist-net,test
1018,0.065,8,12163.29186487198,mnist-net,test
1026,0.045,8,21077.45477175713,mnist-net,test
1029,0.073,8,19759.30254793167,mnist-net,test
1033,0.041,8,1889.9808657169344,mnist-net,test
1052,0.035,8,6945.508424043655,mnist-net,test
1068,0.041,8,5994.276016950607,mnist-net,test
1074,0.051,8,6544.532789945602,mnist-net,test
1093,0.057,8,10343.850079536438,mnist-net,test
1101,0.037,8,5815.158822059631,mnist-net,test
1118,0.081,8,14665.307957649233,mnist-net,test
17,0.069,8,8273.132852077484,mnist-net,train
31,0.055,8,8402.79159450531,mnist-net,train
41,0.069,8,14811.95395040512,mnist-net,train
46,0.265,8,4154.242989778519,mnist-net,train
55,0.087,8,3163.1865272521973,mnist-net,train
85,0.067,8,19778.831321954727,mnist-net,train
94,0.069,8,17737.671484470367,mnist-net,train
97,0.079,8,18785.067506551743,mnist-net,train
125,0.057,8,16615.753378868103,mnist-net,train
137,0.041,8,3959.823791027069,mnist-net,train
144,0.059,8,18087.86069059372,mnist-net,train
146,0.101,8,8403.931780576706,mnist-net,train
160,0.051,8,14538.617113351822,mnist-net,train
188,0.069,8,18619.022097826004,mnist-net,train
197,0.073,8,18927.242356300358,mnist-net,train
202,0.041,8,8169.874057769775,mnist-net,train
225,0.067,8,11232.056560516356,mnist-net,train
240,0.059,8,16856.719846963882,mnist-net,train
245,0.117,8,7058.766435623169,mnist-net,train
265,0.097,8,12393.715854644775,mnist-net,train
295,0.053,8,6085.136697292328,mnist-net,train
300,0.057,8,11740.870156764984,mnist-net,train
312,0.089,8,8626.351214408875,mnist-net,train
333,0.113,8,14608.68960928917,mnist-net,train
343,0.051,8,10499.957263708116,mnist-net,train
348,0.065,8,11593.180048704147,mnist-net,train
352,0.073,8,8388.326348304749,mnist-net,train
368,0.057,8,21926.321534395214,mnist-net,train
386,0.033,8,1258.615525484085,mnist-net,train
393,0.087,8,10451.531764030457,mnist-net,train
404,0.039,8,9897.668681621552,mnist-net,train
415,0.075,8,22853.17489361763,mnist-net,train
418,0.023,8,7336.596644639969,mnist-net,train
439,0.083,8,15020.739344596865,mnist-net,train
445,0.091,8,11544.33224773407,mnist-net,train
456,0.067,8,9459.684360742567,mnist-net,train
469,0.071,8,8409.929965257645,mnist-net,train
485,0.065,8,11068.771851062776,mnist-net,train
499,0.087,8,5064.804704427719,mnist-net,train
503,0.053,8,1299.0799741744995,mnist-net,train
517,0.029,8,6725.694443464279,mnist-net,train
528,0.059,8,9840.384222507477,mnist-net,train
532,0.055,8,9967.402942180634,mnist-net,train
539,0.069,8,6992.604153394699,mnist-net,train
545,0.069,8,9148.758351564407,mnist-net,train
559,0.015,8,85.09073114395142,mnist-net,train
571,0.083,8,10851.3811044693,mnist-net,train
575,0.075,8,7505.7750380039215,mnist-net,train
594,0.053,8,7479.374351024628,mnist-net,train
602,0.049,8,10450.768263578417,mnist-net,train
615,0.087,8,6318.412111520767,mnist-net,train
627,0.039,8,11706.843854427338,mnist-net,train
628,0.039,8,9605.713834285736,mnist-net,train
685,0.067,8,7101.630670070648,mnist-net,train
694,0.053,8,14174.758699178696,mnist-net,train
705,0.085,8,3879.3718354702,mnist-net,train
708,0.077,8,11627.378745794296,mnist-net,train
720,0.055,8,12740.5075006485,mnist-net,train
725,0.063,8,5182.747872829437,mnist-net,train
726,0.035,8,11651.711780548096,mnist-net,train
734,0.103,8,11752.782485246658,mnist-net,train
736,0.065,8,14389.113592624664,mnist-net,train
740,0.035,8,8597.285922050476,mnist-net,train
756,0.111,8,11535.532616138458,mnist-net,train
758,0.079,8,9113.22954750061,mnist-net,train
761,0.109,8,6843.143685102463,mnist-net,train
766,0.063,8,3614.341859102249,mnist-net,train
769,0.059,8,4551.255070209503,mnist-net,train
777,0.115,8,10273.511961221697,mnist-net,train
784,0.053,8,11562.463999032974,mnist-net,train
791,0.085,8,3922.1120693683615,mnist-net,train
792,0.031,8,2182.4022529125214,mnist-net,train
796,0.087,8,3282.409709215164,mnist-net,train
817,0.037,8,2337.1484038829803,mnist-net,train
823,0.099,8,12619.188153982162,mnist-net,train
831,0.117,8,9507.18879890442,mnist-net,train
858,0.061,8,10638.432291269302,mnist-net,train
865,0.075,8,9741.412805318832,mnist-net,train
876,0.059,8,10687.129344940186,mnist-net,train
885,0.083,8,6791.470627784729,mnist-net,train
913,0.099,8,7807.934638500214,mnist-net,train
923,0.109,8,8341.98266005516,mnist-net,train
925,0.117,8,13994.73940873146,mnist-net,train
935,0.039,8,8041.678254127502,mnist-net,train
963,0.081,8,12998.21137213707,mnist-net,train
972,0.097,8,13911.014716863632,mnist-net,train
976,0.073,8,8416.960950374603,mnist-net,train
1009,0.055,8,6966.977287530899,mnist-net,train
1013,0.095,8,12597.080973863602,mnist-net,train
1016,0.053,8,7638.416103601456,mnist-net,train
1025,0.067,8,10670.248624801636,mnist-net,train
1026,0.041,8,3502.200417280197,mnist-net,train
1045,0.069,8,4755.612637281418,mnist-net,train
