epsilon,result,label,runtime,network,image,ds
0.045,unsat,1,2550.2264165878296,mnist-net,779,train
0.055,sat,1,159.6201491355896,mnist-net,779,train
0.047,unsat,1,3055.022761583328,mnist-net,779,train
0.051,sat,1,341.3597848415375,mnist-net,779,train
0.049,unsat,1,2455.755955696106,mnist-net,779,train
0.265,sat,1,11.576828241348268,mnist-net,78,train
0.133,sat,1,17.19126868247986,mnist-net,78,train
0.131,sat,1,20.10738515853882,mnist-net,78,train
0.065,sat,1,19.24871516227722,mnist-net,78,train
0.063,sat,1,79.47838735580444,mnist-net,78,train
0.029,unsat,1,384.6931080818176,mnist-net,78,train
0.047,sat,1,84.02569055557251,mnist-net,78,train
0.031,unsat,1,842.443598985672,mnist-net,78,train
0.039,sat,1,345.0652403831482,mnist-net,78,train
0.033,unsat,1,1651.6123569011688,mnist-net,78,train
0.037,unsat,1,3349.605613231659,mnist-net,78,train
0.035,cancelled,1,1609.4794256687164,mnist-net,78,train
0.265,sat,1,10.721832752227783,mnist-net,780,train
0.133,sat,1,17.223737716674805,mnist-net,780,train
0.131,sat,1,20.174962520599365,mnist-net,780,train
0.065,sat,1,20.19918155670166,mnist-net,780,train
0.031,sat,1,12.077837944030762,mnist-net,780,train
0.063,cancelled,1,27.498344659805294,mnist-net,780,train
0.009,unsat,1,7.902587652206421,mnist-net,780,train
0.019,unsat,1,117.03048920631409,mnist-net,780,train
0.021,unsat,1,269.7713236808777,mnist-net,780,train
0.025,unsat,1,1303.275845527649,mnist-net,780,train
0.029,sat,1,12.008758306503296,mnist-net,780,train
0.027,timeout,1,3600.0,mnist-net,780,train
0.265,sat,1,11.109346866607666,mnist-net,783,train
0.133,sat,1,18.32193350791931,mnist-net,783,train
0.131,sat,1,15.44579029083252,mnist-net,783,train
0.065,sat,1,20.25744652748108,mnist-net,783,train
0.063,sat,1,21.82228803634644,mnist-net,783,train
0.029,unsat,1,9.622064352035522,mnist-net,783,train
0.031,unsat,1,76.23362684249878,mnist-net,783,train
0.045,unsat,1,2776.510447740555,mnist-net,783,train
0.047,unsat,1,3023.8484423160558,mnist-net,783,train
0.055,sat,1,250.66579580307007,mnist-net,783,train
0.053,sat,1,346.35794162750244,mnist-net,783,train
0.051,sat,1,414.14912819862366,mnist-net,783,train
0.049,unsat,1,3418.1764702796936,mnist-net,783,train
0.265,sat,1,9.356969594955444,mnist-net,8,train
0.133,sat,1,13.98011302947998,mnist-net,8,train
0.131,sat,1,14.111919164657593,mnist-net,8,train
0.065,sat,1,15.650123834609984,mnist-net,8,train
0.063,sat,1,13.372537851333618,mnist-net,8,train
0.031,sat,1,15.760133028030396,mnist-net,8,train
0.013,unsat,1,6.007417917251587,mnist-net,8,train
0.029,sat,1,158.33573985099792,mnist-net,8,train
0.019,unsat,1,43.47852563858032,mnist-net,8,train
0.021,unsat,1,199.57774090766907,mnist-net,8,train
0.023,unsat,1,914.6601741313934,mnist-net,8,train
0.027,sat,1,128.63613772392273,mnist-net,8,train
0.025,unsat,1,1858.2910346984863,mnist-net,8,train
0.265,sat,1,10.653370380401611,mnist-net,809,train
0.133,sat,1,18.63365411758423,mnist-net,809,train
0.131,sat,1,17.66258955001831,mnist-net,809,train
0.065,sat,1,16.310885667800903,mnist-net,809,train
0.031,unsat,1,7.178442478179932,mnist-net,809,train
0.063,sat,1,16.303894519805908,mnist-net,809,train
0.047,sat,1,154.51695013046265,mnist-net,809,train
0.045,sat,1,247.3762755393982,mnist-net,809,train
0.037,unsat,1,444.3194062709808,mnist-net,809,train
0.039,unsat,1,759.6898822784424,mnist-net,809,train
0.041,unsat,1,2887.439014196396,mnist-net,809,train
0.043,unsat,1,3454.601981163025,mnist-net,809,train
0.265,sat,1,9.324453115463257,mnist-net,821,train
0.133,sat,1,25.51122999191284,mnist-net,821,train
0.131,sat,1,28.628653049468998,mnist-net,821,train
0.065,sat,1,69.2051088809967,mnist-net,821,train
0.031,unsat,1,8.555625677108765,mnist-net,821,train
0.063,sat,1,154.46691393852234,mnist-net,821,train
0.047,unsat,1,3354.3729586601257,mnist-net,821,train
0.045,cancelled,1,3269.6001291275024,mnist-net,821,train
0.057,sat,1,211.15832018852237,mnist-net,821,train
0.053,sat,1,354.38121461868286,mnist-net,821,train
0.051,sat,1,435.68130898475647,mnist-net,821,train
0.049,sat,1,846.3568105697632,mnist-net,821,train
0.265,sat,1,10.907695531845093,mnist-net,99,train
0.133,sat,1,17.95449185371399,mnist-net,99,train
0.131,sat,1,15.621825218200684,mnist-net,99,train
0.065,sat,1,19.15888738632202,mnist-net,99,train
0.063,sat,1,16.60839295387268,mnist-net,99,train
0.029,unsat,1,3345.9785010814667,mnist-net,99,train
0.047,sat,1,14.43403959274292,mnist-net,99,train
0.039,sat,1,16.133816719055176,mnist-net,99,train
0.035,sat,1,108.45284056663512,mnist-net,99,train
0.031,timeout,1,3600.0,mnist-net,99,train
0.033,timeout,1,3600.0,mnist-net,99,train
0.265,sat,2,12.568008661270142,mnist-net,1,test
0.133,sat,2,12.714305400848389,mnist-net,1,test
0.065,sat,2,10.912543058395386,mnist-net,1,test
0.131,cancelled,2,17.047484159469604,mnist-net,1,test
0.021,unsat,2,6.143941640853882,mnist-net,1,test
0.041,sat,2,11.575742483139038,mnist-net,1,test
0.043,cancelled,2,5.980526208877564,mnist-net,1,test
0.027,unsat,2,118.9809741973877,mnist-net,1,test
0.035,sat,2,8.772564888000488,mnist-net,1,test
0.029,unsat,2,300.9272027015686,mnist-net,1,test
0.033,unsat,2,877.7176969051361,mnist-net,1,test
0.031,cancelled,2,433.5509707927704,mnist-net,1,test
0.265,sat,2,8.272714138031006,mnist-net,106,test
0.133,sat,2,13.832114934921265,mnist-net,106,test
0.131,sat,2,9.122498989105225,mnist-net,106,test
0.065,sat,2,7.756725072860718,mnist-net,106,test
0.031,unsat,2,7.176995277404785,mnist-net,106,test
0.063,sat,2,13.694757223129272,mnist-net,106,test
0.045,unsat,2,1216.6394336223602,mnist-net,106,test
0.055,sat,2,18.114038228988647,mnist-net,106,test
0.051,sat,2,188.33607268333435,mnist-net,106,test
0.047,unsat,2,3421.5706992149358,mnist-net,106,test
0.049,timeout,2,3600.0,mnist-net,106,test
0.133,sat,2,25.767943143844604,mnist-net,119,test
0.265,cancelled,2,40.61131477355957,mnist-net,119,test
0.087,sat,2,25.00168371200561,mnist-net,119,test
0.043,sat,2,25.641937732696533,mnist-net,119,test
0.019,unsat,2,12.141324758529665,mnist-net,119,test
0.041,sat,2,21.891287326812744,mnist-net,119,test
0.031,sat,2,22.62735915184021,mnist-net,119,test
0.029,sat,2,110.11625719070436,mnist-net,119,test
0.023,unsat,2,143.88378071784973,mnist-net,119,test
0.025,unsat,2,558.0765764713287,mnist-net,119,test
0.027,unsat,2,1523.8823869228363,mnist-net,119,test
0.133,sat,2,27.128793478012085,mnist-net,147,test
0.265,cancelled,2,38.9504599571228,mnist-net,147,test
0.043,unsat,2,12.05743408203125,mnist-net,147,test
0.087,sat,2,29.464216470718384,mnist-net,147,test
0.089,cancelled,2,16.61486029624939,mnist-net,147,test
0.057,sat,2,29.158745050430294,mnist-net,147,test
0.071,cancelled,2,36.17420482635498,mnist-net,147,test
0.047,unsat,2,185.07660365104675,mnist-net,147,test
0.051,unsat,2,3494.309895515442,mnist-net,147,test
0.055,sat,2,20.0825092792511,mnist-net,147,test
0.053,timeout,2,3600.0,mnist-net,147,test
0.133,sat,2,21.69637703895569,mnist-net,172,test
0.265,cancelled,2,36.931344747543335,mnist-net,172,test
0.087,sat,2,18.864136219024655,mnist-net,172,test
0.043,sat,2,19.72786569595337,mnist-net,172,test
0.019,unsat,2,9.538023471832275,mnist-net,172,test
0.041,sat,2,11.31213641166687,mnist-net,172,test
0.031,sat,2,21.20158863067627,mnist-net,172,test
0.023,unsat,2,8.158587455749512,mnist-net,172,test
0.025,unsat,2,165.30557203292847,mnist-net,172,test
0.029,sat,2,368.63335371017456,mnist-net,172,test
0.027,unsat,2,517.4317719936371,mnist-net,172,test
0.265,sat,2,9.043798685073853,mnist-net,174,test
0.133,sat,2,13.045665979385376,mnist-net,174,test
0.131,sat,2,10.5324227809906,mnist-net,174,test
0.063,sat,2,15.626667499542236,mnist-net,174,test
0.065,cancelled,2,42.5870349407196,mnist-net,174,test
0.021,unsat,2,6.023412466049194,mnist-net,174,test
0.041,unsat,2,3328.991500854492,mnist-net,174,test
0.053,sat,2,240.59296679496765,mnist-net,174,test
0.043,timeout,2,3600.0,mnist-net,174,test
0.049,sat,2,193.55229687690732,mnist-net,174,test
0.047,unsat,2,2897.4782943725586,mnist-net,174,test
0.045,cancelled,2,2675.377743005753,mnist-net,174,test
0.133,sat,2,16.22367262840271,mnist-net,186,test
0.265,cancelled,2,22.089362859725952,mnist-net,186,test
0.043,unsat,2,9.037911891937256,mnist-net,186,test
0.087,sat,2,16.03992199897766,mnist-net,186,test
0.089,cancelled,2,6.855920076370239,mnist-net,186,test
0.071,sat,2,103.18350291252136,mnist-net,186,test
0.057,unsat,2,120.213481426239,mnist-net,186,test
0.055,cancelled,2,17.184920072555542,mnist-net,186,test
0.061,unsat,2,972.8344659805298,mnist-net,186,test
0.065,unsat,2,2593.186398267746,mnist-net,186,test
0.069,sat,2,290.8500392436981,mnist-net,186,test
0.067,unsat,2,3545.7765362262726,mnist-net,186,test
0.265,sat,2,9.416929960250854,mnist-net,199,test
0.133,sat,2,13.4241783618927,mnist-net,199,test
0.131,sat,2,14.397165775299072,mnist-net,199,test
0.065,sat,2,13.029251337051392,mnist-net,199,test
0.031,sat,2,8.942077159881592,mnist-net,199,test
0.063,cancelled,2,19.459773540496823,mnist-net,199,test
0.009,unsat,2,6.226929187774658,mnist-net,199,test
0.019,unsat,2,676.9627296924591,mnist-net,199,test
0.025,sat,2,9.98384165763855,mnist-net,199,test
0.023,sat,2,16.519115686416626,mnist-net,199,test
0.021,sat,2,1231.5692918300629,mnist-net,199,test
0.265,sat,2,10.646908283233644,mnist-net,208,test
0.133,sat,2,12.370020627975464,mnist-net,208,test
0.131,sat,2,13.073070764541626,mnist-net,208,test
0.065,sat,2,13.432601690292358,mnist-net,208,test
0.031,unsat,2,7.618897199630737,mnist-net,208,test
0.063,sat,2,16.451303243637085,mnist-net,208,test
0.047,timeout,2,3600.0,mnist-net,208,test
0.045,timeout,2,3600.0,mnist-net,208,test
0.049,timeout,2,3600.0,mnist-net,208,test
0.043,timeout,2,3600.0,mnist-net,208,test
0.051,sat,2,1460.346589565277,mnist-net,208,test
0.035,unsat,2,30.25467586517334,mnist-net,208,test
0.037,unsat,2,187.7057468891144,mnist-net,208,test
0.039,unsat,2,388.9017615318298,mnist-net,208,test
0.041,unsat,2,2303.4840886592865,mnist-net,208,test
0.265,sat,2,7.213124752044678,mnist-net,221,test
0.133,sat,2,12.34553837776184,mnist-net,221,test
0.131,sat,2,11.22727394104004,mnist-net,221,test
0.065,sat,2,13.102211475372314,mnist-net,221,test
0.063,sat,2,8.793227434158325,mnist-net,221,test
0.031,sat,2,6.71356463432312,mnist-net,221,test
0.029,sat,2,9.78722047805786,mnist-net,221,test
0.013,unsat,2,5.2978105545043945,mnist-net,221,test
0.015,unsat,2,5.693081378936768,mnist-net,221,test
0.021,unsat,2,403.3660795688629,mnist-net,221,test
0.023,unsat,2,919.1917703151704,mnist-net,221,test
0.027,sat,2,18.461328983306885,mnist-net,221,test
0.025,unsat,2,2323.281456470489,mnist-net,221,test
0.265,sat,2,10.755419492721558,mnist-net,222,test
0.133,sat,2,17.482191562652588,mnist-net,222,test
0.131,sat,2,13.460205078125,mnist-net,222,test
0.065,sat,2,15.906556129455566,mnist-net,222,test
0.063,sat,2,19.627880096435547,mnist-net,222,test
0.029,unsat,2,8.489979028701782,mnist-net,222,test
0.047,sat,2,19.437219619750977,mnist-net,222,test
0.039,sat,2,9.835061073303224,mnist-net,222,test
0.031,unsat,2,191.29592084884644,mnist-net,222,test
0.033,unsat,2,301.0240013599396,mnist-net,222,test
0.035,unsat,2,765.6990449428558,mnist-net,222,test
0.037,unsat,2,1910.410978794098,mnist-net,222,test
0.265,sat,2,12.914739608764648,mnist-net,225,test
0.133,sat,2,21.30532956123352,mnist-net,225,test
0.131,sat,2,20.11160111427307,mnist-net,225,test
0.063,sat,2,16.75601077079773,mnist-net,225,test
0.065,cancelled,2,51.07995247840881,mnist-net,225,test
0.021,unsat,2,10.402095556259155,mnist-net,225,test
0.041,unsat,2,3446.7812592983246,mnist-net,225,test
0.043,unsat,2,3438.0179760456085,mnist-net,225,test
0.053,sat,2,497.370436668396,mnist-net,225,test
0.051,sat,2,1334.3561172485352,mnist-net,225,test
0.047,timeout,2,3600.0,mnist-net,225,test
0.045,unsat,2,3367.1224370002747,mnist-net,225,test
0.049,timeout,2,3600.0,mnist-net,225,test
0.265,sat,2,9.562159538269045,mnist-net,236,test
0.133,sat,2,17.56133508682251,mnist-net,236,test
0.131,sat,2,12.764414072036743,mnist-net,236,test
0.065,sat,2,16.807681560516357,mnist-net,236,test
0.063,sat,2,15.27643060684204,mnist-net,236,test
0.031,unsat,2,7.675936222076416,mnist-net,236,test
0.029,cancelled,2,4.01826286315918,mnist-net,236,test
0.041,unsat,2,468.2823708057404,mnist-net,236,test
0.051,unsat,2,1699.6202521324158,mnist-net,236,test
0.053,unsat,2,2869.929330587387,mnist-net,236,test
0.057,sat,2,1752.3024771213531,mnist-net,236,test
0.059,cancelled,2,114.97930812835692,mnist-net,236,test
0.055,unsat,2,3303.0268807411194,mnist-net,236,test
0.265,sat,2,9.301679372787476,mnist-net,237,test
0.133,sat,2,16.66170072555542,mnist-net,237,test
0.131,sat,2,14.161348819732666,mnist-net,237,test
0.065,sat,2,14.591771364212036,mnist-net,237,test
0.063,sat,2,16.194777965545654,mnist-net,237,test
0.029,unsat,2,2906.515959739685,mnist-net,237,test
0.047,sat,2,19.7715802192688,mnist-net,237,test
0.039,sat,2,18.355891227722168,mnist-net,237,test
0.035,sat,2,196.92211604118347,mnist-net,237,test
0.031,unsat,2,3516.390172958374,mnist-net,237,test
0.033,sat,2,516.7115852832794,mnist-net,237,test
0.265,sat,2,9.786932468414308,mnist-net,244,test
0.133,sat,2,14.912303924560549,mnist-net,244,test
0.131,sat,2,17.378678798675537,mnist-net,244,test
0.065,sat,2,18.78431916236877,mnist-net,244,test
0.063,sat,2,18.04407930374145,mnist-net,244,test
0.031,sat,2,19.51242589950561,mnist-net,244,test
0.013,sat,2,10.24319052696228,mnist-net,244,test
0.029,cancelled,2,21.90767455101013,mnist-net,244,test
0.003,unsat,2,10.193125009536743,mnist-net,244,test
0.007,sat,2,9.206509351730348,mnist-net,244,test
0.009,cancelled,2,0.9807734489440918,mnist-net,244,test
0.005,unsat,2,7.209272861480713,mnist-net,244,test
0.133,sat,2,21.13981366157532,mnist-net,249,test
0.265,cancelled,2,28.388149738311768,mnist-net,249,test
0.043,sat,2,9.825666666030884,mnist-net,249,test
0.087,cancelled,2,23.380245685577396,mnist-net,249,test
0.027,sat,2,10.580713033676147,mnist-net,249,test
0.011,unsat,2,9.452737092971802,mnist-net,249,test
0.013,unsat,2,40.488423109054565,mnist-net,249,test
0.019,sat,2,7.3291332721710205,mnist-net,249,test
0.021,cancelled,2,12.83843445777893,mnist-net,249,test
0.017,sat,2,12.37100887298584,mnist-net,249,test
0.015,unsat,2,388.0798568725586,mnist-net,249,test
0.265,sat,2,15.872026443481444,mnist-net,256,test
0.133,sat,2,17.964072465896606,mnist-net,256,test
0.131,sat,2,11.59986972808838,mnist-net,256,test
0.065,sat,2,16.216999769210815,mnist-net,256,test
0.063,sat,2,7.33079981803894,mnist-net,256,test
0.029,unsat,2,781.2403609752655,mnist-net,256,test
0.047,sat,2,8.467894315719604,mnist-net,256,test
0.039,sat,2,9.710618495941162,mnist-net,256,test
0.035,sat,2,9.162502765655518,mnist-net,256,test
0.033,sat,2,8.4893057346344,mnist-net,256,test
0.031,unsat,2,1835.7587277889247,mnist-net,256,test
0.265,sat,2,10.130582094192505,mnist-net,258,test
0.133,sat,2,12.722984790802002,mnist-net,258,test
0.131,sat,2,16.81392741203308,mnist-net,258,test
0.063,sat,2,18.059736967086792,mnist-net,258,test
0.065,cancelled,2,51.34318947792053,mnist-net,258,test
0.021,unsat,2,8.545015335083008,mnist-net,258,test
0.041,unsat,2,3469.63987159729,mnist-net,258,test
0.043,unsat,2,3478.2146742343903,mnist-net,258,test
0.053,sat,2,78.86429715156555,mnist-net,258,test
0.051,sat,2,105.53983473777772,mnist-net,258,test
0.047,sat,2,3189.9701356887817,mnist-net,258,test
0.045,unsat,2,3252.0865931510925,mnist-net,258,test
0.265,sat,2,12.23761820793152,mnist-net,278,test
0.133,sat,2,14.723389148712158,mnist-net,278,test
0.131,sat,2,14.693196296691896,mnist-net,278,test
0.065,sat,2,14.621833801269531,mnist-net,278,test
0.031,sat,2,17.130940914154053,mnist-net,278,test
0.063,cancelled,2,27.717257976531982,mnist-net,278,test
0.019,unsat,2,7.549013376235962,mnist-net,278,test
0.009,cancelled,2,21.192769050598145,mnist-net,278,test
0.023,unsat,2,9.008671283721924,mnist-net,278,test
0.025,unsat,2,42.20836544036865,mnist-net,278,test
0.027,unsat,2,943.134078502655,mnist-net,278,test
0.029,unsat,2,2190.7637741565704,mnist-net,278,test
0.133,sat,2,17.61098289489746,mnist-net,280,test
0.265,cancelled,2,31.755874633789062,mnist-net,280,test
0.265,sat,2,17.804068326950073,mnist-net,280,test
0.087,sat,2,13.412521600723268,mnist-net,280,test
0.043,sat,2,13.692519187927246,mnist-net,280,test
0.019,unsat,2,6.553268194198608,mnist-net,280,test
0.041,sat,2,12.261182069778442,mnist-net,280,test
0.031,sat,2,113.55730199813844,mnist-net,280,test
0.023,unsat,2,10.023464679718018,mnist-net,280,test
0.025,unsat,2,8.817211389541626,mnist-net,280,test
0.027,unsat,2,7.99219822883606,mnist-net,280,test
0.029,unsat,2,348.2716007232666,mnist-net,280,test
0.265,sat,2,9.602176904678345,mnist-net,285,test
0.133,sat,2,13.427465200424194,mnist-net,285,test
0.131,sat,2,15.345932006835938,mnist-net,285,test
0.065,sat,2,15.019065618515016,mnist-net,285,test
0.031,unsat,2,7.427077770233154,mnist-net,285,test
0.063,sat,2,12.88535976409912,mnist-net,285,test
0.045,unsat,2,3206.175308942795,mnist-net,285,test
0.055,sat,2,14.984533786773682,mnist-net,285,test
0.047,unsat,2,3266.0102722644806,mnist-net,285,test
0.051,unsat,2,3284.4973776340485,mnist-net,285,test
0.049,cancelled,2,3270.4405529499054,mnist-net,285,test
0.053,sat,2,233.50441336631772,mnist-net,285,test
0.265,sat,2,17.788569688796997,mnist-net,291,test
0.133,sat,2,18.260255813598636,mnist-net,291,test
0.131,sat,2,16.408699989318848,mnist-net,291,test
0.065,sat,2,18.16543912887573,mnist-net,291,test
0.063,sat,2,17.930724620819092,mnist-net,291,test
0.029,unsat,2,42.53704595565796,mnist-net,291,test
0.047,sat,2,11.233760118484495,mnist-net,291,test
0.031,unsat,2,244.70084857940677,mnist-net,291,test
0.037,unsat,2,1210.572839260101,mnist-net,291,test
0.039,unsat,2,1371.9533438682556,mnist-net,291,test
0.043,sat,2,8.13606858253479,mnist-net,291,test
0.041,unsat,2,2474.804176807404,mnist-net,291,test
0.265,sat,2,10.8183913230896,mnist-net,293,test
0.133,sat,2,15.051003694534302,mnist-net,293,test
0.131,sat,2,16.692182779312134,mnist-net,293,test
0.065,sat,2,15.253094673156738,mnist-net,293,test
0.031,unsat,2,8.647966623306274,mnist-net,293,test
0.047,unsat,2,8.293856143951416,mnist-net,293,test
0.063,sat,2,523.2152111530304,mnist-net,293,test
0.053,unsat,2,610.591673374176,mnist-net,293,test
0.055,unsat,2,1162.678412914276,mnist-net,293,test
0.057,unsat,2,2396.9327754974365,mnist-net,293,test
0.059,unsat,2,3017.402574539185,mnist-net,293,test
0.061,timeout,2,3600.0,mnist-net,293,test
0.265,sat,2,10.353043794631958,mnist-net,298,test
0.133,sat,2,21.118760585784912,mnist-net,298,test
0.131,sat,2,17.42426037788391,mnist-net,298,test
0.065,sat,2,17.84896993637085,mnist-net,298,test
0.063,sat,2,19.836159706115723,mnist-net,298,test
0.031,sat,2,18.93911027908325,mnist-net,298,test
0.029,sat,2,18.04081916809082,mnist-net,298,test
0.013,unsat,2,8.94078516960144,mnist-net,298,test
0.015,unsat,2,9.84103298187256,mnist-net,298,test
0.021,unsat,2,9.771691799163818,mnist-net,298,test
0.023,unsat,2,270.91027641296387,mnist-net,298,test
0.025,unsat,2,709.9469389915466,mnist-net,298,test
0.027,timeout,2,3600.0,mnist-net,298,test
0.265,sat,2,10.771443367004396,mnist-net,303,test
0.133,sat,2,18.714913845062256,mnist-net,303,test
0.131,sat,2,22.02451586723328,mnist-net,303,test
0.065,sat,2,17.773261785507202,mnist-net,303,test
0.063,sat,2,17.519750595092773,mnist-net,303,test
0.031,sat,2,11.640194416046144,mnist-net,303,test
0.013,unsat,2,6.728109836578369,mnist-net,303,test
0.029,sat,2,12.732441663742064,mnist-net,303,test
0.019,unsat,2,183.27117824554443,mnist-net,303,test
0.025,sat,2,15.470654487609863,mnist-net,303,test
0.021,unsat,2,287.9103763103485,mnist-net,303,test
0.023,unsat,2,520.4033951759338,mnist-net,303,test
0.265,sat,2,12.72184157371521,mnist-net,306,test
0.133,sat,2,20.68947029113769,mnist-net,306,test
0.131,sat,2,18.558637380599976,mnist-net,306,test
0.065,sat,2,182.49068450927732,mnist-net,306,test
0.063,sat,2,213.7892870903015,mnist-net,306,test
0.029,unsat,2,10.005947589874268,mnist-net,306,test
0.031,unsat,2,80.44905257225037,mnist-net,306,test
0.047,sat,2,17.82707953453064,mnist-net,306,test
0.045,sat,2,277.3839976787567,mnist-net,306,test
0.037,unsat,2,273.48898124694824,mnist-net,306,test
0.039,unsat,2,584.8893032073975,mnist-net,306,test
0.041,unsat,2,1066.198337316513,mnist-net,306,test
0.043,unsat,2,1414.3279247283936,mnist-net,306,test
0.265,sat,2,12.791205406188965,mnist-net,318,test
0.133,sat,2,20.89617133140564,mnist-net,318,test
0.131,sat,2,20.90751314163208,mnist-net,318,test
0.065,sat,2,23.48262357711792,mnist-net,318,test
0.063,sat,2,17.198240995407104,mnist-net,318,test
0.031,sat,2,22.001696825027462,mnist-net,318,test
0.029,sat,2,16.327386379241943,mnist-net,318,test
0.015,sat,2,102.4564402103424,mnist-net,318,test
0.005,unsat,2,9.84678316116333,mnist-net,318,test
0.009,unsat,2,9.783599853515623,mnist-net,318,test
0.011,unsat,2,11.147850275039673,mnist-net,318,test
0.013,unsat,2,707.5804288387299,mnist-net,318,test
0.265,sat,2,7.882229566574097,mnist-net,326,test
0.133,sat,2,8.680481195449829,mnist-net,326,test
0.131,sat,2,10.2588312625885,mnist-net,326,test
0.065,sat,2,17.6888427734375,mnist-net,326,test
0.063,sat,2,17.238388061523438,mnist-net,326,test
0.031,sat,2,12.707632303237917,mnist-net,326,test
0.029,sat,2,7.449305057525635,mnist-net,326,test
0.013,sat,2,9.36406707763672,mnist-net,326,test
0.015,cancelled,2,8.175326347351074,mnist-net,326,test
0.003,sat,2,10.718818187713625,mnist-net,326,test
0.007,cancelled,2,21.730339288711548,mnist-net,326,test
0.001,unsat,2,6.927192687988281,mnist-net,326,test
0.265,sat,2,10.99237847328186,mnist-net,331,test
0.133,sat,2,15.179758310317991,mnist-net,331,test
0.131,sat,2,18.846688270568848,mnist-net,331,test
0.065,sat,2,18.835716724395752,mnist-net,331,test
0.031,sat,2,9.87896180152893,mnist-net,331,test
0.063,cancelled,2,24.325252771377563,mnist-net,331,test
0.019,unsat,2,8.912681102752686,mnist-net,331,test
0.009,cancelled,2,21.110414028167725,mnist-net,331,test
0.023,unsat,2,6.853585004806519,mnist-net,331,test
0.025,unsat,2,245.24660658836365,mnist-net,331,test
0.029,sat,2,17.166054010391235,mnist-net,331,test
0.027,unsat,2,626.1354808807373,mnist-net,331,test
0.133,sat,2,11.096372365951538,mnist-net,35,test
0.265,cancelled,2,17.02881956100464,mnist-net,35,test
0.087,sat,2,18.089496612548828,mnist-net,35,test
0.041,unsat,2,2074.014497280121,mnist-net,35,test
0.065,sat,2,15.16489028930664,mnist-net,35,test
0.043,unsat,2,3319.16770195961,mnist-net,35,test
0.055,sat,2,319.2256045341492,mnist-net,35,test
0.053,sat,2,2064.455003261566,mnist-net,35,test
0.049,unsat,2,2749.865505695343,mnist-net,35,test
0.047,cancelled,2,3312.6619131565094,mnist-net,35,test
0.051,sat,2,1790.6433198451996,mnist-net,35,test
0.265,sat,2,10.68147349357605,mnist-net,362,test
0.133,sat,2,17.494187355041504,mnist-net,362,test
0.131,sat,2,17.01552176475525,mnist-net,362,test
0.065,sat,2,19.84261155128479,mnist-net,362,test
0.063,sat,2,18.995364904403687,mnist-net,362,test
0.029,unsat,2,8.93201231956482,mnist-net,362,test
0.031,unsat,2,63.253904581069946,mnist-net,362,test
0.045,unsat,2,3213.1471724510197,mnist-net,362,test
0.055,sat,2,13.919116497039797,mnist-net,362,test
0.051,sat,2,15.169073581695557,mnist-net,362,test
0.049,sat,2,66.63619136810303,mnist-net,362,test
0.047,unsat,2,3485.056336402893,mnist-net,362,test
0.265,sat,2,12.11412262916565,mnist-net,363,test
0.133,sat,2,18.490264654159542,mnist-net,363,test
0.131,sat,2,14.063806533813477,mnist-net,363,test
0.065,sat,2,12.661208391189575,mnist-net,363,test
0.063,sat,2,17.605669498443604,mnist-net,363,test
0.029,unsat,2,396.7231698036194,mnist-net,363,test
0.047,sat,2,16.20012927055359,mnist-net,363,test
0.039,sat,2,90.82461738586426,mnist-net,363,test
0.031,unsat,2,599.0131013393402,mnist-net,363,test
0.033,unsat,2,2059.8040657043457,mnist-net,363,test
0.035,unsat,2,2662.9623606204987,mnist-net,363,test
0.037,unsat,2,3408.292759180069,mnist-net,363,test
0.265,sat,2,8.245673894882202,mnist-net,371,test
0.133,sat,2,13.61089324951172,mnist-net,371,test
0.131,sat,2,14.127167224884031,mnist-net,371,test
0.063,sat,2,193.57359051704407,mnist-net,371,test
0.065,cancelled,2,221.9102020263672,mnist-net,371,test
0.021,unsat,2,8.324562072753906,mnist-net,371,test
0.041,unsat,2,456.5570402145386,mnist-net,371,test
0.043,unsat,2,2023.8458280563357,mnist-net,371,test
0.053,timeout,2,3600.0,mnist-net,371,test
0.055,sat,2,1126.0223903656006,mnist-net,371,test
0.051,unsat,2,3239.178393602371,mnist-net,371,test
0.047,cancelled,2,102.38991260528564,mnist-net,371,test
0.265,sat,2,6.462294340133667,mnist-net,38,test
0.133,sat,2,12.773477792739868,mnist-net,38,test
0.131,sat,2,12.352668523788452,mnist-net,38,test
0.065,sat,2,14.297425985336304,mnist-net,38,test
0.063,sat,2,15.884011030197144,mnist-net,38,test
0.029,unsat,2,1596.4949991703031,mnist-net,38,test
0.047,sat,2,13.690201997756958,mnist-net,38,test
0.039,sat,2,90.05531787872314,mnist-net,38,test
0.031,unsat,2,2973.904729127884,mnist-net,38,test
0.035,unsat,2,2920.426784038544,mnist-net,38,test
0.033,cancelled,2,1704.7013795375824,mnist-net,38,test
0.037,sat,2,187.74657797813416,mnist-net,38,test
0.265,sat,2,11.801330327987673,mnist-net,387,test
0.133,sat,2,19.35702133178711,mnist-net,387,test
0.131,sat,2,22.400119066238403,mnist-net,387,test
0.065,sat,2,21.50134754180908,mnist-net,387,test
0.063,sat,2,19.05871033668518,mnist-net,387,test
0.029,unsat,2,1059.647297620773,mnist-net,387,test
0.047,sat,2,18.86267852783203,mnist-net,387,test
0.039,sat,2,19.32474136352539,mnist-net,387,test
0.031,unsat,2,3577.71185708046,mnist-net,387,test
0.035,unsat,2,3185.0154962539677,mnist-net,387,test
0.033,cancelled,2,770.7806730270386,mnist-net,387,test
