image,Epsilon,runtime
15,0.067,10313.94187784195
29,0.049,6638.723217964172
38,0.063,3360.9481568336487
42,0.033,7100.759591341019
52,0.077,17069.095197439194
71,0.067,6850.861107826233
79,0.083,12947.361899137497
84,0.059,13158.028436422348
91,0.059,12354.598386526108
96,0.049,13034.958417654037
101,0.079,6390.200222253799
103,0.049,8896.673633098602
123,0.071,6888.573523283005
140,0.039,6470.576226472855
141,0.077,10063.448350906372
148,0.007,188.5746681690216
158,0.033,7049.496135473251
168,0.025,3679.549696445465
185,0.067,12481.479007959366
193,0.063,2693.4535043239594
196,0.097,13962.728309392929
214,0.093,10688.475054502487
223,0.075,10026.222451210022
230,0.031,3691.4437935352325
243,0.063,3413.1007413864136
258,0.051,6679.336549282074
263,0.077,9827.02614068985
288,0.077,14209.98527765274
301,0.053,8527.649610757828
305,0.047,3805.9789469242096
307,0.039,6802.441362380981
324,0.035,7006.7635753154755
337,0.069,6575.847417593002
340,0.013,3416.4805648326874
349,0.059,11070.075986146927
353,0.047,6848.697520017624
370,0.037,6184.169090747833
371,0.051,9817.278277635574
377,0.073,6913.6510689258575
384,0.025,7012.901481866837
387,0.063,3365.707218647003
411,0.047,3648.358766555786
422,0.049,11167.410500049591
426,0.117,13140.298979759216
436,0.037,6969.138180971146
446,0.045,6788.075061559677
467,0.081,10842.768414974213
468,0.067,7063.901943683624
478,0.099,7044.382471084595
483,0.061,10640.322786331177
497,0.035,6783.1035923957825
505,0.061,13398.468329906464
511,0.077,10884.130670547485
518,0.045,6600.954800128937
521,0.055,6673.804889917374
522,0.089,12905.248551607132
560,0.067,7224.9082815647125
562,0.101,14401.166801691055
567,0.059,10490.711233377457
586,0.043,10312.276106834412
599,0.049,6967.466378211975
608,0.061,13914.667509794235
611,0.051,10614.10253405571
617,0.049,9744.279944896698
624,0.045,9904.560724020004
632,0.095,14007.090371608734
634,0.035,6807.794680595398
636,0.031,6919.193684101105
640,0.099,14908.534158706665
644,0.025,6959.708510637283
651,0.051,9863.269043445587
654,0.079,13316.093732357025
683,0.055,6754.408227682114
686,0.069,7830.550138950348
703,0.059,14556.022117853165
723,0.047,6852.995277166367
724,0.113,16985.091278791428
728,0.031,3217.726162672043
730,0.067,6988.230421304703
750,0.049,12340.103531599045
753,0.061,13541.358737945557
773,0.063,3410.163019657135
786,0.025,6665.471196889877
795,0.067,7131.100838661194
798,0.073,6671.862772226334
803,0.071,10524.710144042969
819,0.067,7151.501170396805
820,0.063,3296.9632618427277
824,0.051,7919.3628606796265
839,0.057,10027.56328201294
853,0.053,10033.65918970108
868,0.035,6390.857728481293
880,0.061,12921.36136507988
883,0.063,13157.542751550674
884,0.037,11468.689972639084
888,0.047,13646.32032752037
898,0.053,7030.208645105362
904,0.057,9663.712084770203
908,0.083,13298.008459568024
