epsilon,result,runtime
0.265,sat,1.9919276237487793
0.133,sat,2.3644254207611084
0.131,sat,2.4610626697540283
0.065,sat,3.9191136360168457
0.063,sat,1.2493889331817627
0.031,unsat,3158.2805523872375
0.029,cancelled,3158.9350662231445
0.051000000000000004,sat,28.724671125411987
0.041,timeout,3600
0.039,timeout,3600
0.043000000000000003,unsat,3373.600218772888
0.037000000000000005,cancelled,3346.7321803569794
0.047,unsat,3455.5062193870544
0.045,cancelled,3458.83305811882
0.049,sat,31.627572536468506
