image,Epsilon,runtime
0,0.031,3597.0520873069763
1,0.105,11167.283700704575
2,0.037,10204.328361034393
3,0.057,10401.479663610458
4,0.031,5335.256811380386
5,0.045,6809.186205625534
6,0.081,10556.818372011185
7,0.121,12144.01267361641
8,0.055,6791.670472860336
9,0.079,10260.479186296463
10,0.075,9035.14847612381
11,0.033,6733.072296142578
12,0.133,4599.560443162918
13,0.073,10572.97107577324
14,0.039,6758.431617498398
15,0.071,7265.303282022476
16,0.041,10638.073019742966
17,0.065,5940.233859539032
18,0.031,6633.38050699234
19,0.057,10459.272345542908
20,0.047,7533.337371349335
21,0.073,10528.021816015244
22,0.043,3429.173832178116
23,0.059,14027.64300274849
25,0.039,6840.844917297363
26,0.041,3303.81205701828
27,0.129,18216.447930336
29,0.021,3735.4729237556458
30,0.057,10854.500382900238
31,0.085,6744.759565591812
32,0.069,8242.88691830635
33,0.023,5870.3097133636475
34,0.077,11566.93666768074
35,0.057,13947.1127743721
36,0.105,16604.102959632874
37,0.113,10259.840090990067
38,0.063,3311.82701587677
39,0.063,7052.651812791824
40,0.063,3416.8468980789185
41,0.051,10237.94804263115
42,0.051,10237.193497419357
43,0.063,3384.0284934043884
44,0.059,14662.614550828934
45,0.091,10495.279040813446
46,0.047,6927.910173177719
47,0.085,10341.65090417862
49,0.037,6950.296284914017
50,0.065,3728.2258660793304
51,0.147,6763.478891611099
52,0.105,11735.776198863983
53,0.007,1226.1675481796265
54,0.015,3416.37984251976
55,0.019,3610.582010746002
56,0.131,3554.9381713867188
57,0.043,3639.426201581955
58,0.081,10316.558384895325
59,0.053,10446.9026927948
60,0.051,8451.07363319397
61,0.037,10246.99144077301
62,0.085,6928.902605056763
63,0.065,8047.94255065918
64,0.057,11909.29258966446
65,0.065,12824.396667718887
66,0.095,14895.160766601562
67,0.031,4008.319633960724
68,0.031,4114.905731678009
69,0.127,15265.0147190094
70,0.013,3586.1010885238647
71,0.087,9273.674580574036
72,0.061,13783.42000579834
73,0.085,7312.491478919983
74,0.063,3311.5338337421417
75,0.071,6997.186612606049
76,0.071,7142.483857154846
77,0.047,10300.548920869827
78,0.041,7136.53582239151
79,0.079,10102.07002401352
81,0.085,6825.027908563614
82,0.115,10046.11029100418
83,0.053,8513.080350637436
84,0.087,3950.6068770885468
85,0.011,72.10071110725403
86,0.055,12506.269218683243
87,0.051,10529.53816151619
88,0.131,3521.657196521759
89,0.091,10376.601282119751
90,0.089,6955.855761289597
91,0.081,10739.42561006546
92,0.051,8827.70914196968
93,0.039,7122.825033903122
94,0.053,10505.53207564354
95,0.095,15086.165947914124
96,0.079,6834.637092828751
97,0.075,7078.985869169235
98,0.065,6526.128806591034
99,0.085,8250.683779001236
100,0.057,7207.322872877121
101,0.105,10580.089039802551
102,0.081,10444.40151309967
103,0.079,6907.436262369156
104,0.021,3394.7354941368103
105,0.065,4988.214566230774
106,0.091,7119.077875375748
107,0.039,6980.803807020187
108,0.095,13830.497510433197
109,0.033,7388.452845096588
110,0.055,8898.129255771637
111,0.027,10037.96428322792
112,0.075,10876.347751617432
113,0.079,10296.360574007034
114,0.061,10436.585302591324
115,0.009,2496.592172384262
116,0.047,6742.0376188755035
117,0.093,6776.779109477997
118,0.043,3657.7478606700897
119,0.005,24.775111436843872
120,0.047,6846.931541919708
121,0.031,10561.23637342453
122,0.053,10163.226966619492
123,0.077,10622.767278194427
124,0.021,3622.6606953144073
125,0.037,10779.821779727936
126,0.051,7396.646621704102
127,0.089,6911.744069337845
128,0.113,10046.466091394424
129,0.077,10502.829790115356
130,0.093,7472.674145936966
131,0.097,10377.552047014236
132,0.105,11251.128631830215
133,0.087,5052.545168638229
134,0.081,8571.669129610062
135,0.075,9251.883855819702
136,0.075,9064.350628852844
137,0.039,6974.129624605179
138,0.099,8286.979026556015
139,0.021,4024.3112988471985
140,0.073,6904.538932323456
141,0.093,6778.944251537323
142,0.035,10048.428387403488
143,0.049,10321.799724578857
144,0.037,6906.96390914917
145,0.053,10756.229969978333
146,0.073,9596.047812223434
147,0.113,9821.831152200699
148,0.093,10990.571732997894
149,,20.967889308929443
150,0.081,11335.930132865906
151,0.005,43.33780074119568
152,0.049,9128.282417058945
153,0.043,10672.109139919281
154,0.059,13798.301450967789
155,0.057,10717.297068357468
156,0.031,3498.1414983272552
157,0.087,7034.136930942535
158,0.021,3741.5370507240295
159,0.061,10797.068484783173
160,0.029,6710.509511947632
161,0.053,7088.7194628715515
162,0.085,6837.78768992424
163,0.057,12124.651180744171
164,0.063,3541.8956508636475
165,0.117,10785.889962434769
166,0.069,6893.9438264369965
167,0.091,10019.343265295029
168,0.021,3880.035942554474
169,0.097,6817.786792039871
170,0.091,7083.789879798889
171,0.081,8606.30131149292
173,0.037,6995.907771348953
174,0.057,11535.094257831573
175,0.051,7500.724198579788
176,0.057,10572.802627325058
177,0.047,10115.754524230957
