image,Epsilon,runtime
3,0.045,3575.0360236167908
6,0.027,952.3781142234802
8,0.025,2150.812707424164
14,0.013,1090.7546617984772
23,0.047,6600.141540527344
24,0.019,433.3209283351898
40,0.017,255.59998965263367
59,0.043,4423.502412557602
67,0.027,3114.319212913513
70,0.027,1889.609278678894
72,0.019,1380.5692529678345
77,0.041,4036.5490489006042
78,0.037,4281.584977865219
99,0.029,7212.547322750092
102,0.017,525.7886636257172
104,0.025,483.5664954185486
105,0.041,3669.2938652038574
112,0.019,697.6730291843414
113,0.045,3188.66841506958
124,0.015,1668.0893805027008
128,0.019,347.802827835083
134,0.077,14731.940933465958
152,0.013,122.57336473464966
174,0.025,2602.7041800022125
177,0.035,4216.284102678299
184,0.031,2273.4914717674255
200,0.031,4250.208171844482
201,0.047,4110.465936899185
205,0.049,6878.881015777588
208,0.021,714.7908089160919
211,0.027,849.5792157649994
224,0.021,834.7188637256622
231,0.029,947.5649318695068
248,0.033,1300.9558670520782
251,0.027,929.4374582767487
269,0.037,3361.3508388996124
270,0.015,379.93962836265564
276,0.017,1013.9931974411011
290,0.029,802.1287050247192
309,0.037,3501.1883311271667
310,0.017,229.7785894870758
315,0.041,3671.0482726097107
345,0.039,6348.2670912742615
351,0.045,7146.081155061722
355,0.051,6221.209247350693
357,0.045,3384.9055695533752
358,0.023,1132.4336025714874
366,0.019,1450.37961435318
382,0.019,716.6787767410278
394,0.027,564.5108888149261
397,0.045,3684.9700787067413
398,0.019,782.5259575843811
406,0.033,1361.0308771133423
408,0.019,577.242662191391
416,0.037,7920.2584636211395
443,0.043,10216.734901666641
447,0.043,5953.555059671402
450,0.005,116.78559565544128
454,0.019,1990.1140551567078
455,0.039,4945.442036390305
466,0.025,3498.6638898849487
470,0.021,5269.306487798691
475,0.037,4086.9787151813507
484,0.019,688.3538072109222
491,0.047,3483.3756091594696
492,0.041,4056.5188961029053
507,0.041,6243.8858897686005
508,0.045,3792.623591184616
510,0.039,3153.0597450733185
533,0.039,4550.698385000229
535,0.043,3756.157403945923
538,0.033,4760.4535121917725
552,0.029,4422.495808839798
553,0.041,3067.53134226799
556,0.021,570.2652924060822
572,0.011,118.1209192276001
573,0.047,3361.872194290161
587,0.039,6001.039131164551
593,0.043,8875.261771917343
604,0.021,3358.6042709350586
609,0.049,7066.887068271637
618,0.017,707.6642823219299
637,0.027,2876.1723058223724
638,0.025,892.6008629798889
648,0.033,5434.450438499451
671,0.045,3624.4684755802155
676,0.007,198.141015291214
678,0.019,1048.6076445579529
691,0.043,11086.039582490921
698,0.037,3262.039163351059
710,0.025,1148.1849436759949
711,0.045,2698.2768964767456
738,0.033,6231.50906252861
747,0.049,5771.234897613525
765,0.041,4982.402839899063
779,0.049,5624.5064108371735
780,0.025,3972.871358156204
783,0.049,6616.086756706238
809,0.043,4564.928892374039
821,0.047,4730.483660697937
