image,Epsilon,runtime
17,0.009,3329.0499057769775
31,0.019,7473.569513320923
41,0.019,7719.179850101471
46,0.013,10514.15412735939
55,0.021,10447.087798118591
85,0.023,10744.798384666443
94,0.079,17241.04359650612
97,0.037,17500.885540246964
125,0.005,3355.279564142227
144,0.043,8910.730380773544
146,0.037,13223.515323400497
160,0.035,11106.740833997726
188,0.087,3562.984594106674
197,0.015,7324.445737838745
245,0.033,12052.526777029037
265,0.023,10480.996366262436
295,0.007,3486.633460521698
312,0.113,13758.869177341461
333,0.061,17557.486026525497
343,0.017,7405.682453870773
348,0.005,3309.2542283535004
352,0.031,14323.670534849167
386,0.035,14491.252810001373
393,0.045,9347.105853557587
415,0.011,3706.9546060562134
439,0.021,7261.636776447296
445,0.057,14389.541000843048
456,0.035,11061.619340896606
469,0.047,10760.600805997849
485,0.073,10418.66351890564
499,0.041,4766.298230648041
517,0.033,21576.151736736298
528,0.011,7527.023229122162
532,0.033,13536.695748806
539,0.053,25716.9395570755
545,0.025,14267.959120750427
571,0.035,10545.211859941483
575,0.035,14607.645324707031
594,0.027,17711.87178516388
615,0.081,10399.64550113678
627,0.007,19111.371094226837
685,0.009,3374.295898914337
694,,157.28031253814697
705,0.027,10558.117102861404
708,0.023,7307.907903432846
725,0.003,736.4659171104431
726,,188.7136538028717
734,0.079,39595.02234959602
736,0.015,10156.157879114151
756,0.027,10541.400669336319
758,0.081,19300.99818301201
761,0.059,10515.548365354538
766,0.027,18152.75956940651
769,0.043,19140.67522597313
777,0.039,10897.973308324814
791,0.039,21782.048380851746
792,0.027,10840.540911197662
796,0.055,17943.467593193054
823,0.037,15224.766336679459
831,0.045,26119.853478193283
858,0.045,21152.551402807236
865,0.007,3568.395442008972
876,0.027,11275.972202777863
885,0.025,7890.842514038086
913,0.053,12143.18978691101
923,0.055,22592.645719766617
925,0.063,8524.705884218216
935,0.011,7181.950383424759
963,0.005,3430.415102005005
972,0.045,11343.90982723236
976,0.051,17775.540936231613
1009,0.009,10847.461679935455
1013,0.017,7364.186527013779
1016,0.003,2507.775082349777
1025,0.055,27996.29102087021
1026,0.011,3600.7162363529205
1059,0.001,155.00755047798157
1063,0.055,8277.078901052475
1064,0.043,11019.303519010544
1067,0.049,8498.158012151718
1086,0.021,4051.1279640197754
1101,0.071,7034.030393123627
1105,0.077,10524.33143377304
