image,Epsilon,runtime
2,0.037,10415.818150997162
9,0.093,10001.372942447662
20,0.075,10036.101396799088
26,0.045,13768.972225189209
53,0.017,3409.8556475639343
58,0.073,13630.032971858978
60,0.081,12694.987710475922
61,0.063,3413.7801156044006
64,0.049,9998.242280483246
89,0.073,6314.579554796219
92,0.039,10327.917501926422
115,0.059,9831.661275863647
127,0.093,12942.318099975586
131,0.095,12419.578525066376
139,0.087,7247.5381190776825
142,0.065,6930.364457845688
150,0.101,7271.966960430145
163,0.081,13809.82396364212
164,0.083,10003.896770954132
166,0.075,6635.023847103119
194,0.073,10116.604978561401
217,0.053,6895.463710069656
222,0.073,10414.848256349564
237,0.051,10355.582484960556
257,0.071,6759.561646223068
271,0.071,6995.8187663555145
272,0.079,12916.662872552872
275,0.065,3003.1727426052094
289,0.085,9489.271650314331
292,0.067,12569.234144926071
294,0.051,7049.630439281464
297,0.087,3490.243624687195
314,0.047,6290.020798444748
329,0.085,20367.70862364769
336,0.069,13861.194053888321
338,0.071,6557.960699081421
342,0.045,6870.185584306717
354,0.057,6138.589984416962
363,0.057,7049.828766822815
369,0.085,5779.000697374344
372,0.059,9668.343302726746
373,0.079,9178.187424182892
379,0.059,11892.255710601807
380,0.065,7277.7811596393585
402,0.073,10317.551082372665
412,0.037,9325.366603374481
413,0.075,6268.734855175018
414,0.011,100.2257571220398
438,0.081,13115.40797162056
442,0.041,2915.514091014862
461,0.061,14544.340718507767
481,0.069,6972.898273706436
531,0.059,10947.102357625961
541,0.063,13769.42434310913
564,0.059,8893.9020819664
569,0.079,13353.026336431503
576,0.071,6276.325522899628
585,0.065,4298.638146877289
590,0.053,6665.285482645035
605,0.053,6681.818697452545
606,0.039,10391.131590127945
616,0.075,13094.59884595871
647,0.037,11336.544803380966
655,0.065,10170.79621386528
661,0.033,6338.397230863571
663,0.051,7518.977874994278
677,0.077,13114.02021598816
680,0.079,16094.985468149185
682,0.023,7058.533146381378
692,0.067,13542.586864471436
697,0.055,9605.259374380112
700,0.031,3109.4548811912537
706,0.041,9910.844198465347
717,0.117,5920.457901716232
718,0.035,10343.98945903778
729,0.055,5868.032647371292
742,0.053,9564.03612446785
746,0.013,3615.630741596222
749,0.039,10171.677703142166
754,0.029,7248.444894552231
797,0.087,3696.6032643318176
804,0.061,9551.787748336792
828,0.083,10059.275610208511
834,0.077,10210.568100452423
842,0.077,11678.398233175278
847,0.103,9845.071945428848
848,0.061,13981.647159814835
850,0.023,3411.1378858089447
851,0.081,9394.454229354858
855,0.065,5400.597207784653
877,0.073,9487.628022670746
882,0.061,15176.776398658752
894,0.069,13974.979269981384
896,0.043,3474.237646341324
897,0.063,13279.45209813118
906,0.065,7021.859676837921
914,0.063,2888.8386533260345
926,0.093,7065.779920339584
937,0.045,8390.265183210373
945,0.073,9985.686648845673
