epsilon,result,runtime
0.265,sat,6.092424392700195
0.133,sat,6.158446788787842
0.131,sat,6.144806623458862
0.065,timeout,3600
0.063,timeout,3600
0.067,timeout,3600
0.061,timeout,3600
0.059000000000000004,unsat,3199.7472012043
0.069,unsat,3208.1899309158325
0.099,sat,5.414915561676025
0.101,cancelled,6.716418266296387
0.079,sat,5.727992057800293
0.08700000000000001,cancelled,7.616477966308594
0.075,sat,39.2512149810791
0.07300000000000001,unsat,3190.686360836029
0.07100000000000001,cancelled,3151.6063854694366
