image,Epsilon,runtime
0,0.067,9574.554661750793
11,0.053,7841.721570253372
35,0.053,10969.726007461548
47,0.111,12698.927387714386
65,0.057,8397.302296638489
100,0.027,11634.815052986145
138,0.031,10692.045687913895
145,0.063,3441.9562046527863
173,0.039,10366.777280330658
175,0.071,6847.215535402298
182,0.077,8736.137157917023
191,0.067,6267.647531032562
219,0.081,9402.49615597725
236,0.101,13061.69910645485
239,0.097,10855.937026023865
244,0.109,10371.89366865158
259,0.083,11927.38040804863
266,0.085,22789.98346734047
273,0.063,7821.933400630951
278,0.003,207.1186399459839
284,0.085,8672.215438365936
287,0.079,6782.542080640793
306,0.029,3446.0748097896576
316,0.039,17458.734620809555
328,0.099,8962.543979167938
332,0.083,9323.571056127548
335,0.093,9462.761228561401
376,0.035,5972.416579008102
396,0.065,3570.7453515529633
403,0.079,16394.55898666382
407,0.075,10816.151053190231
417,0.051,9966.623435974121
420,0.019,7426.720312833786
437,0.079,15628.25219154358
463,0.057,12875.57552933693
474,0.073,6544.012446165085
480,0.099,10184.51347398758
496,0.061,15990.213786363602
502,0.029,7948.775305747986
504,0.127,15229.85474228859
512,0.091,13574.981483697891
513,0.079,17017.76495027542
514,0.021,3014.9199283123016
516,0.085,6117.1774752140045
523,0.059,9610.442392349243
537,0.079,10612.141482114792
543,0.067,13746.507031202316
544,0.109,15499.572396278381
554,0.103,9812.689196825027
579,0.055,13323.296038150787
610,0.099,10417.010793447495
614,0.101,12891.301123857498
620,0.125,21260.88148665428
622,0.023,6624.380351305008
625,0.097,6262.60889005661
652,0.091,12608.867012739182
653,0.095,17676.02379345894
679,0.087,10804.107126235962
690,0.019,7118.633990526199
699,0.087,10057.966949224472
719,0.113,22468.669952392578
722,0.111,18924.317374944687
748,0.035,13326.322002887726
751,0.089,27125.33834195137
757,0.035,7811.816468000412
768,0.063,3142.7286887168884
771,0.083,16150.191991567612
775,0.015,3557.638426065445
778,0.023,6572.167433261871
799,0.093,10216.322937965393
805,0.069,18686.129840373993
815,0.099,17636.15434026718
832,0.061,6910.703588724136
836,0.063,10504.108789682388
837,0.105,18966.601521730423
845,0.091,20428.56031179428
879,0.071,6707.1748876571655
886,0.101,9944.34794807434
899,0.071,10264.5623087883
912,0.099,14081.975169420242
915,0.035,6726.669219732285
916,0.023,4334.813237190247
921,0.067,6924.9225516319275
924,0.057,10287.50532412529
947,0.065,5167.151289463043
956,0.103,13869.244713306427
960,0.099,20688.542135477066
964,0.075,6668.4706699848175
970,0.081,9398.364803552628
985,0.057,13318.070074796677
1024,0.057,10324.23870754242
1032,0.037,6643.068854093552
1039,0.069,9940.832956552505
1062,0.101,16497.212024450302
1071,0.079,9982.808598995209
1087,0.071,9919.849112033844
1089,0.087,3801.0632836818695
1104,0.035,7004.486046791077
