epsilon,result,runtime
0.133,sat,1.2907593250274658
0.265,cancelled,4.246290683746338
0.265,sat,1.3994641304016113
0.043000000000000003,sat,1.4514646530151367
0.08700000000000001,cancelled,4.198208332061768
0.08700000000000001,sat,1.4656617641448975
0.013000000000000001,unsat,0.7304642200469971
0.027000000000000003,sat,0.7990362644195557
0.029,cancelled,0.14455652236938477
0.021,sat,1.3324570655822754
0.015,unsat,3.59961199760437
0.017,unsat,42.746405601501465
0.019000000000000003,sat,33.27123498916626
