image,Epsilon,runtime
0,0.023,152.895747423172
1,0.123,14560.053859949112
2,0.051,9029.546138048172
3,0.059,11067.630764722824
4,0.035,7337.546811580658
5,0.053,7743.57524561882
6,0.079,10612.41794204712
7,0.103,14260.909549951553
8,0.059,11278.011771678925
9,0.079,10638.457631349564
10,0.065,3600.3340604305267
11,0.057,10068.913593530655
12,0.131,3537.230464696884
13,0.069,10751.893879413605
14,0.047,7388.998535394669
15,0.073,10831.698124885559
16,0.043,7345.8627116680145
17,0.037,7263.300706863403
18,0.025,7058.626486539841
19,0.043,3553.9726691246033
20,0.057,10522.93254494667
21,0.063,3494.306735754013
22,0.015,292.4809682369232
23,0.047,4001.399764060974
24,0.007,17.959777355194092
25,0.051,3553.2620463371277
26,0.045,7149.565369606018
27,0.099,10192.234993219376
28,0.025,91.31595706939697
29,0.043,5870.797586679459
30,0.035,7090.662732601166
31,0.021,342.4484086036682
32,0.065,4179.673759698868
33,0.005,23.001941919326782
34,0.069,7299.038613319397
35,0.061,10589.698212146759
36,0.067,7353.0336763858795
37,0.107,12124.912348270416
38,0.043,3555.3529975414276
39,0.035,5698.350393295288
40,0.055,7181.8208203315735
41,0.075,10787.981151103973
42,0.039,7293.827417612076
43,0.053,10822.778766155243
44,0.055,10586.993592262268
45,0.041,3516.6652417182922
46,0.021,2855.206349849701
47,0.073,7283.9778480529785
49,0.013,19.969480752944946
50,0.043,7763.279542684555
51,0.127,14967.834568023682
52,0.081,9946.965070486069
53,0.011,21.600764513015747
54,0.007,16.105852842330933
55,0.009,23.978147268295288
56,0.121,14260.210574150085
57,0.019,3501.5503628253937
58,0.091,10698.945559978485
59,0.075,10091.763910531998
60,0.041,3508.130994796753
61,0.063,7167.781393766403
62,0.045,4535.323879957199
63,0.087,4587.259950876236
64,0.031,3523.198433160782
65,0.075,7863.267948389053
66,0.067,7331.501528501511
67,0.043,10672.349296092987
68,0.047,4564.723239898682
69,0.047,3894.7137110233307
70,0.037,7069.984792709351
