image,Epsilon,runtime
13,0.087,6386.505612373352
18,0.033,6398.873275518417
32,0.089,10435.61671924591
36,0.079,8844.20285487175
39,0.061,13188.380975484848
62,0.065,6544.6511244773865
66,0.091,19947.576564073563
73,0.067,8924.288257360458
83,0.081,13266.665834188461
90,0.083,15640.48108124733
93,0.057,7273.0094339847565
106,0.075,10979.864824771881
126,0.069,13742.629146814346
129,0.067,7433.837633132935
147,0.089,12185.435475826263
151,0.095,18094.178363084793
155,0.085,7372.137086391449
165,0.087,22329.406067848206
186,0.081,10496.356360197067
204,0.099,10365.23359489441
218,0.067,10736.154216527939
221,0.115,20863.49289035797
238,0.041,14703.251952648163
241,0.077,8433.635187864304
256,0.043,11739.677799224854
261,0.081,17248.71234893799
274,0.049,10506.506953716278
286,0.067,10940.941138744354
299,0.111,14269.276881456375
302,0.097,6937.488032579422
311,0.097,5296.806562423706
323,0.103,14232.804132461548
331,0.071,10332.240638971329
367,0.089,7158.500420331955
388,0.065,3115.434872150421
395,0.069,14321.746928453445
401,0.087,20598.14537334442
421,0.087,10846.742854356766
430,0.059,15181.134239196777
431,0.107,12538.724999666214
449,0.099,7283.778765439987
465,0.075,16547.4819149971
488,0.117,25704.16793870926
498,0.059,12494.846156835556
506,0.025,11351.411902189255
534,0.101,15618.6475045681
536,0.083,17366.642737150192
547,0.063,3421.313283920288
565,0.071,5214.094431638718
578,0.049,20084.122148752213
592,0.075,12012.48341012001
597,0.065,7203.026332616806
598,0.031,4931.828381538391
607,0.059,15486.940356254578
623,0.061,14164.12653875351
630,0.017,7905.55841422081
649,0.109,15196.464146614075
658,0.081,9351.012951374054
660,0.043,5760.659059524536
665,0.055,17170.773015499115
672,0.079,16688.513114213943
681,0.095,14214.233580827713
701,0.101,19947.620903015137
721,0.091,19624.551752090454
735,0.093,30809.14046049118
737,0.077,17181.190720319748
739,0.077,13519.609778404236
759,0.065,3431.1757695674896
762,0.109,10211.245314359665
770,0.065,11081.919735193253
785,0.091,10563.221489667892
794,0.115,10439.690994024277
802,0.099,10327.568837165833
810,0.111,13325.398160934448
816,0.085,7101.224734783173
829,0.089,12956.829231262207
841,0.101,13728.35749745369
846,0.089,6457.0825226306915
852,0.081,9390.062024116516
881,0.089,17462.839162826538
892,0.013,3488.3194007873535
901,0.069,9199.12712597847
910,0.045,9904.558506011963
922,0.027,11028.635481834412
939,0.035,10984.67665886879
944,0.093,13182.4601085186
955,0.063,4010.729986190796
958,0.063,13247.640151023865
973,0.081,10049.391894102097
977,0.075,8271.812396526337
986,0.113,16679.366300344467
996,0.075,10350.358082294464
999,0.071,6988.644921779633
1020,0.061,17082.239861249924
1041,0.085,9278.664865016937
1070,0.019,3528.595737695694
1091,0.051,6715.588715553284
1092,0.087,6755.213599681854
1100,0.043,10371.228312969208
