image,Epsilon,runtime
3,0.045,21059.6549141407
6,0.043,15924.216378211975
8,0.021,13963.12659907341
14,0.021,17075.410874843597
23,0.061,6528.809930324554
24,0.011,2858.104556798935
40,0.049,18635.444232463837
59,0.057,13223.355171918869
67,0.013,3614.404035806656
70,0.017,10769.383459329605
72,0.029,14487.377534151077
77,0.055,16341.835842609406
78,0.039,6307.268731355667
99,0.025,7586.8229694366455
102,0.037,10823.350968122482
104,0.035,8675.222742080688
105,0.059,23767.306045770645
112,0.041,7136.191830635071
113,0.059,17468.36120057106
124,0.023,21164.74897170067
128,0.041,9974.16985321045
134,0.025,14444.9721865654
152,0.037,14514.486986637115
174,0.049,10140.784873485565
177,0.043,8812.280260324478
184,0.027,13894.702823400497
200,0.035,19451.46107363701
201,0.069,5252.620375871658
205,0.027,28096.0192258358
208,0.055,20221.67337656021
211,0.055,16560.44577884674
224,0.031,3361.786339044571
231,0.069,6414.188578367233
248,0.053,7513.167133808136
251,0.059,13344.047270536423
269,0.063,3179.9534347057343
270,0.043,10389.271792411804
276,0.037,9813.86144042015
290,0.057,13135.702741622925
309,0.043,10124.289979457855
310,0.033,8935.748117923737
315,0.051,6437.234557151794
345,0.041,8161.66992354393
351,0.047,6203.33526968956
355,0.055,9315.081658363342
357,0.049,13167.074393749237
358,0.035,9943.913954257965
366,0.037,9869.990278482437
382,0.053,10052.087009429932
394,0.045,13142.650564908981
397,0.057,13857.00240778923
398,0.039,6983.82665681839
406,0.053,13408.491724967957
408,0.039,6544.813848495483
416,0.051,6898.250713825226
443,0.041,3469.868442773819
447,0.047,9485.549446582794
450,0.041,3502.25261592865
454,0.035,8299.880774497986
455,0.035,7370.90184545517
466,0.039,7003.471121311188
470,0.007,114.67499899864197
475,0.069,13589.1140666008
484,0.045,6751.111721992493
491,0.073,6223.74733543396
492,0.045,9296.622667312622
507,0.073,6268.785883188248
508,0.065,5882.752964496613
510,0.051,6794.026058912277
533,0.061,13650.338594436646
535,0.065,3252.3134808540344
538,0.053,9817.415960073471
552,0.053,10188.440130472183
553,0.049,7026.645285129547
556,0.041,6830.625400543213
572,0.031,6845.40642118454
573,0.065,10371.912417173386
587,0.069,6452.749174356461
593,0.075,12650.743577241898
604,0.035,7535.990740299225
609,0.059,9880.52456831932
618,0.037,6434.241301059723
637,0.037,12218.19058895111
638,0.051,6834.843652009964
648,0.043,5173.166844367981
671,0.057,13393.714496135712
676,0.037,6897.3597185611725
678,0.051,6674.021853685379
691,0.053,12111.466581344604
698,0.051,6401.948683261871
710,0.053,9878.822694063187
711,0.075,7108.310586929321
738,0.035,10538.572547912598
747,0.073,9731.941769361496
765,0.055,10005.511665344238
779,0.061,12917.332842350006
780,0.037,6992.029380083084
783,0.055,9861.98980641365
809,0.047,7749.44028377533
821,0.067,7613.888175010681
