image,Epsilon,runtime
0,0.087,3504.2186303138733
1,0.127,14144.481284618378
2,0.021,6826.06680226326
3,0.029,3527.906404018402
4,0.031,10373.993825674057
5,0.047,7118.248805761337
6,0.097,6823.510352373123
7,0.119,13588.010221481323
8,0.071,7681.092356204987
9,0.081,7773.4562129974365
10,0.087,3461.087842464447
11,0.035,10515.805693864822
12,0.137,7840.577272176743
13,0.091,10633.013643741608
14,0.057,11224.700543880463
15,0.065,9186.240310192108
16,0.031,6842.217051744461
17,0.037,10539.666866064072
18,0.023,6853.234995365143
19,0.047,7040.354093313217
20,0.051,10322.013387680054
21,0.123,13869.529363155365
22,0.031,4115.148978471756
23,0.031,7521.428642034531
24,0.001,29.8932363986969
25,0.017,6924.263753652573
26,0.055,10196.442926645279
27,0.147,10760.93210887909
29,0.053,10457.53531575203
30,0.041,6953.902086496353
31,0.065,3537.9232070446014
32,0.079,6767.996803998947
33,0.013,3413.329799890518
34,0.097,6703.5766479969025
35,0.025,10122.202625513077
36,0.097,6569.494845151901
37,0.145,6934.3384511470795
38,0.069,6677.609024047852
39,0.065,4153.925368070602
40,0.073,7125.852844238281
41,0.085,10532.362680196762
42,0.037,10817.631647348404
43,0.057,10212.106782913208
44,0.061,10818.590977668762
45,0.075,12188.030365467072
46,0.047,6876.670157432556
47,0.085,10231.610371351242
48,0.009,3435.561110496521
49,0.027,7482.9021582603455
50,0.085,7086.185363769531
51,0.165,6671.416529178619
52,0.087,4502.484880924225
53,0.013,3343.0144739151
54,0.013,3503.9089090824127
55,0.023,8056.143419504166
56,0.133,5727.983881473541
57,0.057,14349.083400011063
58,0.055,10120.183462142944
59,0.029,3479.14656996727
60,0.031,4133.590880870819
61,0.051,10442.729639291763
62,0.043,3730.7207536697388
63,0.089,7276.832297563553
64,0.029,3478.1168711185455
65,0.083,10922.229192972183
66,0.095,8377.167009592056
67,0.027,6890.862001657486
68,0.051,9988.404924631119
69,0.107,7647.714707136154
70,0.035,6869.572158575058
71,0.107,7135.093383312225
72,0.051,7335.256689071655
73,0.093,6668.763788461685
74,0.063,3357.112898826599
75,0.097,6893.744406461716
76,0.063,3480.627593755722
77,0.031,3534.0569775104523
78,0.005,445.8738360404968
79,0.087,5338.910191297531
81,0.099,7119.013395309448
82,0.127,15739.363795757294
83,0.053,10496.249000310898
84,0.057,10340.010724067688
85,0.043,4007.7160432338715
86,0.065,10091.983386278152
87,0.085,10104.843309164047
88,0.125,15422.3675096035
89,0.087,8354.39851975441
90,0.123,13345.301944732666
91,0.099,6802.794850349426
92,0.037,7079.875277757645
93,0.063,3467.3111464977264
94,0.065,3884.8288023471832
95,0.137,6905.999242544174
96,0.077,10339.070484399796
97,0.065,10276.800512075424
98,0.063,6873.909770488739
99,0.009,4048.433556318283
100,0.081,10994.390340328217
101,0.093,10832.207783699036
102,0.081,10540.68781208992
103,0.093,14006.066250562668
104,0.031,3429.056881904602
105,0.085,10435.379467010498
106,0.033,7562.550662755966
107,0.015,3896.5452270507812
108,0.099,11712.157279014587
109,0.035,7653.172922372818
110,0.073,6848.079555988312
111,0.029,3582.047383546829
112,0.043,3614.2535920143127
113,0.097,6770.08433675766
114,0.041,3567.8695862293243
115,0.009,3383.2242970466614
116,0.039,9364.760679483414
117,0.047,6908.432742595673
118,0.031,3490.8519792556763
119,0.025,6921.815044403076
121,0.031,3545.746965646744
122,0.069,10330.749021530151
123,0.057,10411.30579328537
124,0.051,10818.491147756577
125,0.045,7224.79998254776
126,0.085,5208.763878107071
127,0.101,10842.197068691254
128,0.121,15017.812536001205
129,0.099,7244.758139133453
130,0.115,14119.427792549133
131,0.107,8013.440365791321
133,0.065,4083.3827130794525
134,0.107,8119.03236579895
135,0.077,13447.071120500565
136,0.087,11218.550296068192
137,0.039,6786.485985040665
138,0.139,7842.837826013565
139,0.021,6886.904830932617
140,0.075,7405.056600570679
141,0.097,12685.394718408585
142,0.015,3363.6809663772583
143,0.047,7786.291242361069
144,0.037,10315.287689685822
145,0.065,4234.301869153976
146,0.081,7598.993525266647
147,0.111,9467.801588535309
149,,28.24258255958557
150,0.079,6797.160461902618
151,0.011,3322.2501125335693
152,0.079,7004.252730846405
153,0.055,6747.329051971436
154,0.051,10460.849469423294
155,0.095,11048.393107891083
156,0.063,3416.184846639633
157,0.093,11017.412764310837
158,0.061,10111.906983852386
159,0.041,6899.915801286697
160,0.047,7031.667975187302
161,0.065,3817.583116531372
162,0.133,4480.85631608963
163,0.087,11421.886539459229
164,0.103,6717.63995218277
165,0.105,10409.425917625427
166,0.045,10358.379059553146
167,0.019,3580.5707516670227
168,0.093,10479.38402891159
169,0.099,7527.560870409012
170,0.091,11250.299494981766
171,0.059,13510.02168917656
173,0.049,6927.649590969086
174,0.069,7198.074489831924
175,0.053,6682.670741319656
176,0.059,10505.652902841568
177,0.031,3411.4830470085144
179,0.083,14441.088454961777
180,0.031,4069.8757152557373
181,0.055,6637.737240076065
182,0.053,10582.768591403961
183,0.091,10250.020532608032
184,0.089,10196.689875364304
185,0.109,10623.034099340439
186,0.065,9525.682039022446
187,0.015,3870.839364528656
