image,Epsilon,runtime
474,0.029,3562.6698203086853
475,0.009,17.727531671524048
477,0.033,26.675188779830933
479,,17.569891214370728
481,0.027,3524.195808649063
482,0.017,20.67876434326172
483,,16.677261114120483
484,0.013,25.168757438659668
485,0.039,7207.546011686325
486,,20.35655117034912
487,0.031,3596.444586992264
489,0.021,65.2883608341217
490,,17.969290733337402
491,0.003,20.266019105911255
492,0.035,27.988136053085327
493,0.039,3611.0949840545654
495,,19.407047033309937
496,0.013,29.6715829372406
497,,17.16173219680786
498,,18.26002264022827
499,0.007,21.253846406936646
