epsilon,result,runtime
0.133,sat,0.857621431350708
0.265,cancelled,3.7946105003356934
0.265,sat,0.8701891899108887
0.043000000000000003,sat,0.8711323738098145
0.08700000000000001,cancelled,3.594780445098877
0.08700000000000001,sat,0.8465783596038818
0.013000000000000001,unsat,0.7112631797790527
0.027000000000000003,sat,0.8018510341644287
0.029,cancelled,0.10830020904541016
0.017,unsat,1.1540629863739014
0.023,sat,1.4347121715545654
0.019000000000000003,unsat,4.115585565567017
0.021,unsat,14.582575559616089
