image,Epsilon,runtime
1,0.103,16054.872098684311
21,0.055,12837.809044837952
34,0.105,10614.634749650955
37,0.143,10402.550777435303
51,0.125,30372.190207719803
56,0.111,33366.88563132286
63,0.073,17974.976341724396
68,0.029,12701.503240823746
69,0.079,23795.499036073685
75,0.033,13036.000202178955
81,0.071,11865.76090502739
88,0.125,21833.788376808167
95,0.143,14305.197845220566
108,0.065,5416.623674631119
114,0.131,8463.736166715622
118,0.089,9160.44835805893
119,0.115,41091.297959804535
121,0.103,16595.91352415085
156,0.087,7715.850727081299
169,0.069,15012.759055376053
192,0.163,16156.838606595993
206,0.095,14473.369519233704
209,0.113,22215.612237215042
210,0.083,19068.320766210556
216,0.075,13481.405396461487
229,0.127,15566.814805984497
232,0.089,9423.63222527504
234,0.079,16211.5925385952
246,0.009,3400.1400468349457
249,0.119,16361.396754741669
260,0.085,9043.098846912384
283,0.199,20009.218728542328
293,0.165,6385.84491443634
296,0.109,13821.642188072205
303,0.153,12770.556163787842
320,0.115,18210.71573615074
326,0.153,16114.958086013794
359,0.135,14847.897855758667
399,0.185,13772.203330516815
427,0.195,23624.814743041992
429,0.185,22819.176837444305
435,0.161,12408.330262899399
440,0.027,14554.861286878586
451,0.065,9334.334630727768
453,0.101,28888.3319106102
458,0.151,23012.31112599373
462,0.161,19760.421306610107
464,0.135,10434.035065174103
473,0.111,24481.591715335846
489,0.077,12153.572609424591
519,0.145,13427.362983942032
524,0.097,11615.636483430862
526,0.159,13345.537474393845
527,0.083,18207.473616838455
542,0.083,28121.275669574738
577,0.123,33505.974735975266
582,0.129,19185.076815128326
596,0.101,15919.265848398209
603,0.137,10438.272829055786
612,0.165,6368.178068161011
633,0.093,24834.73848772049
639,0.103,40339.67938876152
656,0.175,5838.850774526596
662,0.093,19984.908722400665
666,0.095,40814.95631527901
667,0.099,13710.284086227417
668,0.133,10838.568168401718
669,0.137,10810.834896087646
689,0.133,4723.22579574585
702,0.097,17159.821638584137
709,0.127,30370.55929350853
712,0.009,3568.0792202949524
733,0.133,4355.5534019470215
743,0.139,17820.473103761673
745,0.147,18147.284739732742
776,0.119,61524.83568716049
781,0.137,30458.47758603096
787,0.127,10478.497902393341
790,0.021,14406.764000415802
818,0.091,39814.91788196564
825,0.145,13970.338121891022
849,0.109,25666.798342227936
859,0.089,42079.20412182808
860,0.145,15046.410443544388
869,0.097,13590.199448823929
872,0.181,9602.87516093254
889,0.023,10303.284542560577
903,0.031,10563.734312534332
927,0.119,13408.388912200928
943,0.037,7537.600337743759
949,0.091,11676.375781297684
952,0.115,9985.759006738663
957,0.087,11569.642720222473
965,0.095,13437.93022942543
979,0.123,13217.709028720856
984,0.071,6874.1292288303375
997,0.087,10357.736731290817
1000,0.101,7023.850728273392
1015,0.007,798.0665185451508
1018,0.157,10708.210329771042
