image,Epsilon,runtime
15,0.129,18785.34088897705
29,0.013,10909.38349199295
38,0.149,13750.044452905655
42,0.049,22568.825032949448
52,0.081,13545.529515504837
71,0.099,10980.740089178085
79,0.045,12146.602722406387
84,0.079,12661.754554510117
91,0.103,13154.94002532959
96,0.045,8666.850682497025
101,0.091,12415.681889772415
103,0.059,13308.589700460434
123,0.083,10048.96264886856
140,0.013,7043.036925315857
141,0.013,7364.8836896419525
148,0.019,11041.184955596924
158,0.017,13240.479218959808
168,0.047,9374.882125377655
185,0.097,7221.7469165325165
193,0.107,19354.72567009926
196,0.101,10387.526957988739
212,0.009,10681.401307821274
214,0.103,11588.177721977234
223,0.123,12318.512320518494
230,0.059,14076.585203647614
243,0.093,12831.452665090561
258,0.065,6698.327479362488
263,0.099,16950.661761522293
288,0.141,10339.293379545212
301,0.065,6680.594879388809
305,0.107,7144.64492726326
307,0.061,16638.85407447815
324,0.107,7821.045511722565
337,0.095,10776.173758268356
340,0.047,10076.812988996506
349,0.095,16614.32919573784
353,0.047,9838.165757894516
371,0.021,3944.806519985199
377,0.117,22742.88583111763
384,0.101,10415.535633087158
387,0.087,9152.371498346329
411,0.115,11044.93860244751
422,0.057,20981.272197008133
426,0.139,17533.4550447464
436,0.055,8929.560821533203
446,0.039,11473.948641061783
467,0.109,10615.721601486206
468,0.041,10706.599346876144
478,0.161,17230.10186815262
483,0.103,16608.30648970604
497,0.029,13685.330171108246
505,0.085,8926.407339334488
511,0.073,14478.08667230606
518,0.085,7108.452370405197
521,0.095,16479.124491930008
522,0.117,29903.324954509735
560,0.079,7706.508710861206
562,0.059,13867.050562143326
567,0.069,15845.782359361649
586,0.025,9648.1885638237
599,0.043,14956.356016397476
608,0.051,10661.059400081635
611,0.043,6922.157624006271
617,0.055,15790.908336162567
624,0.147,10180.272236824036
632,0.111,15133.264020681381
634,0.045,10851.459815263748
636,0.035,8868.127836227417
640,0.115,9777.745410203934
644,0.043,8629.868019342422
651,0.073,10723.900670289993
654,0.065,9468.054484128952
683,0.119,12998.738209486008
686,0.065,22907.67714858055
703,0.111,18240.434499263763
723,0.099,11145.000774383545
724,0.135,11611.690018415451
728,0.031,14058.155034303665
730,0.145,32280.539463043213
750,0.077,18317.91074705124
753,0.101,16003.806173086166
773,0.093,32348.36768269539
786,0.047,11195.24278140068
795,0.105,10327.868168354034
798,0.121,13827.489295005798
803,0.095,17541.19593310356
819,0.061,18898.038326978683
820,0.025,6957.77184343338
824,0.093,14398.534569740295
839,0.103,33001.68206119537
853,0.089,16919.227686405182
868,0.059,17197.7573428154
880,0.093,10615.26041841507
883,0.047,12887.612926721573
884,0.019,3732.1561090946198
888,0.065,5026.029057025909
898,0.143,20509.01974582672
904,0.081,25280.096884012222
908,0.113,35842.58744764328
