image,Epsilon,runtime
3,0.121,16308.072227239609
6,0.135,7544.176399946213
8,0.105,18088.80872440338
14,0.109,8684.523885250092
23,0.127,15057.995336771011
24,0.019,12528.449394702911
40,0.123,14762.01690530777
59,0.127,14834.726330280304
67,0.071,12681.023126125336
70,0.055,20298.43993782997
72,0.135,7725.131409168243
77,0.125,31063.635511636734
78,0.141,10111.535264968872
99,0.077,15942.347481012344
102,0.115,10334.673765182495
104,0.105,17085.049134492874
105,0.131,3092.299827814102
112,0.135,7799.7871034145355
113,0.107,8815.31217122078
124,0.095,13615.961970090866
128,0.143,10476.790235757828
134,0.031,26377.14472436905
152,0.125,17470.157870054245
174,0.115,17917.893523931503
177,0.149,12507.222796440125
184,0.109,11747.53415775299
200,0.133,8214.066441297531
201,0.135,7318.511572360992
205,0.117,12252.211894750595
208,0.167,12952.359616279602
211,0.165,10940.612227201462
224,0.015,12150.286571741104
231,0.147,6988.22830247879
248,0.141,9338.829428434372
251,0.149,13498.621918678284
269,0.129,23464.774279117584
270,0.099,11995.287674427032
276,0.097,17901.333718776703
290,0.125,27947.7262506485
309,0.071,22023.042537212372
310,0.103,25336.14587378502
315,0.147,14988.75432062149
345,0.135,10300.542221784592
351,0.123,15855.348460435867
355,0.107,10391.038975477219
357,0.153,6267.736013889313
358,0.101,13028.472959280014
366,0.119,12551.245313167572
382,0.169,12343.139501571655
394,0.113,10173.814319610596
397,0.109,13743.684519052505
398,0.101,8053.340832948685
406,0.143,9807.641175985336
408,0.095,22040.663098812103
416,0.139,12224.244269609451
443,0.113,17207.48193335533
447,0.091,18491.25927257538
450,0.125,14225.868792057037
454,0.095,26756.956076145172
455,0.103,27434.030705690384
466,0.073,18951.59358024597
470,0.007,11046.43963932991
475,0.129,14916.177279949188
484,0.123,16265.947437763214
491,0.043,9960.883149385452
492,0.113,10286.783987760544
507,0.131,3094.4539711475372
508,0.129,20879.114897727966
510,0.095,19961.98131942749
533,0.057,14531.931778430939
535,0.073,14643.99442768097
538,0.081,21024.46240091324
552,0.127,24399.3087747097
553,0.143,9193.561131715775
556,0.155,12162.585201740265
572,0.123,16739.815004587173
573,0.161,9173.214182376862
587,0.103,16330.013465166092
593,0.141,6405.554486036301
604,0.051,13586.938622236252
609,0.133,4787.1259434223175
618,0.113,9731.66111946106
637,0.089,9932.43055677414
638,0.127,15669.62483716011
648,0.101,18315.86794066429
671,0.179,11111.68742966652
676,0.105,17993.674450159073
678,0.143,10017.412086486816
691,0.155,10276.098195552826
698,0.117,16766.968566179276
710,0.119,12615.802078723907
711,0.153,6442.463127374649
738,0.099,16975.48396062851
747,0.131,7541.160927534103
765,0.097,30972.179260253906
779,0.089,37278.93951153755
780,0.125,36846.84163355827
783,0.095,21776.959459543228
809,0.073,29422.310331344604
821,0.099,28666.78912782669
