image,Epsilon,runtime
0,0.005,24.786028623580933
1,0.115,13490.675694704056
2,0.025,6751.330604314804
3,0.043,3624.736978530884
4,0.059,11279.529928207397
5,0.029,3529.0499410629272
6,0.057,13350.902386188507
7,0.153,6594.024188995361
8,0.037,9775.600405693054
9,0.103,7342.203764200211
10,0.127,13992.10738325119
11,0.047,6503.485285520554
12,0.175,10422.565441608429
13,0.087,10633.181734085083
14,0.031,4167.937887430191
15,0.043,4808.258092164993
16,0.035,6517.26432800293
17,0.065,6657.336871623993
18,0.009,970.8004238605499
19,0.021,6697.095747470856
20,0.087,3344.4836790561676
21,0.085,8167.694345712662
22,0.025,6675.39298915863
23,0.041,7847.850567102432
25,0.043,3611.1412177085876
26,0.035,6942.356073856354
27,0.203,10602.639257192612
29,0.021,6905.861360788345
30,0.047,6573.136562585831
31,0.043,9972.006305932999
32,0.091,10003.8837723732
33,0.009,1367.918006658554
34,0.113,9986.536711454391
35,0.057,6826.0257704257965
36,0.081,9073.01191687584
37,0.143,10313.74164891243
38,0.083,12697.954618215561
39,0.079,9698.99106001854
40,0.047,6523.137932062149
41,0.053,10405.826491594315
42,0.033,7165.308310031891
43,0.037,9920.027393341064
44,0.099,10673.35411643982
45,0.099,9760.077594280243
46,0.021,4100.1806609630585
47,0.091,12721.650357246399
49,0.103,10321.783272504807
50,0.045,6547.103018045425
51,0.091,7100.366269111633
52,0.087,8524.059469223022
53,0.007,770.3604640960693
54,0.029,3429.1680936813354
55,0.023,6679.4084367752075
56,0.123,9975.039443969727
57,0.059,11434.920179843903
58,0.073,6671.853071928024
59,0.051,7362.667721271515
60,0.065,4575.048102140427
61,0.041,8037.787211179733
62,0.047,6718.66398358345
63,0.057,7023.6556668281555
64,0.061,9748.032970428467
65,0.063,4030.8385956287384
66,0.079,6410.840616226196
67,0.023,6484.48655629158
68,0.033,6632.463458299637
69,0.087,6192.2150785923
70,0.031,3408.904721021652
71,0.043,3849.956476688385
72,0.043,4036.5357620716095
73,0.085,6432.873992681503
74,0.099,10358.24033665657
75,0.043,3609.087435245514
76,0.051,6625.931128740311
77,0.035,6742.4425530433655
78,0.013,3168.3722484111786
79,0.055,6732.04968547821
81,0.063,6685.831788063049
82,0.121,9838.727642774582
83,0.087,8018.629372358322
84,0.069,7181.143595933914
85,0.029,3406.6511940956116
86,0.071,6602.120620965958
87,0.063,12291.939299106598
88,0.081,7292.710624456406
89,0.107,10114.752231359482
90,0.121,13784.88118672371
91,0.043,3402.1941900253296
92,0.037,10204.97989988327
93,0.051,7595.204472064972
94,0.065,10037.071994543076
95,0.093,8851.01423406601
96,0.065,12117.251245498657
97,0.051,6388.663341760635
98,0.065,3324.8338668346405
99,0.065,3228.7994899749756
100,0.019,3215.241059780121
101,0.053,8457.218608379364
102,0.041,7647.062975645065
103,0.053,10032.565409183502
104,0.007,1982.769730091095
105,0.043,3485.976846218109
106,0.051,7952.263556241989
107,0.035,6453.535711765289
108,0.081,10762.90876865387
109,0.051,7422.537760972977
110,0.039,7415.025177240372
111,0.051,8660.934941291809
112,0.073,7215.470638751984
113,0.073,6691.185643911362
114,0.061,12895.50334572792
115,0.015,3890.010964870453
116,0.019,3405.4138221740723
117,0.087,7186.674270629883
118,0.045,6925.278400421143
119,0.001,37.52406311035156
121,0.045,9720.987632751465
122,0.073,9186.585225343704
123,0.099,8676.838947296143
124,,22.548685312271118
125,0.053,11086.731862068176
126,0.021,3938.2845730781555
127,0.093,13706.110929250717
128,0.037,10058.089136600494
129,0.073,7351.600471258163
130,0.093,11163.883024454117
131,0.107,9786.786595344543
133,0.087,5293.881382703781
135,0.053,6864.9302752017975
136,0.031,4279.460133552551
137,0.049,6693.309857845306
138,0.115,13297.084250211716
139,0.015,3617.2260704040527
140,0.057,11886.498565673828
141,0.073,8853.822916030884
142,0.057,10134.724432945251
143,0.045,6543.4121260643005
144,0.065,4678.602215051651
145,0.031,4533.952947854996
146,0.067,6863.6865611076355
147,0.113,10012.484638214111
149,,31.907716512680054
150,0.053,11417.104208946228
151,0.005,607.3861653804779
152,0.035,6691.618868112564
153,0.057,9698.943689107895
154,0.029,3284.23069024086
155,0.073,6489.945064306259
156,0.065,3416.0356442928314
157,0.045,6681.695312738419
158,0.035,7866.806507349014
159,0.051,6932.173746585846
161,0.069,7874.440313816071
162,0.149,7285.904170036316
163,0.103,12979.816928386688
164,0.083,10271.287016391754
165,0.079,10733.511245965958
166,0.053,10934.836734294891
167,0.065,8485.489059209824
168,0.057,10691.754204273224
169,0.053,6645.401304960251
170,0.039,6698.248739242554
171,0.057,11150.987726688385
173,0.049,6560.444162845612
174,0.085,6810.543493270874
175,0.025,6771.102822780609
176,0.031,4167.284578800201
177,0.051,6784.10461974144
179,0.053,9694.288186788559
181,0.073,9197.17680311203
182,0.033,6424.144379377365
183,0.065,8598.569204568863
184,0.039,6211.411395788193
185,0.063,6770.816287755966
186,0.025,8470.81182551384
187,0.081,7196.147481203079
188,0.077,10240.88952755928
189,0.011,3086.9500114917755
190,0.015,760.4240765571594
191,0.073,7679.977060317993
192,0.081,10591.049495458603
193,0.047,6718.770139455795
194,0.061,12869.654242038727
195,0.031,7375.423557758331
196,0.091,9676.901952266693
197,0.055,6774.647020101547
198,0.035,7265.127878904343
199,0.031,6464.460537433624
200,0.047,10823.189944505692
201,0.031,5281.3461792469025
203,0.133,3934.6758370399475
