epsilon,result,runtime
0.133,sat,1.7619459629058838
0.265,cancelled,4.783064126968384
0.265,sat,1.8102610111236572
0.08700000000000001,sat,1.98911714553833
0.041,sat,17.61303949356079
0.043000000000000003,cancelled,25.4252188205719
0.013000000000000001,unsat,1.7998332977294922
0.027000000000000003,unsat,3325.6910572052
0.025,cancelled,3333.6456592082977
0.031,unsat,3512.299464702606
0.035,timeout,3600
0.037000000000000005,unsat,3065.5349605083466
0.033,cancelled,2985.462231397629
0.039,sat,37.02894306182861
