image,Epsilon,runtime
13,0.045,2839.076942920685
18,0.015,72.43822693824768
32,0.027,309.93632102012634
36,0.027,90.8846447467804
39,0.027,105.09217476844788
62,0.039,3640.623605489731
66,0.053,3678.0855662822723
73,0.049,3640.8205082416534
83,0.043,979.3375358581543
90,0.049,6936.730553388596
93,0.035,122.41127014160156
106,0.049,6976.614009857178
126,0.033,313.14457964897156
129,0.045,249.33625435829163
147,0.039,592.3032789230347
151,0.039,1220.8910360336304
155,0.051,544.764285326004
165,0.057,6302.76150393486
186,0.023,511.58741664886475
204,0.039,6934.061917304993
218,0.037,866.1833503246307
221,0.053,2552.5754635334015
238,0.005,37.28755211830139
241,0.043,683.7216045856476
256,0.035,4268.124459505081
261,0.043,249.73030161857605
274,0.025,253.5605595111847
286,0.027,135.9165313243866
299,0.055,5027.299875259399
302,0.051,3679.096838951111
311,0.037,2966.6188926696777
323,0.045,1107.220029592514
331,0.033,505.22546648979187
367,0.041,473.06759095191956
388,0.021,1404.5639958381653
395,0.043,587.5023703575134
401,0.037,4082.5969803333282
421,0.041,381.60072803497314
430,0.031,3537.27308511734
431,0.035,512.6967117786407
449,0.045,787.5374236106873
465,0.061,917.7556383609772
488,0.051,6376.45790553093
498,0.019,96.47374629974365
506,0.031,151.2249972820282
534,0.037,580.2003345489502
536,0.021,1241.7023231983185
547,0.017,150.84159898757935
565,0.035,250.24335074424744
578,0.033,1541.4835262298584
592,0.025,3648.8563282489777
597,0.035,73.6023678779602
598,0.037,113.09112071990967
607,0.025,66.66553735733032
623,0.025,130.33185195922852
630,0.019,34.423317670822144
649,0.065,3602.5906567573547
658,0.039,63.485676288604736
660,0.019,49.8647882938385
665,0.031,78.79328942298889
672,0.051,3577.4320108890533
681,0.051,224.30257868766785
701,0.053,782.6220359802246
721,0.063,216.17537927627563
735,0.057,577.3436353206635
737,0.047,66.18255233764648
739,0.039,219.75758814811707
759,0.053,384.8598084449768
762,0.029,3605.4308540821075
770,0.023,242.95234394073486
785,0.053,3682.111053466797
794,0.061,8594.078618049622
802,0.023,92.08284020423889
810,0.039,74.82188677787781
816,0.037,558.42955493927
829,0.055,108.99733185768127
841,0.061,5312.845185756683
846,0.049,606.1212899684906
852,0.041,113.29737639427185
881,0.049,40.280574321746826
892,0.011,24.978172540664673
901,0.049,95.24545407295227
910,0.031,83.61921715736389
922,0.015,38.12601613998413
939,0.033,3206.1052083969116
944,0.067,107.10051798820496
955,0.035,112.74182653427124
958,0.025,43.51082110404968
973,0.051,121.33949732780457
977,0.043,412.4162142276764
986,0.057,5213.430625677109
996,0.021,23.176474571228027
999,0.043,1834.4349234104156
1020,0.031,1076.6164572238922
1041,0.051,244.72842073440552
1070,0.023,126.34272360801697
1091,0.041,121.8285391330719
1092,0.051,3640.787054538727
1100,0.021,37.75285243988037
