epsilon,result,runtime
0.133,sat,1.4736318588256836
0.265,cancelled,4.538887023925781
0.265,sat,1.4717040061950684
0.043000000000000003,sat,3.2490782737731934
0.08700000000000001,cancelled,6.951160430908203
0.08700000000000001,sat,3.268007278442383
0.013000000000000001,unsat,1.583364725112915
0.027000000000000003,sat,2.790306806564331
0.029,cancelled,1.244262933731079
0.017,unsat,99.92768812179565
0.023,sat,16.541397094726562
0.019000000000000003,unsat,229.593106508255
0.021,unsat,1382.3375895023346
