image,Epsilon,runtime
5,0.063,13601.016323328018
16,0.061,17737.951867580414
25,0.055,6425.449846982956
28,0.075,12796.947221040726
76,0.077,9915.889622449875
82,0.091,6312.798387765884
109,0.019,3498.5194516181946
117,0.053,10009.956779718399
120,0.021,3836.6170036792755
122,0.099,10488.989312171936
143,0.001,62.14029002189636
159,0.041,3154.8469088077545
161,0.069,13252.621011972427
171,0.049,10003.340775251389
180,0.029,3838.5239248275757
187,0.075,10132.499234437943
189,0.051,14260.555475950241
190,0.061,9867.704251527786
199,0.081,9993.571522712708
213,0.127,19570.125923633575
220,0.079,13445.405034065247
233,0.063,21303.767051696777
252,0.089,6538.256322622299
253,0.063,3186.956449508667
262,0.017,3619.7113020420074
268,0.057,13597.165789604187
277,0.095,10246.29004907608
308,0.091,9937.57475233078
317,0.083,11013.208061218262
318,0.021,3471.1978454589844
325,0.101,13443.785619020462
339,0.093,10207.4386241436
347,0.085,3665.9503116607666
360,0.143,10540.476173877716
365,0.121,16304.323271751404
375,0.097,14045.846234083176
378,0.137,10791.91462469101
381,0.077,10563.809293031693
385,0.085,13717.534323453903
390,0.025,3587.8718848228455
391,0.039,13299.549949645996
400,0.123,16702.979763031006
410,0.097,6270.0441381931305
432,0.075,13845.589123725891
444,0.061,12903.20771241188
448,0.087,3483.022561788559
457,0.043,10086.481422662735
472,0.061,12967.387239456177
476,0.025,6410.638339996338
477,0.039,6195.052078008652
493,0.061,10184.701727867126
515,0.079,13621.79547405243
530,0.023,3683.6455442905426
548,0.093,9997.983560562134
551,0.049,13841.158951044083
555,0.049,6917.789836406708
558,0.019,6980.580884933472
563,0.009,29.72588276863098
568,0.023,4311.971019744873
570,0.077,17333.627448797226
584,0.023,6988.966730833054
588,0.019,3549.416091442108
591,0.073,6541.1196031570435
619,0.053,6694.243403911591
642,0.095,16334.401600837708
646,0.037,10244.95679974556
650,0.073,9964.956421613693
657,0.051,10720.00760960579
664,0.077,13298.51660823822
673,0.089,17373.680839538574
674,0.029,10454.144441843033
684,0.121,13686.212686538696
688,0.053,14299.662908792496
693,0.059,13314.243717432022
696,0.023,4025.4283351898193
713,0.093,6387.196348428726
714,0.075,9796.798808336258
716,0.075,6959.150477170944
732,0.103,13164.056741714478
774,0.093,6393.32288980484
801,0.001,37.90982675552368
807,0.061,9354.388902902603
813,0.081,6154.0467183589935
814,0.103,10189.352416992188
830,0.067,6857.012049198151
844,0.021,3478.247315645218
854,0.049,10533.77183008194
862,0.091,6184.292360782623
863,0.025,10650.490351676941
866,0.071,10432.894785165787
873,0.093,13964.657422304153
893,0.035,7947.4421265125275
907,0.061,9940.122827529907
917,0.093,10372.324870109558
931,0.025,6996.600873708725
938,0.059,9927.026732683182
946,0.053,6688.0806884765625
989,0.051,9750.232378721237
1010,0.095,10137.496113300323
