image,Epsilon,runtime
1,0.067,3891.3606543540955
21,0.067,6926.08749461174
34,0.023,51.81736898422241
37,0.059,6202.876660346985
51,0.085,9490.976444005966
56,0.089,3646.6813158988953
63,0.035,2253.291881084442
68,0.035,128.10239934921265
69,0.029,399.89931893348694
75,0.045,6666.612025260925
81,0.029,145.39594650268555
88,0.065,3477.9255526065826
95,0.067,7230.589365720749
108,0.067,7097.426041841507
114,0.097,10289.877181053162
118,0.069,6633.773619174957
119,0.063,3199.634466648102
121,0.077,4745.448501586914
156,0.069,10373.743812084198
169,0.037,526.358941078186
192,0.081,3522.549169063568
206,0.061,10457.46772813797
209,0.075,5433.58446598053
210,0.031,3051.317698955536
216,0.025,263.2700810432434
229,0.057,518.612701177597
232,0.041,9903.308332204819
234,0.035,843.6213948726654
246,0.017,114.87508869171143
249,0.061,2057.9283430576324
260,0.045,6995.888703107834
283,0.101,10166.538587808609
293,0.089,6767.032065153122
296,0.091,7170.275920152664
303,0.069,4762.775262594223
320,0.067,6861.022002458572
326,0.073,3868.3756642341614
359,0.057,7489.65344619751
399,0.077,9164.831037044525
427,0.067,3652.7382860183716
429,0.101,3940.7161610126495
435,0.091,6927.703501701355
440,0.061,2266.3358981609344
451,0.045,365.8042528629303
453,0.065,3901.1667408943176
458,0.079,5512.773598194122
462,0.119,13728.0155544281
464,0.103,6514.553504228592
473,0.043,260.0611650943756
489,0.049,6927.941735029221
519,0.051,6204.01833319664
524,0.029,110.75758647918701
526,0.095,9725.366168260574
527,0.049,9302.572886228561
542,0.033,187.05849981307983
577,0.049,7100.441873073578
582,0.051,3672.853295326233
596,0.097,3553.6250858306885
603,0.067,7163.757476568222
612,0.089,10222.122339963913
633,0.037,2949.625556230545
639,0.055,3619.8325431346893
656,0.053,8266.943652153015
662,0.053,4382.09899687767
666,0.061,9768.083919763565
667,0.035,206.4210283756256
668,0.059,3864.8320450782776
669,0.057,3695.4935932159424
689,0.043,3531.4843764305115
702,0.053,5129.839177846909
709,0.073,4895.633164405823
712,0.011,99.42846632003784
733,0.055,896.4714028835297
743,0.053,3497.9201045036316
745,0.057,3743.4068965911865
776,0.061,7182.536820173264
781,0.057,6727.922960519791
787,0.057,6708.1490643024445
790,0.061,7615.747840642929
818,0.053,4812.6592128276825
825,0.051,663.1617908477783
849,0.055,7019.950467586517
859,0.035,3659.0603728294373
860,0.065,3691.284398794174
869,0.055,4645.2117376327515
872,0.091,6019.915814638138
889,0.021,105.62843585014343
903,0.033,1074.6014511585236
927,0.057,6888.712152004242
943,0.039,3679.6851003170013
949,0.047,2018.9914982318878
952,0.047,3686.906175851822
957,0.035,3638.7022621631622
965,0.051,4350.973511457443
979,0.059,4657.742354631424
984,0.035,305.1343643665314
997,0.043,858.8111429214478
1000,0.051,7890.846993923187
1015,0.021,711.9768488407135
1018,0.085,4461.196892499924
