image,Epsilon,runtime
0,0.029,1216.0645215511322
11,0.035,4902.83348941803
35,0.039,10310.42502450943
47,0.067,10610.055500745773
65,0.037,11142.46339726448
100,0.019,1255.13942861557
132,0.019,3145.9231197834015
138,0.039,2415.928822994232
145,0.055,9630.642117977142
173,0.031,3622.5889523029327
175,0.043,6839.029708862305
182,0.041,3396.9410767555237
191,0.049,10127.962330579758
219,0.049,3434.8315920829773
236,0.075,8909.400852918625
239,0.053,6141.8327124118805
244,0.045,2365.4360325336456
259,0.029,7247.42307472229
266,0.047,3954.433023452759
273,0.035,2647.186292409897
278,0.025,1157.1245727539062
284,0.031,504.0826530456543
287,0.051,3487.0180354118347
306,0.017,1195.51860165596
316,0.015,1264.5760736465454
328,0.025,974.6609296798706
332,0.055,5611.790276288986
335,0.049,6082.966892957687
376,0.023,799.0199077129364
396,0.023,1426.0395290851593
403,0.045,3332.3441019058228
407,0.049,6345.6915371418
417,0.051,6104.701802015305
420,0.019,837.165726184845
437,0.041,6028.1467072963715
463,0.059,9585.251286745071
474,0.047,10601.099643468857
480,0.049,3666.7846763134003
496,0.053,13361.20792722702
502,0.021,3336.417496442795
504,0.049,5014.223136425018
512,0.045,3696.9249906539917
513,0.061,9103.181026935577
514,0.013,376.7141785621643
516,0.039,1041.377369403839
523,0.041,6878.812389373779
537,0.053,10246.107976198196
543,0.037,3713.3821725845337
544,0.029,878.5138576030731
554,0.045,3257.9723286628723
579,0.041,2911.845990896225
610,0.037,6741.7129101753235
614,0.043,13167.988623857498
620,0.075,13230.043417215347
625,0.023,720.0144367218018
635,0.003,113.57280158996582
652,0.037,4081.498621225357
653,0.051,7139.4172949790955
679,0.043,4251.003917455673
690,0.029,3274.851245164871
699,0.067,14672.538844585419
719,0.051,3840.0180456638336
722,0.043,6080.524804353714
748,0.017,565.0203762054443
751,0.035,1652.2904498577118
757,0.055,4418.459908008575
768,0.031,6240.669406890869
771,0.039,3732.794267177582
775,0.047,5839.160783529282
778,0.015,3875.8094215393066
799,0.039,4597.884387016296
805,0.027,1695.6321654319763
815,0.039,17849.329034805298
832,0.027,4420.211290836334
836,0.031,3222.0140397548676
837,0.049,13861.445971250534
845,0.031,3468.656764268875
879,0.043,7293.293429851532
886,0.057,7049.474717140198
899,0.041,7229.170712471008
912,0.039,890.0017054080963
915,0.037,5761.039796590805
916,0.029,2659.873929977417
921,0.057,3871.9471366405487
924,0.061,7229.329290151596
947,0.045,10112.046258687973
956,0.053,3664.0419676303864
960,0.049,365.0818588733673
964,0.049,6986.7543795108795
970,0.051,4790.706785440445
985,0.041,7554.234426736832
1024,0.023,1716.8352241516113
1032,0.003,39.9229519367218
1039,0.061,13642.77286696434
1062,0.039,208.34497785568237
1071,0.045,4343.521879196167
1087,0.069,7846.32522559166
1089,0.029,1090.6953041553497
1104,0.021,121.09602236747742
1109,0.039,781.4287958145142
1111,0.037,7559.972419261932
