epsilon,result,runtime
0.133,error,1.5071163177490234
0.265,error,1.5152132511138916
0.201,error,1.533177375793457
0.199,error,1.5590579509735107
0.203,error,1.5111339092254639
0.197,error,1.5570383071899414
0.20500000000000002,error,1.5085713863372803
0.195,error,1.5465443134307861
0.20700000000000002,error,1.478424310684204
0.193,error,1.5165128707885742
0.191,error,1.5202925205230713
0.20900000000000002,error,1.4923980236053467
0.211,error,1.546884298324585
0.189,error,1.5761752128601074
0.187,error,1.5250043869018555
0.213,error,1.527599811553955
0.215,error,1.4752967357635498
0.185,error,1.5211546421051025
0.217,error,1.4552066326141357
0.183,error,1.4774301052093506
0.181,error,1.5514254570007324
0.219,error,1.5505788326263428
0.221,error,1.542633056640625
0.179,error,1.5578343868255615
0.177,error,1.468898057937622
0.223,error,1.480189323425293
0.225,error,1.4578189849853516
0.17500000000000002,error,1.5306050777435303
0.17300000000000001,error,1.5304315090179443
0.227,error,1.506112813949585
0.171,error,1.4659874439239502
0.229,error,1.5115814208984375
0.169,error,1.5473086833953857
0.231,error,1.5416171550750732
0.167,error,1.623300552368164
0.233,error,1.5809426307678223
0.23500000000000001,error,1.479109525680542
0.165,error,1.5587081909179688
0.163,error,1.4708938598632812
0.23700000000000002,error,1.4774954319000244
0.161,error,1.5109267234802246
0.23900000000000002,error,1.507551670074463
0.159,error,1.5759129524230957
0.241,error,1.5502572059631348
0.157,error,1.5152852535247803
0.243,error,1.51914381980896
0.155,error,1.4841134548187256
0.245,error,1.5125181674957275
0.153,error,1.4902679920196533
0.247,error,1.4888126850128174
0.249,error,1.5041611194610596
0.151,error,1.581312656402588
0.251,error,1.5069174766540527
0.149,error,1.5268971920013428
0.253,error,1.450293779373169
0.147,error,1.483635425567627
0.255,error,1.4749886989593506
0.14500000000000002,error,1.504239559173584
0.14300000000000002,error,1.5120112895965576
0.257,error,1.553907871246338
0.14100000000000001,error,1.5073895454406738
0.259,error,1.4990229606628418
0.139,error,1.527252197265625
0.261,error,1.4943206310272217
0.137,error,1.520531177520752
0.263,error,1.5249934196472168
0.267,error,1.5514814853668213
0.135,error,1.6336615085601807
0.269,error,1.5073215961456299
0.131,error,1.5135071277618408
0.271,error,1.5042507648468018
0.129,error,1.511627197265625
0.273,error,1.5030784606933594
0.127,error,1.5188302993774414
0.275,error,1.4356002807617188
0.125,error,1.468165636062622
0.123,error,1.4707682132720947
0.277,error,1.4729773998260498
0.121,error,1.4822578430175781
0.279,error,1.4744222164154053
0.11900000000000001,error,1.4622981548309326
0.281,error,1.4662330150604248
0.28300000000000003,error,1.4846296310424805
0.117,error,1.5099709033966064
0.28500000000000003,error,1.4487271308898926
0.115,error,1.4963412284851074
0.28700000000000003,error,1.415928602218628
0.113,error,1.5037000179290771
0.111,error,1.5097529888153076
0.28900000000000003,error,1.5161244869232178
0.291,error,1.4859392642974854
0.109,error,1.5438408851623535
0.293,error,1.5597326755523682
0.107,error,1.5679516792297363
0.10500000000000001,error,1.549820899963379
0.295,error,1.5483167171478271
0.10300000000000001,error,1.4607374668121338
0.297,error,1.512650728225708
0.101,error,1.5469379425048828
0.299,error,1.5343749523162842
0.301,error,1.4834539890289307
0.099,error,1.5483319759368896
0.097,error,1.4970266819000244
0.303,error,1.483544111251831
0.095,error,1.4855096340179443
0.305,error,1.496894359588623
0.093,error,1.5071489810943604
0.307,error,1.4866511821746826
0.309,error,1.4966559410095215
0.091,error,1.5135400295257568
0.089,error,1.5735688209533691
0.311,error,1.563321590423584
0.08700000000000001,error,1.54022216796875
0.313,error,1.5379955768585205
0.085,error,1.503807544708252
0.315,error,1.5297191143035889
0.317,error,1.476560115814209
0.083,error,1.5200440883636475
0.319,error,1.4792816638946533
0.081,error,1.5267953872680664
