image,Epsilon,runtime
11,0.027,11089.372761011124
35,0.069,9383.703103780746
47,0.097,20635.42133617401
65,0.061,19388.974841833115
100,0.043,25648.694410324097
138,0.043,9178.751976966858
145,0.071,14027.588997840881
173,0.041,8458.721578836441
175,0.077,13214.743896484375
182,0.035,16237.980881929398
191,0.057,15982.75599527359
219,0.137,7521.967329025269
236,0.123,13324.605633974075
239,0.101,15877.988848209381
244,0.041,7247.99635720253
259,0.101,20557.633600711823
266,0.031,10289.457960367203
273,0.073,18044.309326648712
287,0.071,17209.14023542404
306,0.103,21680.075520038605
316,0.011,3563.4157950878143
328,0.071,8085.797003030777
332,0.087,8089.031545639038
335,0.097,14428.072902917862
376,0.025,10136.362968683243
396,0.027,15342.562400817871
403,0.119,38503.636500597
407,0.093,27797.392042160034
417,0.041,5332.5700652599335
420,0.015,3495.6861305236816
437,0.081,16994.576456546783
463,0.059,15350.265093326569
474,0.091,13808.287675619125
480,0.069,10294.896821975708
496,0.051,22511.14410018921
502,0.011,3715.658745765686
504,0.035,10903.569521427155
512,0.073,18558.90048789978
513,0.111,16803.5989484787
516,0.095,18905.43790578842
523,0.061,43077.869411706924
537,0.095,16075.58577632904
543,0.059,18258.11383485794
544,0.007,3719.13280749321
554,0.055,11468.43074798584
579,0.087,4739.346561670303
610,0.031,27190.185015439987
614,0.051,17233.74775838852
620,0.093,15541.399303913116
622,0.055,14398.076452493668
625,0.103,17192.856264591217
652,0.033,7163.987374544144
653,0.097,10810.049238443375
679,0.089,15903.999609708786
690,0.047,14176.783285617828
699,0.095,10034.58999800682
719,0.127,16827.031476020813
722,0.105,10198.193328857422
748,0.013,3796.2678134441376
751,0.119,14604.925392627716
757,0.125,21874.700522184372
768,0.033,6948.8448095321655
771,0.133,4999.471202135086
775,0.035,15460.436512708664
799,0.097,21069.672664165497
805,0.045,12044.364056825638
815,0.059,19682.781900644302
832,0.015,10370.707860946655
836,0.005,3837.830536842346
837,0.131,3315.0219509601593
845,0.097,18775.098433494568
879,0.049,17123.873658895493
886,0.049,27824.06925344467
899,0.061,25515.864518642426
912,0.087,4381.082402229309
915,0.039,7045.586267709732
916,0.017,6983.815809726715
921,0.083,21052.205026626587
924,0.005,3619.463192462921
947,0.045,9346.795049667358
956,0.069,19106.169976472855
960,0.111,14942.339066028595
964,0.067,11214.883970737457
970,0.029,7237.555371046066
985,0.061,7263.9452702999115
1039,0.095,25003.695732831955
1062,0.051,13401.067540168762
1071,0.093,18796.638111114502
1087,0.075,14660.501079082489
1089,0.065,8961.860512256622
1104,0.047,25944.345990419388
