image,Epsilon,runtime
7,0.061,11853.972044944763
10,0.025,1323.975124835968
12,0.069,5231.39185833931
27,0.085,9657.751216888428
30,0.033,10797.502018928528
44,0.043,7064.275812625885
49,0.045,2317.448810338974
50,0.029,3446.6001455783844
74,0.047,3587.887636423111
86,0.039,2587.831479072571
98,0.041,7273.8813672065735
107,0.049,6409.058896780014
111,0.089,10706.963982582092
130,0.047,5880.71072435379
135,0.063,3623.3772723674774
136,0.035,4496.4196989536285
149,0.071,5149.020783424377
157,0.061,9647.943456172943
179,0.041,814.3560473918915
181,0.039,1007.788868188858
198,0.041,7872.087506055832
203,0.053,3776.4175758361816
207,0.017,1405.8794469833374
215,0.057,2900.8357317447662
228,0.035,4899.4661700725555
235,0.047,5406.10849738121
242,0.039,1589.7852547168732
250,0.031,3228.366859436035
254,0.027,1253.8877210617065
255,0.057,5813.013159751892
279,0.039,1879.0646896362305
281,0.053,3311.7743575572968
291,0.047,3423.759818792343
298,0.051,5715.758074045181
321,0.033,5511.924196243286
327,0.051,4122.7618663311005
330,0.035,3763.6074256896973
341,0.039,887.3380470275879
356,0.025,1984.3333487510681
361,0.043,829.8325946331024
392,0.047,3722.128890991211
405,0.039,1103.5169644355774
425,0.035,1252.4253973960876
433,0.047,2167.8439750671387
452,0.025,1603.9406106472015
459,0.045,2510.496810436249
479,0.061,9916.437602996826
486,0.057,5604.094410896301
490,0.045,3407.0356311798096
495,0.039,1739.8946056365967
500,0.005,418.31774950027466
509,0.031,1685.5990951061249
540,0.053,10809.789624452591
546,0.053,3912.6882548332214
549,0.053,6455.041964292526
557,0.085,12214.421530723572
561,0.025,7654.149065494537
574,0.027,3916.5135560035706
581,0.037,9200.76378440857
613,0.053,7354.288290739059
629,0.051,6242.562003612518
643,0.043,3673.395984888077
645,0.063,10249.44098496437
659,0.039,3693.9208505153656
670,0.033,1822.8994319438934
675,0.053,4285.861239433289
695,0.047,2411.3370168209076
715,0.057,9928.016116857529
731,0.039,2427.780825853348
752,0.055,2870.393010854721
760,0.029,7261.976837158203
767,0.045,3239.810966730118
789,0.045,3232.266906261444
808,0.021,1469.009871006012
811,0.043,6421.797967195511
840,0.059,3435.86057305336
843,0.027,3268.835873603821
856,0.021,553.5698933601379
857,0.053,6565.854051113129
861,0.041,10667.425624132156
867,0.041,2391.714040517807
874,0.055,3185.36567735672
875,0.039,1672.2397422790527
878,0.037,3961.6796090602875
890,0.035,4058.2483294010162
895,0.059,16806.6280708313
909,0.077,9824.810460090637
953,0.045,2291.3387789726257
966,0.021,3174.7903439998627
975,0.063,3731.5830550193787
983,0.055,3776.0662014484406
992,0.061,10376.692988395691
998,0.021,1093.5282402038574
1007,0.031,1543.4143738746643
1021,0.001,68.89784479141235
1035,0.029,1559.5198380947113
1055,0.021,508.9925801753998
1068,0.043,5092.799755096436
1077,0.031,1337.7076890468597
1097,0.025,1108.8425567150116
