,network,metric_1,metric_2,metric_3,metric_4,run
83,mnist_relu_6_100,0,0.0,0.017118699848651886,0.022541368380188942,3
84,mnist_relu_6_100,0,0.0,0.01703273504972458,0.022547222673892975,4
85,mnist_relu_6_100,0,0.0,0.017086073756217957,0.022552262991666794,5
86,mnist_relu_6_100,0,0.0,0.017376765608787537,0.022523673251271248,6
87,mnist_relu_6_100,0,0.0,0.01747586578130722,0.022552262991666794,7
88,mnist_relu_6_100,0,0.0,0.017044492065906525,0.022541368380188942,8
89,mnist_relu_6_100,0,0.0,0.016872502863407135,0.022523673251271248,9
90,mnist_relu_6_200,0,0.0,0.013080427423119545,0.0219592098146677,0
91,mnist_relu_6_200,0,0.0,0.013160424306988716,0.0219592098146677,1
92,mnist_relu_6_200,0,0.0,0.012916194275021553,0.021969730034470558,2
93,mnist_relu_6_200,0,0.0,0.013001678511500359,0.0219592098146677,3
94,mnist_relu_6_200,0,0.0,0.013080427423119545,0.0219592098146677,4
95,mnist_relu_6_200,0,0.0,0.013069460168480873,0.021918822079896927,5
96,mnist_relu_6_200,0,0.0,0.013173965737223625,0.021918822079896927,6
97,mnist_relu_6_200,0,0.0,0.013081515207886696,0.021959936246275902,7
98,mnist_relu_6_200,0,0.0,0.013214806094765663,0.02196405455470085,8
99,mnist_relu_6_200,0,0.0,0.012990428134799004,0.0219592098146677,9
100,mnist_relu_9_100,0,0.0,0.01391737163066864,0.003368232399225235,0
101,mnist_relu_9_100,0,0.0,0.013852767646312714,0.003368232399225235,1
102,mnist_relu_9_100,0,0.0,0.0138077512383461,0.0034893862903118134,2
103,mnist_relu_9_100,0,0.0,0.013820204883813858,0.0034663211554288864,3
104,mnist_relu_9_100,0,0.0,0.01381131261587143,0.003368126228451729,4
105,mnist_relu_9_100,0,0.0,0.013912741094827652,0.0032479390501976013,5
106,mnist_relu_9_100,0,0.0,0.013923779129981995,0.002887764945626259,6
107,mnist_relu_9_100,0,0.0,0.014038067311048508,0.0034648608416318893,7
108,mnist_relu_9_100,0,0.0,0.013863615691661835,0.0032487399876117706,8
109,mnist_relu_9_100,0,0.0,0.013826990500092506,0.003608236089348793,9
110,mnist_relu_9_200,1,0.029978584498167038,0.007546311244368553,0.02116485685110092,0
111,mnist_relu_9_200,1,0.02985074557363987,0.007632346823811531,0.020992785692214966,1
112,mnist_relu_9_200,1,0.030042920261621475,0.007632346823811531,0.020992785692214966,2
113,mnist_relu_9_200,1,0.030042920261621475,0.007460275664925575,0.020992785692214966,3
114,mnist_relu_9_200,1,0.03010752610862255,0.0076375193893909454,0.020997026935219765,4
115,mnist_relu_9_200,1,0.027837255969643593,0.007546311244368553,0.020992785692214966,5
116,mnist_relu_9_200,1,0.03218884766101837,0.007718132808804512,0.021171733736991882,6
117,mnist_relu_9_200,1,0.029978584498167038,0.007546311244368553,0.020992785692214966,7
118,mnist_relu_9_200,1,0.030042920261621475,0.007632346823811531,0.020992785692214966,8
119,mnist_relu_9_200,1,0.02985074557363987,0.0077183861285448074,0.02116485685110092,9
