image,Epsilon,runtime
0,0.015,24.65229058265686
1,0.053,340.33226561546326
2,0.027,107.84628319740295
3,0.043,180.86194968223572
4,0.029,22.497514963150024
5,0.037,26.78524160385132
6,0.033,1002.4803352355957
7,0.059,1633.148238658905
8,0.025,115.17178344726562
9,0.037,190.10622668266296
10,0.027,40.00976777076721
11,0.029,53.740872621536255
12,0.067,1210.273411989212
13,0.029,19.35956382751465
14,0.023,40.73076677322388
15,0.029,21.36138606071472
16,0.033,117.91398668289185
17,0.055,6963.219532251358
18,0.013,24.190794706344604
19,0.019,16.26127004623413
20,0.051,960.9556231498718
21,0.065,325.30035734176636
22,0.023,97.86648941040039
23,0.051,1718.5910682678223
24,0.013,20.105536460876465
25,0.035,42.10301852226257
26,0.015,19.190598249435425
27,0.077,4145.016068458557
28,0.029,21.868643283843994
29,0.019,91.11513376235962
30,0.047,162.83722472190857
31,0.061,211.51637244224548
32,0.027,65.49582195281982
33,0.027,83.43069362640381
34,0.043,26.87265396118164
35,0.035,367.63630414009094
36,0.017,27.469282865524292
37,0.063,143.83932065963745
38,0.025,158.97036576271057
39,0.035,73.07686448097229
40,0.031,1101.5336544513702
41,0.053,639.409247636795
42,0.015,199.8226981163025
43,0.035,154.4209406375885
44,0.035,723.7843961715698
45,0.033,27.51298713684082
46,0.057,774.8298749923706
47,0.059,3403.2568509578705
48,0.019,120.02588748931885
49,0.037,169.05019783973694
50,0.039,3550.1518127918243
51,0.083,10641.702762842178
52,0.029,87.82550358772278
53,0.011,32.30693221092224
54,0.021,47.275320053100586
55,0.045,3600.3757050037384
56,0.063,203.9737584590912
57,0.033,83.63755440711975
58,0.049,2179.0575568675995
59,0.041,153.48771333694458
60,0.027,82.62432384490967
61,0.021,30.28759217262268
62,0.017,24.56763792037964
63,0.035,46.34893250465393
64,0.037,116.70883464813232
65,0.043,330.3635640144348
66,0.047,392.4113075733185
67,0.023,37.98520231246948
68,0.035,77.42115712165833
69,0.049,235.59382462501526
70,0.035,410.2020905017853
71,0.033,321.575318813324
72,0.033,322.966561794281
73,0.039,75.51268029212952
74,0.039,130.84136962890625
75,0.037,89.93547010421753
76,0.045,112.63040113449097
77,0.037,282.2079906463623
78,0.037,1903.702300310135
79,0.039,2956.606065750122
81,0.045,104.25349116325378
82,0.037,118.10630416870117
83,0.035,53.5676634311676
84,0.023,23.29437494277954
85,0.033,264.948694229126
86,0.041,3548.046306848526
87,0.031,64.8105947971344
88,0.051,3490.165980577469
89,0.037,391.37676310539246
90,0.039,60.77760910987854
91,0.041,4134.0696477890015
92,0.017,22.26561164855957
93,0.033,53.747795820236206
94,0.069,4701.620475053787
95,0.061,530.9369456768036
96,0.021,64.06352376937866
97,0.071,5865.1553745269775
98,0.031,113.97846579551697
99,0.023,177.25682854652405
100,0.013,20.464553356170654
101,0.037,405.3388068675995
102,0.043,593.3244490623474
103,0.017,42.518181562423706
104,0.029,220.6185760498047
105,0.043,148.69576621055603
106,0.033,142.70680570602417
107,0.059,1439.5327682495117
108,0.055,630.3136711120605
109,0.031,177.4469907283783
110,0.047,3144.7712881565094
111,0.063,3546.4332177639008
112,0.029,3579.232330560684
113,0.033,69.38784408569336
114,0.087,3610.4384336471558
115,0.027,30.782735109329224
116,0.037,49.43638777732849
117,0.029,37.28975248336792
118,0.035,166.34430241584778
119,0.075,261.92739391326904
120,0.069,7157.3916029930115
121,0.107,6251.166860103607
122,0.023,51.85130786895752
123,0.039,90.08514738082886
124,0.025,295.9162654876709
125,0.053,2502.82706284523
126,0.039,232.10765385627747
127,0.037,1818.3702669143677
128,0.031,95.51196146011353
129,0.029,26.075350046157837
130,0.041,111.96747779846191
131,0.043,85.59867191314697
132,0.011,74.07749366760254
133,0.031,57.738667249679565
134,0.059,8460.377368927002
135,0.051,112.46265888214111
136,0.031,163.226482629776
137,0.059,8108.035409927368
138,0.033,115.58511567115784
139,0.041,1548.4127752780914
140,0.019,319.63495421409607
141,0.035,650.6382398605347
142,0.019,18.139336824417114
143,0.023,37.582515716552734
144,0.051,2986.01979804039
145,0.047,378.1290228366852
146,0.051,406.8909766674042
147,0.037,132.03308391571045
148,0.007,80.11174416542053
149,0.041,29.786473989486694
150,0.059,385.71284556388855
151,0.041,79.01257228851318
152,0.029,122.2768964767456
153,0.035,82.41438961029053
154,0.027,167.07087516784668
155,0.051,116.60789108276367
156,0.073,3614.7918553352356
157,0.059,7115.622793197632
158,0.027,53.213104248046875
159,0.029,57.75574827194214
160,0.031,3135.105553627014
161,0.041,801.5616827011108
162,0.019,23.454670429229736
163,0.029,27.17581033706665
164,0.045,23.85754370689392
165,0.043,86.53516674041748
166,0.033,70.74956274032593
167,0.027,64.30435299873352
168,0.019,31.65761137008667
169,0.057,690.132294178009
170,0.029,75.1638355255127
171,0.047,141.04567790031433
173,0.029,68.06596374511719
174,0.029,120.32037162780762
175,0.043,782.1720826625824
176,0.031,61.76753234863281
177,0.033,380.99586176872253
178,0.015,28.684409618377686
179,0.061,3573.779802083969
180,0.019,107.8556215763092
181,0.031,28.060401916503906
182,0.045,531.7798335552216
183,0.039,476.8606252670288
184,0.031,1508.5725445747375
185,0.045,105.85061407089233
186,0.031,48.031097650527954
187,0.029,73.38221383094788
188,0.067,7142.1216106414795
189,0.027,59.45816159248352
190,0.043,309.35625410079956
191,0.051,1549.1468305587769
192,0.033,50.33294868469238
193,0.043,4941.159538984299
194,0.027,22.150635719299316
195,0.035,469.2455749511719
196,0.041,97.14885807037354
197,0.075,7815.38503742218
198,0.015,19.38079309463501
199,0.031,64.58392381668091
200,0.035,43.424447774887085
201,0.049,591.5234341621399
202,0.021,78.46730875968933
203,0.051,3518.7574400901794
204,0.035,96.89261078834534
205,0.043,474.44459342956543
206,0.083,6822.358813762665
207,0.015,27.748514413833618
208,0.031,125.32880759239197
209,0.069,4131.8595495224
