epsilon,result,runtime
0.265,error,1.4553430080413818
0.133,error,1.5109131336212158
0.199,error,1.4974408149719238
0.201,error,1.4667296409606934
0.197,error,1.4886105060577393
0.203,error,1.4859247207641602
0.20500000000000002,error,1.525176763534546
0.195,error,1.552386999130249
0.193,error,1.4667167663574219
0.20700000000000002,error,1.484915018081665
0.20900000000000002,error,1.4618198871612549
0.191,error,1.4964194297790527
0.211,error,1.4412944316864014
0.189,error,1.4659593105316162
0.187,error,1.4503521919250488
0.213,error,1.476095199584961
0.185,error,1.4685499668121338
0.215,error,1.4423801898956299
0.217,error,1.44248366355896
0.183,error,1.4877207279205322
0.181,error,1.574903964996338
0.219,error,1.549548864364624
0.179,error,1.4661462306976318
0.221,error,1.4902350902557373
0.177,error,1.4760265350341797
0.223,error,1.4783320426940918
0.225,error,1.4269914627075195
0.17500000000000002,error,1.4871792793273926
0.17300000000000001,error,1.4164092540740967
0.227,error,1.4703702926635742
0.171,error,1.4705002307891846
0.229,error,1.4662830829620361
0.169,error,1.4660303592681885
0.231,error,1.442309856414795
0.167,error,1.469977855682373
0.233,error,1.4967527389526367
0.165,error,1.4512312412261963
0.23500000000000001,error,1.4184558391571045
0.23700000000000002,error,1.4736416339874268
0.163,error,1.549098014831543
0.23900000000000002,error,1.4466831684112549
0.161,error,1.5057156085968018
0.159,error,1.469810962677002
0.241,error,1.4742403030395508
0.243,error,1.4781482219696045
0.157,error,1.5310428142547607
0.245,error,1.4584593772888184
0.155,error,1.484722375869751
0.247,error,1.468386173248291
0.153,error,1.4791569709777832
0.151,error,1.4917247295379639
0.249,error,1.50059175491333
0.251,error,1.4750351905822754
0.149,error,1.488694190979004
0.147,error,1.4937975406646729
0.253,error,1.4977219104766846
0.255,error,1.4726135730743408
0.14500000000000002,error,1.4793086051940918
0.257,error,1.4656744003295898
0.14300000000000002,error,1.4940574169158936
0.259,error,1.4381201267242432
0.14100000000000001,error,1.4871642589569092
0.139,error,1.4455347061157227
0.261,error,1.4838521480560303
0.137,error,1.4688200950622559
0.263,error,1.4906234741210938
0.135,error,1.4439446926116943
0.267,error,1.454408884048462
0.131,error,1.5191123485565186
0.269,error,1.4784224033355713
0.129,error,1.461463451385498
0.271,error,1.4500422477722168
0.127,error,1.4711823463439941
0.273,error,1.4510607719421387
0.125,error,1.480513334274292
0.275,error,1.460707426071167
0.123,error,1.424194574356079
0.277,error,1.4589426517486572
0.279,error,1.4518342018127441
0.121,error,1.5005762577056885
0.281,error,1.4329581260681152
0.11900000000000001,error,1.4479649066925049
0.117,error,1.5089004039764404
0.28300000000000003,error,1.505610466003418
0.115,error,1.4496634006500244
0.28500000000000003,error,1.460103988647461
0.28700000000000003,error,1.453951358795166
0.113,error,1.4881274700164795
0.28900000000000003,error,1.4303491115570068
0.111,error,1.508401870727539
0.109,error,1.5323598384857178
0.291,error,1.5178558826446533
0.107,error,1.4697341918945312
0.293,error,1.4587628841400146
0.10500000000000001,error,1.4490437507629395
0.295,error,1.503622055053711
0.10300000000000001,error,1.5346596240997314
0.297,error,1.505418062210083
0.101,error,1.4672651290893555
0.299,error,1.4443540573120117
0.301,error,1.4231064319610596
0.099,error,1.4694223403930664
0.303,error,1.392397165298462
0.097,error,1.4394581317901611
0.095,error,1.4394450187683105
0.305,error,1.5030772686004639
0.093,error,1.465287685394287
0.307,error,1.444577693939209
0.091,error,1.4952147006988525
0.309,error,1.4436368942260742
0.089,error,1.41756272315979
0.311,error,1.420670509338379
0.08700000000000001,error,1.4581749439239502
0.313,error,1.4507617950439453
0.085,error,1.5090618133544922
0.315,error,1.5067427158355713
0.083,error,1.4398298263549805
0.317,error,1.4564449787139893
0.081,error,1.4665956497192383
0.319,error,1.4470760822296143
0.079,error,1.4974732398986816
0.321,error,1.487959384918213
0.077,error,1.4573090076446533
0.323,error,1.4787209033966064
0.325,error,1.478189468383789
0.075,error,1.5204732418060303
0.07300000000000001,error,1.5084593296051025
0.327,error,1.5091228485107422
0.329,error,1.481276273727417
0.07100000000000001,error,1.5068774223327637
0.331,error,1.493316411972046
0.069,error,1.5126161575317383
0.067,error,1.453813076019287
0.333,error,1.4626545906066895
0.065,error,1.4489374160766602
0.335,error,1.4291024208068848
0.337,error,1.4398505687713623
0.063,error,1.4792590141296387
0.061,error,1.4511539936065674
0.339,error,1.4422729015350342
0.341,error,1.4168434143066406
0.059000000000000004,error,1.4481701850891113
0.343,error,1.437875747680664
0.057,error,1.4459655284881592
0.055,error,1.498002052307129
0.34500000000000003,error,1.5016207695007324
0.053000000000000005,error,1.4935548305511475
0.34700000000000003,error,1.4912619590759277
0.34900000000000003,error,1.4599511623382568
0.051000000000000004,error,1.4695303440093994
0.35100000000000003,error,1.468207836151123
0.049,error,1.4840309619903564
0.047,error,1.4699492454528809
0.353,error,1.4789643287658691
0.355,error,1.4442720413208008
0.045,error,1.4803919792175293
0.357,error,1.4262592792510986
0.043000000000000003,error,1.4586045742034912
0.359,error,1.417198896408081
0.041,error,1.4631199836730957
0.361,error,1.4342279434204102
0.039,error,1.4939179420471191
0.363,error,1.446561574935913
0.037000000000000005,error,1.4944911003112793
0.035,error,1.4547252655029297
0.365,error,1.4530208110809326
0.033,error,1.4167768955230713
0.367,error,1.4239611625671387
0.031,error,1.4741170406341553
0.369,error,1.4544398784637451
0.371,error,1.4275686740875244
0.029,error,1.436995506286621
0.373,error,1.4712214469909668
0.027000000000000003,error,1.4801373481750488
0.025,error,1.4539244174957275
0.375,error,1.4639925956726074
0.023,error,1.4644801616668701
0.377,error,1.4637351036071777
0.021,error,1.3960764408111572
0.379,error,1.4449493885040283
0.019000000000000003,error,1.5101697444915771
0.381,error,1.4503164291381836
0.383,error,1.4884746074676514
0.017,error,1.4972233772277832
0.385,error,1.445258378982544
0.015,error,1.4715304374694824
0.013000000000000001,error,1.5128839015960693
0.387,error,1.5040669441223145
0.389,error,1.4626874923706055
0.011,error,1.4940850734710693
0.009000000000000001,error,1.4435617923736572
0.391,error,1.4515368938446045
0.007,error,1.4453954696655273
0.393,error,1.4289655685424805
0.005,error,1.4219660758972168
0.395,error,1.4175310134887695
0.003,error,1.4584448337554932
0.397,error,1.4724125862121582
0.399,error,1.4666783809661865
0.001,error,1.509026288986206
