image,Epsilon,runtime
0,0.067,7134.175132036209
1,0.143,9190.971794366837
2,0.035,7176.7410225868225
3,0.061,12730.553184747696
4,0.049,13301.791705846786
5,0.067,10302.571195363998
6,0.041,10444.810255289078
7,0.119,11825.809080600739
8,0.033,6355.781326055527
9,0.093,9618.768527507782
10,0.083,10002.548631429672
11,0.053,10663.069254875183
12,0.127,12766.914466142654
13,0.087,9740.98901295662
14,0.033,6391.185830831528
15,0.067,10616.80259013176
16,0.061,14002.45106601715
17,0.097,5718.825317144394
18,0.031,11946.235412836075
19,0.037,6839.20005774498
20,0.077,9836.166364908218
21,0.151,10546.846120595932
22,0.035,9660.69124531746
23,0.065,2887.9275155067444
24,0.011,2335.3933656215668
25,0.055,6919.010272026062
26,0.053,6268.657707929611
27,0.123,9112.605563879013
28,0.075,10296.719259262085
29,0.049,6422.506638050079
30,0.049,10453.416170358658
31,0.149,11086.484387636185
32,0.089,13052.63911318779
33,0.013,3323.9051718711853
34,0.131,3438.9127871990204
35,0.053,13708.558688163757
36,0.081,6442.888591051102
37,0.161,6757.795986890793
38,0.063,3559.24419093132
39,0.057,13479.934279680252
40,0.047,10645.20745253563
41,0.109,11969.723472356796
42,0.033,6507.89155459404
43,0.057,13861.870217561722
44,0.055,6301.455740213394
45,0.055,9621.96383857727
46,0.085,15976.486441135406
47,0.105,13718.943053722382
48,0.001,41.14952611923218
49,0.027,3698.536566257477
50,0.087,3527.8432824611664
51,0.151,9694.80237698555
52,0.081,10032.458285570145
53,0.017,3755.7936885356903
55,0.087,5601.881314754486
56,0.149,10066.7346367836
57,0.061,16856.03430747986
58,0.071,9644.51323723793
59,0.057,9761.603167057037
60,0.079,13919.45595908165
61,0.063,12739.980744600296
62,0.061,13600.841342449188
63,0.063,2814.1602318286896
64,0.049,6106.017112255096
65,0.053,9922.427922487259
66,0.095,13278.892956256866
67,0.013,131.3010447025299
68,0.065,3299.5067677497864
69,0.115,13410.109141111374
70,0.023,7134.06902718544
71,0.067,7179.921186923981
