image,Epsilon,runtime
2,0.025,453.5255174636841
9,0.055,7713.4070789813995
20,0.063,7328.032786130905
26,0.041,7413.695830821991
53,0.015,1942.893330335617
58,0.059,16580.80838918686
60,0.045,10920.311532974243
61,0.041,9742.72028684616
64,0.029,470.506502866745
89,0.067,6572.574392795563
92,0.017,470.1478989124298
115,0.047,6975.334732055664
127,0.051,7506.50395154953
131,0.049,5113.7107973098755
139,0.043,4221.447600603104
142,0.025,1192.5595908164978
150,0.023,6210.471652746201
163,0.033,3844.8257958889008
164,0.049,10454.075115919113
166,0.035,1933.380089044571
194,0.035,4159.166407823563
217,0.031,4135.056684017181
222,0.051,9090.803424358368
237,0.023,688.1267914772034
257,0.049,7290.376811742783
271,0.039,3391.3711256980896
272,0.045,3467.862155675888
275,0.047,3550.8910689353943
289,0.037,7279.562125682831
292,0.027,6854.25066781044
294,0.053,11214.259041786194
297,0.051,3541.9811701774597
314,0.035,4536.782675743103
329,0.057,6577.948693752289
336,0.045,3812.8642251491547
338,0.031,6507.292903184891
342,0.039,7753.221873044968
354,0.017,1801.3627438545227
363,0.031,6039.473517417908
369,0.053,8757.333333492279
372,0.041,4133.347720861435
373,0.043,6641.262981176376
379,0.039,3767.4389016628265
380,0.037,12882.917101860046
402,0.053,6944.974221467972
412,0.027,3560.202539920807
413,0.045,6550.604591846466
414,0.023,1288.6193997859955
438,0.055,3959.6281390190125
442,0.021,1488.3923602104187
461,0.037,779.8658628463745
481,0.047,6427.350293636322
531,0.035,4826.092263698578
541,0.041,4438.638384819031
564,0.023,1211.4823958873749
569,0.055,4864.635076522827
576,0.033,3997.2791154384613
585,0.035,5515.305536270142
590,0.031,6341.015232086182
605,0.031,4503.764548301697
606,0.057,10432.465314626694
616,0.023,696.1028096675873
647,0.029,3279.1550390720367
655,0.049,3823.0038619041443
661,0.009,119.67336535453796
663,0.049,6349.559719085693
677,0.051,6701.019768714905
680,0.025,4244.437321424484
682,0.015,1988.4699835777283
692,0.037,3536.422008752823
697,0.039,876.2022895812988
700,0.025,3504.983617782593
706,0.035,1436.8450527191162
717,0.045,3339.1501893997192
718,0.025,1882.685112953186
729,0.025,690.6919767856598
742,0.035,3943.987987756729
746,0.011,1225.9381330013275
749,0.021,888.54714012146
754,0.011,446.1897554397583
797,0.051,1114.9849288463593
804,0.045,2718.3793981075287
828,0.029,2988.615598678589
834,0.043,7652.98761844635
842,0.031,3546.815794467926
847,0.057,5453.569954633713
848,0.035,487.5578315258026
850,0.057,6933.057711839676
851,0.043,1242.3479619026184
855,0.043,704.7318601608276
877,0.059,10243.97746181488
882,0.041,3707.2402954101562
894,0.031,803.1208267211914
896,0.005,60.330952644348145
897,0.063,3132.9650774002075
906,0.031,3437.6461601257324
914,0.031,258.96098375320435
926,0.059,10159.49093079567
937,0.051,6957.35463643074
945,0.039,3536.3856949806213
