epsilon,result,runtime
0.265,sat,15.636085033416748
0.133,sat,15.554868698120117
0.131,sat,16.466636419296265
0.065,sat,104.47526669502258
0.063,sat,103.60321831703186
0.031,timeout,3600
0.029,timeout,3600
0.033,unsat,2543.034674167633
0.027000000000000003,cancelled,2529.8987307548523
0.043000000000000003,unsat,2652.6021633148193
0.051000000000000004,unsat,3227.8255591392517
0.057,unsat,2924.9069633483887
0.053000000000000005,cancelled,3515.693347454071
0.059000000000000004,sat,107.54532599449158
0.061,cancelled,122.13773703575134
