image,Epsilon,runtime
4,0.043,10288.093955278397
19,0.039,6208.437487125397
22,0.033,10726.534561395645
33,0.013,3020.747309923172
43,0.059,17299.953501224518
45,0.053,12846.2522418499
48,0.001,186.88527822494507
57,0.059,12103.423510789871
87,0.051,10971.690392494202
110,0.067,7253.920176267624
116,0.073,5414.335921764374
133,0.057,10042.948307037354
153,0.061,13415.598702430725
154,0.009,3695.7988619804382
162,0.045,6804.371232748032
167,0.081,11139.820163965225
170,0.055,14437.04629778862
176,0.067,7037.920133590698
183,0.063,3428.59619641304
195,0.037,13024.007819652557
226,0.029,3786.546974182129
227,0.039,6440.437429189682
247,0.037,17366.193385362625
264,0.013,3236.092192173004
267,0.031,7958.241501569748
280,0.041,13311.502439022064
282,0.007,3805.2589910030365
285,0.015,11287.421036958694
304,0.027,6986.44328212738
313,0.041,2901.701479434967
319,0.061,11591.665011405945
322,0.041,7470.055075645447
334,0.033,6028.729430675507
344,0.043,11236.873664140701
346,0.013,3118.501804828644
350,0.041,9736.44063448906
362,0.041,7979.637819051743
364,0.023,5973.898818254471
374,0.005,324.0307731628418
383,0.081,10279.60433793068
389,0.061,11823.83773469925
409,0.055,6763.409273386002
419,0.061,16625.68057489395
423,0.055,13129.923040390015
424,0.003,324.09259486198425
428,0.057,12509.827870845795
434,0.043,14423.38956785202
441,0.057,11545.932961463928
460,0.025,10016.343799591064
471,0.053,9110.555910110474
482,0.029,10521.361082553864
487,0.023,7538.521144628525
501,0.019,7928.985205411911
520,0.055,5945.433039426804
525,0.045,9187.053247213364
529,0.013,3322.0063276290894
550,0.047,5805.730907201767
566,0.049,13741.485902786255
580,0.055,5287.506993770599
583,0.025,13266.51114487648
589,0.057,13739.125425577164
595,0.017,14588.69604587555
600,0.065,7399.23335981369
601,0.019,6006.08868265152
621,0.057,12606.278723716736
626,0.023,6045.309783935547
631,0.015,3224.377389907837
641,0.053,6965.265714168549
687,0.077,13563.091912269592
704,0.055,9717.476848840714
707,0.075,19651.682653665543
727,0.083,19997.61966443062
741,0.069,12960.73637676239
744,0.017,8044.640662908554
755,0.065,7531.8376252651215
763,0.085,17510.075790166855
764,0.079,17202.083017349243
772,0.047,12094.86165356636
782,0.033,6481.4778707027435
788,0.003,102.00674295425415
793,0.093,14468.588891506195
800,0.037,12050.559910774231
806,0.041,9866.469677686691
812,0.069,10861.845130443573
822,0.039,16021.472084760666
826,0.033,7142.398211479187
827,0.045,6864.010265111923
864,0.051,6593.058516740799
887,0.073,10054.535131692886
900,0.041,3444.585776567459
929,0.063,3410.349437236786
930,0.053,13254.560237169266
932,0.055,13705.834650278091
940,0.049,6934.029125928879
974,0.013,155.68225979804993
980,0.057,7851.796593666077
