image,Epsilon,runtime
17,0.069,8273.132852077484
31,0.055,8402.79159450531
41,0.069,14811.95395040512
46,0.265,4154.242989778519
55,0.087,3163.1865272521973
85,0.067,19778.831321954727
94,0.069,17737.671484470367
97,0.079,18785.067506551743
125,0.057,16615.753378868103
137,0.041,3959.823791027069
144,0.059,18087.86069059372
146,0.101,8403.931780576706
160,0.051,14538.617113351822
188,0.069,18619.022097826004
197,0.073,18927.242356300354
202,0.041,8169.874057769775
225,0.067,11232.056560516357
240,0.059,16856.719846963882
245,0.117,7058.766435623169
265,0.097,12393.715854644775
295,0.053,6085.136697292328
300,0.057,11740.870156764984
312,0.089,8626.351214408875
333,0.113,14608.68960928917
343,0.051,10499.957263708115
348,0.065,11593.180048704147
352,0.073,8388.326348304749
368,0.057,21926.321534395218
386,0.033,1258.615525484085
393,0.087,10451.531764030457
404,0.039,9897.668681621552
415,0.075,22853.17489361763
418,0.023,7336.596644639969
439,0.083,15020.739344596863
445,0.091,11544.33224773407
456,0.067,9459.684360742569
469,0.071,8409.929965257645
485,0.065,11068.771851062775
499,0.087,5064.804704427719
503,0.053,1299.0799741744995
517,0.029,6725.694443464279
528,0.059,9840.384222507477
532,0.055,9967.402942180634
539,0.069,6992.604153394699
545,0.069,9148.758351564407
559,0.015,85.09073114395142
571,0.083,10851.3811044693
575,0.075,7505.7750380039215
594,0.053,7479.374351024628
602,0.049,10450.768263578415
615,0.087,6318.412111520767
627,0.039,11706.843854427338
628,0.039,9605.713834285736
685,0.067,7101.630670070648
694,0.053,14174.758699178696
705,0.085,3879.3718354701996
708,0.077,11627.378745794296
720,0.055,12740.507500648499
725,0.063,5182.747872829437
726,0.035,11651.711780548096
734,0.103,11752.782485246658
736,0.065,14389.113592624664
740,0.035,8597.285922050476
756,0.111,11535.532616138458
758,0.079,9113.22954750061
761,0.109,6843.143685102463
766,0.063,3614.341859102249
769,0.059,4551.255070209503
777,0.115,10273.511961221695
784,0.053,11562.463999032974
791,0.085,3922.1120693683624
792,0.031,2182.4022529125214
796,0.087,3282.409709215164
817,0.037,2337.1484038829803
823,0.099,12619.188153982162
831,0.117,9507.188798904419
858,0.061,10638.432291269302
865,0.075,9741.412805318832
876,0.059,10687.129344940186
885,0.083,6791.470627784729
913,0.099,7807.934638500214
923,0.109,8341.98266005516
925,0.117,13994.73940873146
935,0.039,8041.678254127502
963,0.081,12998.21137213707
972,0.097,13911.014716863632
976,0.073,8416.960950374603
1009,0.055,6966.977287530899
1013,0.095,12597.080973863602
1016,0.053,7638.416103601456
1025,0.067,10670.248624801636
1026,0.041,3502.200417280197
1045,0.069,4755.612637281418
1059,0.093,10042.636323213577
1063,0.051,8637.076531648636
1064,0.033,3508.174907207489
1067,0.097,13138.746370077133
1086,0.067,11534.583562850952
1101,0.069,13994.499623298645
1105,0.115,13114.633306026459
