image,Epsilon,runtime
2,0.011,3635.414794445038
9,0.127,17550.26851272583
20,0.073,14483.911688804626
26,0.057,12878.019784450531
53,0.007,3708.5672562122345
58,0.049,12585.429649829865
60,0.021,14422.181220054626
61,0.079,7195.1619784832
64,0.041,3657.511187314987
89,0.067,16256.273322582245
92,0.023,9848.885986089706
115,0.045,7172.586553573608
127,0.095,23489.709871053696
131,0.085,12245.81371831894
139,0.081,14690.879913806915
142,0.075,13389.507427453995
150,0.037,23608.02232646942
163,0.047,13400.451810598373
164,0.027,14083.250473499298
166,0.065,15141.514820814133
194,0.021,7742.765515327454
217,0.063,3392.3335785865784
222,0.007,3431.644366502762
237,0.023,17598.156610250473
257,0.105,17099.515238761902
271,0.083,12751.562017917633
272,0.049,18042.144654273987
275,0.089,9336.886554002762
289,0.107,7677.907123088837
292,0.041,17613.20947742462
294,0.025,7118.380392789841
297,0.107,22899.42252779007
314,0.049,11672.060903310776
329,0.085,5864.722291469574
336,0.087,6817.59414935112
338,0.041,9551.888081073761
342,0.051,12399.143223047256
354,0.029,7279.434043884277
363,0.037,11933.829325199127
369,0.093,15116.529390096664
372,0.053,11720.632524251938
373,0.095,18844.76651263237
379,0.083,14274.66072845459
380,0.051,15083.83916926384
402,0.061,17625.706993341446
412,0.035,10305.257188796997
413,0.109,17135.392083644867
414,0.023,7630.377890110016
438,0.089,18428.22359395027
442,0.057,18043.30112504959
461,0.051,10992.602806806564
481,0.077,13631.982914209366
531,0.033,7730.696484565735
541,0.049,14038.82151222229
564,0.013,10483.843503713608
569,0.105,16181.185835123062
576,0.031,19085.8286049366
585,0.063,3508.5464448928833
590,0.041,12208.568403720856
605,0.089,13278.992820978165
606,0.085,22704.19798207283
616,0.021,10920.08597278595
647,0.031,15899.579723119736
655,0.057,19552.89946770668
661,0.055,22154.51820039749
663,0.099,13718.47519993782
677,0.065,4220.484671831131
680,0.051,15314.650207281113
682,0.011,10064.025657892227
692,0.007,3740.4048380851746
697,0.055,7359.606040239334
700,0.043,18933.27948331833
706,0.019,10410.256890058517
717,0.089,14601.126656293869
729,0.039,10003.886552095413
742,0.013,7172.014902353287
746,0.017,10793.87299156189
749,0.051,10252.797973871231
754,0.035,13939.042008161545
797,0.089,6671.6698162555695
804,0.017,7248.142167806625
828,0.039,15749.140535354614
834,0.119,16593.0053460598
842,0.065,10791.432408809662
847,0.107,17105.722684144974
848,0.051,18401.297659397125
850,0.027,11566.13470029831
851,0.099,10050.909043073654
855,0.091,11788.272495985031
877,0.053,14586.594397068024
882,0.021,7590.40053153038
894,0.017,10291.162851810455
896,0.059,18116.02798986435
897,0.091,15020.632803201675
906,0.039,14289.437341213226
914,0.005,2064.48725938797
926,0.043,13813.597894191742
937,0.119,21274.994989156723
945,0.079,13943.762850046158
