image,Epsilon,runtime
5,0.027,2796.610131263733
16,0.031,3542.4481542110443
25,0.029,1114.7573914527893
28,0.059,7604.302543401718
76,0.041,1459.7070038318634
82,0.049,6973.914824724197
109,0.029,3508.0937848091125
117,0.027,3265.54957652092
120,0.031,6810.751853466034
122,0.043,3072.3817121982574
143,0.027,1663.277021408081
159,0.031,3452.871767759323
161,0.061,6775.994259119034
171,0.047,10747.855727910995
178,0.025,3448.615965604782
180,0.005,267.7437641620636
187,0.057,7114.169125795364
189,0.045,3388.18124461174
190,0.043,9248.257155895233
199,0.025,2528.694269657135
213,0.053,3406.474739551544
220,0.077,9264.179414987564
233,0.035,732.401956319809
252,0.067,5783.433541297913
253,0.045,4281.750669002533
262,0.031,11944.13165307045
268,0.033,4640.524628400803
277,0.047,3519.5861599445343
308,0.047,3804.6580662727356
317,0.045,4850.464793682098
318,0.021,890.5184900760651
325,0.033,3708.301793575287
339,0.041,1639.9059360027313
347,0.053,1277.8342361450195
360,0.053,3955.3066074848175
365,0.047,3364.344337463379
375,0.051,6888.884863615036
378,0.043,3039.9516594409943
381,0.037,6345.913993358612
385,0.059,4478.38285112381
390,0.021,842.9027309417725
391,0.005,112.80103158950806
400,0.041,4516.897794723511
410,0.051,8107.718014240265
432,0.045,4126.744925260544
444,0.031,7124.142702817917
448,0.027,1057.5450928211212
457,0.029,2227.39768910408
472,0.041,6811.888138771057
476,0.037,4651.422261476517
477,0.025,825.31245470047
493,0.021,1099.2757234573364
515,0.033,913.6008639335632
530,0.029,3653.4017119407654
548,0.043,4040.8425552845
551,0.019,916.43701171875
555,0.029,3774.588451385498
558,0.017,4351.569342374802
563,0.011,494.63039541244507
568,0.025,1280.7623949050903
570,0.051,5083.942127943039
584,0.009,2052.743033885956
588,0.031,3421.4254965782166
591,0.037,3557.969889640808
619,0.029,3696.3060007095337
642,0.047,3580.8843371868134
646,0.019,785.5054910182953
650,0.033,1173.178015947342
657,0.021,3536.910399198532
664,0.053,7010.435582876205
673,0.035,5483.65475320816
674,0.015,376.3501558303833
684,0.039,2589.0302679538727
688,0.037,3604.5052602291107
693,0.031,563.2839822769165
696,0.015,853.4245874881744
713,0.035,610.4017140865326
714,0.045,3835.5561504364014
716,0.027,3687.6077551841736
732,0.043,6137.889036893845
774,0.037,4203.226473808289
801,0.043,5467.549265623093
807,0.031,3135.929383993149
813,0.031,2090.3289229869843
814,0.053,5487.2185690402985
830,0.039,1809.9974527359009
844,0.025,5367.253310680389
854,0.033,11096.611186027527
862,0.053,4485.5271780490875
863,0.039,7041.096652269363
866,0.033,5438.041543722153
873,0.051,4867.570605278015
893,0.021,3381.029719352722
907,0.047,3652.5779132843018
917,0.053,7266.935592412949
931,0.025,2742.8343353271484
938,0.017,430.5816671848297
946,0.025,78.77078938484192
989,0.035,843.441597700119
1010,0.051,7544.754362106323
