epsilon,result,runtime
0.133,error,1.4873971939086914
0.265,error,1.4899849891662598
0.199,error,1.4619507789611816
0.201,error,1.4710047245025635
0.203,error,1.4645960330963135
0.197,error,1.4817843437194824
0.195,error,1.488175868988037
0.20500000000000002,error,1.510237455368042
0.20700000000000002,error,1.501345157623291
0.193,error,1.5308067798614502
0.191,error,1.5113654136657715
0.20900000000000002,error,1.5361289978027344
0.211,error,1.4856822490692139
0.189,error,1.544586420059204
0.213,error,1.4576385021209717
0.187,error,1.5160887241363525
0.185,error,1.5317542552947998
0.215,error,1.5351746082305908
0.217,error,1.4780232906341553
0.183,error,1.5090830326080322
0.181,error,1.5587570667266846
0.219,error,1.574028730392456
0.221,error,1.471034049987793
0.179,error,1.5112006664276123
0.177,error,1.5454058647155762
0.223,error,1.5643818378448486
0.17500000000000002,error,1.5128040313720703
0.225,error,1.5019817352294922
0.17300000000000001,error,1.5514695644378662
0.227,error,1.5444765090942383
0.171,error,1.4762628078460693
0.229,error,1.4583172798156738
0.231,error,1.50636887550354
0.169,error,1.538717269897461
0.167,error,1.4724242687225342
0.233,error,1.4649255275726318
0.165,error,1.471146583557129
0.23500000000000001,error,1.4927656650543213
0.163,error,1.509587287902832
0.23700000000000002,error,1.4805452823638916
0.161,error,1.523359775543213
0.23900000000000002,error,1.5327374935150146
0.241,error,1.4863779544830322
0.159,error,1.5084996223449707
0.243,error,1.4872238636016846
0.157,error,1.5473973751068115
0.245,error,1.4194960594177246
0.155,error,1.499253749847412
0.153,error,1.4786686897277832
0.247,error,1.4750173091888428
0.151,error,1.527491569519043
0.249,error,1.5087764263153076
0.251,error,1.520674228668213
0.149,error,1.5525808334350586
0.253,error,1.5063610076904297
0.147,error,1.5417428016662598
0.255,error,1.5125200748443604
0.14500000000000002,error,1.5323736667633057
0.14300000000000002,error,1.5124626159667969
0.257,error,1.5314266681671143
0.259,error,1.4957289695739746
0.14100000000000001,error,1.5538406372070312
0.139,error,1.4719223976135254
0.261,error,1.4590802192687988
0.263,error,1.516134262084961
0.137,error,1.5383939743041992
0.135,error,1.4787814617156982
0.267,error,1.4845561981201172
0.131,error,1.5033483505249023
0.269,error,1.523026704788208
0.271,error,1.4499170780181885
0.129,error,1.5024824142456055
0.273,error,1.468750238418579
0.127,error,1.495621681213379
0.125,error,1.4653022289276123
0.275,error,1.4651522636413574
0.123,error,1.4531049728393555
0.277,error,1.4613568782806396
0.279,error,1.4704906940460205
0.121,error,1.5113677978515625
0.281,error,1.4788873195648193
0.11900000000000001,error,1.5210461616516113
0.117,error,1.4547455310821533
0.28300000000000003,error,1.4758169651031494
0.115,error,1.480778455734253
0.28500000000000003,error,1.477029800415039
0.28700000000000003,error,1.4862277507781982
0.113,error,1.5254287719726562
0.28900000000000003,error,1.472625494003296
0.111,error,1.4908616542816162
0.291,error,1.470418930053711
0.109,error,1.4888956546783447
0.107,error,1.474902868270874
0.293,error,1.4983081817626953
0.295,error,1.4299180507659912
0.10500000000000001,error,1.5028724670410156
0.297,error,1.4321660995483398
0.10300000000000001,error,1.4853243827819824
0.299,error,1.4491026401519775
0.101,error,1.4601788520812988
0.301,error,1.4656152725219727
0.099,error,1.4810388088226318
0.303,error,1.5015313625335693
0.097,error,1.5629374980926514
0.095,error,1.602802038192749
0.305,error,1.6019384860992432
0.307,error,1.4842395782470703
0.093,error,1.5663979053497314
0.091,error,1.4616129398345947
0.309,error,1.4890186786651611
0.089,error,1.539132833480835
0.311,error,1.5051178932189941
0.313,error,1.5290255546569824
0.08700000000000001,error,1.590012550354004
0.085,error,1.4675102233886719
0.315,error,1.4659943580627441
0.083,error,1.47377347946167
0.317,error,1.5078508853912354
0.081,error,1.4717650413513184
0.319,error,1.4971973896026611
0.079,error,1.5393621921539307
0.321,error,1.4764127731323242
0.077,error,1.4480979442596436
0.323,error,1.434114694595337
0.325,error,1.4702868461608887
0.075,error,1.511918067932129
0.07300000000000001,error,1.4779794216156006
0.327,error,1.4591970443725586
0.07100000000000001,error,1.4405579566955566
0.329,error,1.4539868831634521
0.331,error,1.4823014736175537
0.069,error,1.4982545375823975
0.333,error,1.4834198951721191
0.067,error,1.528817892074585
0.065,error,1.4890525341033936
0.335,error,1.480419397354126
0.063,error,1.5019969940185547
0.337,error,1.4813830852508545
0.061,error,1.4798777103424072
0.339,error,1.4939229488372803
0.341,error,1.5181384086608887
0.059000000000000004,error,1.5472996234893799
0.057,error,1.4954795837402344
0.343,error,1.5054457187652588
0.34500000000000003,error,1.5210981369018555
0.055,error,1.531959056854248
0.053000000000000005,error,1.4784801006317139
0.34700000000000003,error,1.4960212707519531
0.34900000000000003,error,1.4634270668029785
0.051000000000000004,error,1.4838013648986816
0.35100000000000003,error,1.4945998191833496
0.049,error,1.5081465244293213
0.353,error,1.4923717975616455
0.047,error,1.504441261291504
0.045,error,1.455186367034912
0.355,error,1.4616436958312988
0.043000000000000003,error,1.5303456783294678
0.357,error,1.524564504623413
0.359,error,1.4620091915130615
0.041,error,1.4913818836212158
0.039,error,1.5069153308868408
0.361,error,1.4792149066925049
0.037000000000000005,error,1.5137989521026611
0.363,error,1.5272531509399414
