image,Epsilon,runtime
1,0.125,12811.38039636612
2,0.031,3574.163227558136
3,0.051,6722.699625968933
4,0.043,4719.507982969284
5,0.067,6629.191045761108
6,0.033,7640.521595239639
7,0.133,5827.692483663559
8,0.037,12942.098935604095
9,0.099,10055.166765928268
10,0.109,13950.680097103119
11,0.045,6722.631091594696
12,0.149,11653.941899299622
13,0.099,12702.230948448181
14,0.047,9744.140837192535
15,0.031,6997.56847858429
16,0.069,6822.700341463089
17,0.099,10884.601887464523
18,0.031,4124.371127843857
19,0.023,7565.518718719482
20,0.059,13627.959417581558
21,0.101,6841.977755784988
22,0.047,6612.6048839092255
23,0.055,9628.358968019485
25,0.017,3425.209436416626
26,0.059,13123.117799043655
27,0.171,15377.058444738388
28,0.037,12038.365828752518
30,0.083,10108.569881677628
31,0.053,7929.892638921738
32,0.083,10329.970113515854
33,0.049,13686.272994041443
34,0.087,11425.892070770264
35,0.037,11502.07494711876
36,0.045,9838.121299266815
37,0.141,9269.242206811905
38,0.049,6711.35502910614
39,0.075,11031.16185259819
40,0.053,9973.779124259949
41,0.105,9833.452300548553
42,0.011,4703.326799154282
43,0.041,3597.688537120819
44,0.115,13639.949947357178
45,0.087,10338.436143875122
46,0.035,10338.752032279968
47,0.069,6838.155566215515
49,0.107,9195.120175361633
50,0.113,9941.891158342361
51,0.165,10668.379282474518
52,0.099,10658.955414295197
53,0.021,4007.3478412628174
54,0.007,122.00843334197998
55,0.019,6601.351601362228
56,0.151,10645.063368558884
57,0.083,13834.165459632874
58,0.065,4798.374321937561
59,0.063,3349.2553350925446
60,0.057,6400.09719991684
61,0.065,3536.365872859955
62,0.079,14219.349892616272
63,0.093,8151.904595851898
64,0.053,9607.307327747345
65,0.057,9888.66109418869
66,0.103,12449.776418924332
67,0.039,9145.679390192032
68,0.041,6732.640479564667
69,0.117,13688.840165138245
70,0.003,997.7987473011017
71,0.049,6681.763944387436
72,0.059,10373.602670907974
73,0.079,9664.447078227997
74,0.113,10974.168428182602
