epsilon,result,runtime
0.133,error,1.5213086605072021
0.265,error,1.528834342956543
0.199,error,1.5263397693634033
0.201,error,1.5364887714385986
0.203,error,1.5251679420471191
0.197,error,1.5661306381225586
0.20500000000000002,error,1.5202631950378418
0.195,error,1.5629336833953857
0.20700000000000002,error,1.4487061500549316
0.193,error,1.4744927883148193
0.20900000000000002,error,1.4608707427978516
0.191,error,1.5033628940582275
0.189,error,1.4802284240722656
0.211,error,1.484410047531128
0.187,error,1.5440592765808105
0.213,error,1.4997167587280273
0.215,error,1.5127894878387451
0.185,error,1.5264670848846436
0.183,error,1.5159666538238525
0.217,error,1.563019037246704
0.181,error,1.5033626556396484
0.219,error,1.535520315170288
0.179,error,1.4901032447814941
0.221,error,1.4870920181274414
0.177,error,1.4661109447479248
0.223,error,1.488821268081665
0.17500000000000002,error,1.4768242835998535
0.225,error,1.4744117259979248
0.17300000000000001,error,1.4880414009094238
0.227,error,1.5022461414337158
0.171,error,1.5335118770599365
0.229,error,1.4692258834838867
0.169,error,1.500739336013794
0.231,error,1.488523006439209
0.233,error,1.4499335289001465
0.167,error,1.528381586074829
0.165,error,1.5232844352722168
0.23500000000000001,error,1.4987530708312988
0.23700000000000002,error,1.5088074207305908
0.163,error,1.5193955898284912
0.161,error,1.498978614807129
0.23900000000000002,error,1.5131423473358154
0.241,error,1.481933832168579
0.159,error,1.5250425338745117
0.243,error,1.4713096618652344
0.157,error,1.499384880065918
0.155,error,1.532623291015625
0.245,error,1.5341103076934814
0.247,error,1.5522370338439941
0.153,error,1.5592880249023438
0.151,error,1.5090901851654053
0.249,error,1.525308609008789
0.149,error,1.5556752681732178
0.251,error,1.535646915435791
0.147,error,1.515160322189331
0.253,error,1.5292668342590332
0.255,error,1.4238011837005615
0.14500000000000002,error,1.4570574760437012
0.14300000000000002,error,1.5230913162231445
0.257,error,1.510223150253296
0.14100000000000001,error,1.4615452289581299
0.259,error,1.4844629764556885
0.139,error,1.4743921756744385
0.261,error,1.4914042949676514
0.137,error,1.5187852382659912
0.263,error,1.4881513118743896
0.267,error,1.5077636241912842
0.135,error,1.5283875465393066
0.269,error,1.4700160026550293
