image,Epsilon,runtime
0,0.073,8035.790551185608
1,0.115,7668.263160943985
2,0.041,3530.143707513809
3,0.043,2098.863679409027
4,0.043,441.90234327316284
5,0.047,596.2019891738892
6,0.053,3551.0683357715607
7,0.097,3673.4855613708496
8,0.041,1937.2253727912903
9,0.077,9285.428899765015
10,0.075,3385.597609758377
11,0.035,1644.8961284160614
12,0.113,7215.050058841705
13,0.081,13679.811422109604
14,0.023,177.6888461112976
15,0.041,360.08184480667114
16,0.047,1673.5587940216064
17,0.077,10643.65606379509
18,0.031,980.3307123184204
19,0.037,4139.103063344955
20,0.077,7149.289166212082
21,0.085,3617.0138528347015
22,0.037,4317.939937353134
23,0.051,3514.4242610931396
25,0.035,127.64957308769226
26,0.041,4646.369055509567
27,0.119,14237.769712924957
28,0.041,161.62777590751648
29,0.007,23.618577241897583
30,0.027,110.47088885307312
31,0.071,7329.538878917694
32,0.057,8210.556584596634
33,0.019,23.262595415115356
34,0.069,4669.128183603287
35,0.043,3524.504362344742
36,0.053,686.2501268386841
37,0.097,4498.14559340477
38,0.045,1292.316085577011
39,0.045,403.1599612236023
40,0.045,1179.6504316329956
41,0.073,10528.383790016174
42,0.029,298.39342069625854
43,0.043,3558.3071200847626
44,0.051,3513.981187582016
45,0.063,4122.207827329636
46,0.029,96.72306752204895
47,0.043,1775.560504436493
49,0.023,26.162017107009888
50,0.037,115.3035900592804
51,0.113,7361.16660451889
52,0.089,6818.190437555313
53,0.021,162.11413145065308
54,0.027,242.68684649467468
55,0.021,24.26254892349243
56,0.113,10388.232658624649
57,0.049,5100.539319992065
58,0.065,564.0387985706329
59,0.039,556.6558375358582
60,0.057,1497.5074083805084
61,0.051,3574.206805706024
62,0.063,3589.7554240226746
63,0.081,4014.3655462265015
64,0.049,4783.501708269119
65,0.055,2162.721556663513
66,0.073,5718.627547264099
67,0.033,674.2326276302338
68,0.031,128.500914812088
69,0.087,4001.943328142166
70,0.039,918.7527294158936
71,0.069,7452.347558498383
72,0.039,1193.4361522197723
73,0.097,11817.28987455368
74,0.049,309.1741261482239
75,0.073,4087.5942578315735
76,0.041,63.06080389022827
77,0.047,6179.426953077316
78,0.029,628.8551609516144
79,0.051,1466.6895093917847
81,0.091,8293.70065498352
82,0.085,2880.0160551071167
83,0.081,8744.33544921875
84,0.061,2326.627456665039
85,0.051,5287.70659327507
86,0.039,542.5887794494629
87,0.057,1429.5071830749512
88,0.115,9184.360006332397
89,0.087,3569.7318506240845
90,0.087,7348.864967823029
91,0.075,8196.474225759506
92,0.037,2012.673927783966
93,0.055,1108.7309885025024
94,0.057,4835.616228103638
95,0.115,8651.801363229752
96,0.059,4311.711921215057
97,0.081,10962.247516870499
98,0.039,235.45387053489685
99,0.031,3536.8777556419373
100,0.015,21.305468320846558
101,0.073,6849.793545007706
102,0.033,717.4124450683594
103,0.075,12542.525888681412
104,0.041,1743.5334520339966
105,0.043,1391.2516701221466
106,0.057,1997.2815551757812
107,0.089,13744.175901889801
108,0.063,5430.303134441376
109,0.029,177.04832553863525
110,0.051,1438.197472333908
111,0.063,928.8249535560608
112,0.047,4050.3417341709137
113,0.053,3925.0035347938538
114,0.125,10822.157377004623
115,0.077,9347.929285049438
116,0.051,848.1589529514313
117,0.001,16.688152313232422
118,0.057,962.8553147315979
119,0.147,10711.331960201263
120,0.037,242.56053018569946
121,0.089,553.646162033081
122,0.067,596.4441683292389
123,0.079,5313.200125217438
124,0.035,3909.0450983047485
125,0.009,20.525112628936768
126,0.077,7768.647235155106
127,0.045,408.2696895599365
128,0.037,421.60289764404297
129,0.081,4264.499632835388
130,0.065,3578.6243596076965
131,0.063,3587.9754049777985
133,0.037,882.2018327713013
134,0.027,172.73704552650452
135,0.085,3655.483330011368
136,0.055,2693.5502576828003
137,0.027,77.00129532814026
138,0.029,43.538620471954346
139,0.073,3943.7192509174347
140,0.009,20.88574457168579
141,0.043,517.2018270492554
142,0.049,3621.738695383072
143,0.017,23.737972497940063
144,0.045,5379.7436900138855
145,0.039,570.1956276893616
146,0.043,179.3622977733612
147,0.087,20815.74278974533
149,0.069,1167.3286111354828
150,0.031,172.36018347740173
152,0.037,1096.6372163295746
153,0.035,468.5820937156677
154,0.033,319.9816539287567
155,0.101,7780.828889369965
156,0.083,7304.164769649506
157,0.085,7432.222712278366
158,0.013,21.28301453590393
159,0.023,22.146784782409668
160,0.021,120.21382188796997
161,0.049,196.7662992477417
162,0.059,8300.173952102661
163,0.057,3136.4992246627808
164,0.075,1450.5510246753693
165,0.071,9185.108486413956
166,0.037,398.45677399635315
167,0.033,263.30699372291565
168,0.055,3761.3562746047974
169,0.057,6072.480287313461
170,0.037,887.0655055046082
171,0.059,3131.992089986801
173,0.047,756.6852488517761
174,0.081,5713.2567484378815
175,0.007,19.364073991775513
176,0.035,2089.787982940674
177,0.023,73.7836799621582
178,0.045,1303.4139409065247
179,0.055,613.463376045227
180,0.045,3647.668611764908
181,0.055,2736.4530050754547
182,0.037,331.0910506248474
183,0.095,5187.673082590103
184,0.033,117.76742434501648
185,0.017,19.887858629226685
186,0.043,45.59731578826904
187,0.047,671.4789636135101
188,0.109,3965.8593616485596
189,0.023,78.00339770317078
190,0.033,317.3480634689331
191,0.031,999.1949317455292
192,0.059,1176.4982838630676
193,0.015,32.97170686721802
194,0.065,2154.218738794327
195,0.013,26.870943069458008
196,0.027,104.84967088699341
197,0.099,11221.120075702667
198,0.053,3724.7542140483856
199,0.019,20.71988558769226
200,0.037,366.7975583076477
