,network,metric_1,metric_2,metric_3,metric_4,run
101,mnist_relu_9_100,1,0.13936781883239746,0.002413899637758732,0.013916568830609322,1
102,mnist_relu_9_100,1,0.13302750885486603,0.0024828705936670303,0.012033460661768913,2
103,mnist_relu_9_100,1,0.222222238779068,0.0,0.008340651169419289,3
104,mnist_relu_9_100,1,0.055367231369018555,0.0043977610766887665,0.015376857481896877,4
105,mnist_relu_9_100,0,0.0,0.010110501199960709,0.010652262717485428,5
106,mnist_relu_9_100,0,0.0,0.012023353949189186,0.017818305641412735,6
107,mnist_relu_9_100,0,0.0,0.007575083523988724,0.00495392270386219,7
108,mnist_relu_9_100,0,0.0,0.009980261325836182,0.015151271596550941,8
109,mnist_relu_9_100,1,0.15596327185630798,0.002037069760262966,0.010496382601559162,9
110,mnist_relu_9_200,1,0.1791590452194214,0.0,0.01846972480416298,0
111,mnist_relu_9_200,1,0.04103671386837959,0.006092863157391548,0.017292283475399017,1
112,mnist_relu_9_200,0,0.0,0.012095648795366287,0.008134070783853531,2
113,mnist_relu_9_200,0,0.0,0.004018060863018036,0.005724506452679634,3
114,mnist_relu_9_200,1,0.13271163403987885,0.0024390146136283875,0.022478049620985985,4
115,mnist_relu_9_200,1,0.194444477558136,0.0007940325886011124,0.009519212879240513,5
116,mnist_relu_9_200,1,0.109375,0.003507981076836586,0.012937013059854507,6
117,mnist_relu_9_200,1,0.048543691635131836,0.006498439237475395,0.01502675749361515,7
118,mnist_relu_9_200,0,0.0,0.012659842148423195,0.014015579596161842,8
119,mnist_relu_9_200,1,0.10213777422904968,0.00353933684527874,0.01968355104327202,9
