image,Epsilon,runtime
4,0.049,10375.410213947296
22,0.011,3654.224884033203
43,0.025,6723.957463026047
45,0.071,10922.427719116211
54,0.023,6704.790080547333
57,0.025,10374.704026699066
87,0.023,7037.723764657974
110,0.093,9927.353914499283
116,0.067,13504.461427927017
153,0.023,6993.5675411224365
154,0.063,3199.7039992809296
162,0.077,10105.444952964783
167,0.069,10634.744775056839
170,0.071,10813.270597219467
176,0.033,6685.637081861496
183,0.027,7237.574435472488
195,0.029,9942.499464035034
226,0.027,10570.275434494019
227,0.021,3484.224422454834
247,0.051,12453.074013233185
264,0.023,6818.329031229019
267,0.031,3429.781815767288
280,0.029,6906.72613120079
282,0.011,3492.6985766887665
285,0.033,7324.036775588989
304,0.037,11617.699058055878
313,0.021,7100.162134170532
319,0.037,6850.561674594879
322,0.069,7079.508511304855
334,0.079,10621.7694272995
344,0.073,6806.81916642189
350,0.049,10928.028205871582
362,0.019,9533.314010858536
364,0.021,4721.835154533386
374,0.043,7281.237231492996
383,0.103,13853.483845233917
389,0.029,3464.4030644893646
409,0.023,8770.886211633682
419,0.051,8254.639088392258
423,0.039,8451.674717187881
424,0.001,16.74651265144348
428,0.073,10562.94383597374
434,0.063,7019.574551820755
441,0.029,3405.8334715366364
460,0.005,965.965763092041
471,0.029,10220.544011592865
482,0.021,4907.780356884003
487,0.023,7111.739339351654
501,0.019,7814.103638648987
520,0.111,10290.64223909378
525,0.017,6775.683580160141
529,0.019,3532.5914692878723
550,0.085,6485.946016073227
566,0.063,6040.286724567413
580,0.065,3821.181260585785
583,0.025,10159.674738883972
595,0.003,114.96977162361145
600,0.037,10512.170084953308
601,0.029,3252.1524665355682
621,0.023,7167.973370313644
626,0.041,10154.950987577438
631,0.043,10807.284629583359
687,0.089,10719.021581172943
704,0.017,6713.335583686829
707,0.073,7017.438442230225
727,0.093,10997.009622812271
741,0.057,10482.223114490509
755,0.079,10869.878616571426
763,0.071,16845.61258125305
764,0.081,10111.541036367416
772,0.071,10620.810855150223
782,0.037,10672.765582084656
793,0.075,11697.394302845001
800,0.055,7398.104306459427
806,0.073,18064.248398065567
812,0.079,16032.483441114426
826,0.069,6795.770042896271
827,0.049,10396.995805501938
887,0.059,10128.077499389648
900,0.025,6728.427298784256
929,0.051,10275.743994235992
930,0.065,3920.3557267189026
932,0.101,10991.732120037079
940,0.061,13293.186465978622
974,0.025,13384.14912867546
980,0.029,6633.887926340103
